# Weather station Whyalla (airport), Australia, WMO_ID=95664,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95664&lang=en
#
"Local time in Whyalla (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.03.2018 20:30";"18.0";"763.7";"764.6";"1.4";"72";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"29.03.2018 19:30";"19.0";"763.6";"764.5";"1.5";"69";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"No precipitation";"6";"";"";"";"";
"29.03.2018 17:30";"21.0";"762.3";"763.1";"0.0";"58";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"29.03.2018 16:30";"21.5";"762.1";"763.0";"-0.3";"56";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"29.03.2018 14:30";"22.1";"762.3";"763.1";"-1.3";"55";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"29.03.2018 13:30";"21.7";"762.4";"763.3";"-1.3";"56";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"No precipitation";"6";"";"";"";"";
"29.03.2018 11:30";"20.5";"763.6";"764.5";"-0.5";"64";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"29.03.2018 10:30";"20.1";"763.7";"764.6";"-0.1";"66";"Wind blowing from the south-southeast";"5";"";"";"60%.";" ";"";"";"17.4";"";"";"";"600-1000";"";"";"";"13.6";"";"";"";"";"";"";
"29.03.2018 08:30";"18.7";"764.1";"765.0";"1.2";"76";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"29.03.2018 07:30";"18.4";"763.8";"764.7";"1.1";"78";"Wind blowing from the east-southeast";"6";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"14.5";"No precipitation";"24";"";"";"";"";
"29.03.2018 05:30";"17.9";"762.9";"763.8";"0.5";"76";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"29.03.2018 04:30";"17.6";"762.7";"763.6";"0.2";"75";"Wind blowing from the south-southeast";"4";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"13.1";"";"";"";"";"";"";
"29.03.2018 02:30";"18.0";"762.4";"763.3";"-0.5";"77";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"29.03.2018 01:30";"17.7";"762.5";"763.3";"-0.4";"79";"Wind blowing from the south";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"14.0";"No precipitation";"6";"";"";"";"";
"28.03.2018 23:30";"18.4";"762.9";"763.8";"-0.1";"77";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"28.03.2018 22:30";"18.7";"762.9";"763.8";"0.1";"77";"Wind blowing from the south";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"24.7";"";"";"300-600";"";"";"";"14.6";"";"";"";"";"";"";
"28.03.2018 20:30";"19.1";"763.0";"763.9";"1.5";"78";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"28.03.2018 19:30";"19.3";"762.8";"763.7";"1.5";"74";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"No precipitation";"6";"";"";"";"";
"28.03.2018 17:30";"21.6";"761.5";"762.3";"0.6";"66";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"28.03.2018 16:30";"21.5";"761.3";"762.1";"0.4";"69";"Wind blowing from the south";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.6";"";"";"";"";"";"";
"28.03.2018 14:30";"22.0";"760.9";"761.7";"-0.8";"64";"Wind blowing from the south-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"28.03.2018 13:30";"22.7";"760.9";"761.7";"-1.0";"64";"Wind blowing from the south";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"No precipitation";"6";"";"";"";"";
"28.03.2018 11:30";"23.2";"761.7";"762.5";"0.3";"66";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"28.03.2018 10:30";"22.7";"761.9";"762.7";"0.7";"68";"Wind blowing from the south-southeast";"6";"";"";"10%  or less, but not 0";" ";"";"";"13.5";"";"";"";"600-1000";"";"";"";"16.5";"";"";"";"";"";"";
"28.03.2018 08:30";"20.8";"761.4";"762.2";"2.0";"80";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.2";"";"";"";"";"";"";
"28.03.2018 07:30";"20.3";"761.2";"762.0";"2.1";"82";"Wind blowing from the south-southwest";"6";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"17.1";"No precipitation";"24";"";"";"";"";
"28.03.2018 05:30";"14.5";"759.4";"760.3";"1.5";"36";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"28.03.2018 04:30";"14.8";"759.1";"759.9";"1.7";"35";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"28.03.2018 02:30";"18.7";"757.9";"758.8";"0.6";"28";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"28.03.2018 01:30";"21.8";"757.4";"758.2";"0.1";"24";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"No precipitation";"6";"";"";"";"";
"27.03.2018 23:30";"23.7";"757.3";"758.1";"-0.2";"21";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"27.03.2018 22:30";"24.4";"757.3";"758.1";"0.2";"20";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"31.7";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"27.03.2018 20:30";"24.9";"757.5";"758.3";"1.4";"18";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"27.03.2018 19:30";"26.5";"757.1";"757.9";"1.2";"17";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"No precipitation";"6";"";"";"";"";
"27.03.2018 17:30";"30.1";"756.1";"756.9";"-0.4";"13";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"27.03.2018 16:30";"30.7";"755.9";"756.7";"-0.8";"13";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"27.03.2018 14:30";"30.0";"756.5";"757.3";"-2.3";"15";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"27.03.2018 13:30";"29.7";"756.7";"757.6";"-2.4";"17";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"No precipitation";"6";"";"";"";"";
"27.03.2018 11:30";"26.5";"758.8";"759.6";"-1.2";"22";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"27.03.2018 10:30";"25.3";"759.1";"760.0";"-0.6";"23";"Wind blowing from the north";"9";"";"";"";" ";"";"";"7.7";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"27.03.2018 08:30";"19.8";"760.0";"760.8";"0.3";"33";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"27.03.2018 07:30";"17.1";"759.7";"760.6";"0.2";"48";"Wind blowing from the north";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"6.0";"No precipitation";"24";"";"";"";"";
"27.03.2018 05:30";"8.6";"759.7";"760.6";"-0.1";"79";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"27.03.2018 04:30";"9.5";"759.5";"760.3";"-0.6";"76";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"27.03.2018 02:30";"12.1";"759.8";"760.6";"-1.5";"69";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"27.03.2018 01:30";"13.7";"760.1";"760.9";"-1.0";"67";"Wind blowing from the west-northwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"7.7";"No precipitation";"6";"";"";"";"";
"26.03.2018 23:30";"16.5";"761.3";"762.1";"-0.1";"60";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"26.03.2018 22:30";"16.9";"761.1";"761.9";"-0.3";"59";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"21.4";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"26.03.2018 20:30";"16.8";"761.4";"762.2";"0.9";"63";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"26.03.2018 19:30";"16.5";"761.4";"762.2";"1.2";"62";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"No precipitation";"6";"";"";"";"";
"26.03.2018 17:30";"18.9";"760.5";"761.3";"-0.8";"51";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"26.03.2018 16:30";"19.3";"760.2";"761.0";"-1.3";"48";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"26.03.2018 14:30";"19.6";"761.3";"762.1";"-1.4";"45";"Wind blowing from the south-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"26.03.2018 13:30";"19.6";"761.5";"762.4";"-1.2";"44";"Wind blowing from the south";"6";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"7.0";"No precipitation";"6";"";"";"";"";
"26.03.2018 11:30";"18.5";"762.7";"763.5";"0.3";"50";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"26.03.2018 10:30";"18.0";"762.7";"763.6";"0.5";"47";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"14.1";"";"";"";"1000-1500";"";"";"";"6.5";"";"";"";"";"";"";
"26.03.2018 08:30";"15.9";"762.4";"763.2";"1.2";"64";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"26.03.2018 07:30";"15.7";"762.2";"763.0";"1.3";"66";"Wind blowing from the south-east";"5";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"9.4";"0.2";"24";"";"";"";"";
"26.03.2018 05:30";"14.8";"761.2";"762.1";"0.9";"71";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"26.03.2018 04:30";"15.6";"760.9";"761.7";"0.4";"62";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.4";"";"";"";"";"";"";
"26.03.2018 02:30";"15.9";"760.3";"761.2";"0.0";"64";"Wind blowing from the south-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"26.03.2018 01:30";"15.5";"760.5";"761.3";"0.2";"72";"Wind blowing from the west-southwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"10.5";"No precipitation";"6";"";"";"";"";
"25.03.2018 23:30";"16.3";"760.3";"761.1";"0.6";"78";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"25.03.2018 22:30";"16.1";"760.3";"761.1";"1.0";"81";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"";"25.3";"";"";"600-1000";"";"";"";"12.8";"";"";"";"";"";"";
"25.03.2018 20:30";"19.2";"759.7";"760.5";"1.9";"57";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"";"";"";"";"";"";
"25.03.2018 19:30";"19.8";"759.3";"760.1";"1.7";"54";"Wind blowing from the south-west";"7";"";"";"60%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"10.2";"No precipitation";"6";"";"";"";"";
"25.03.2018 17:30";"23.1";"757.8";"758.6";"0.2";"38";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"25.03.2018 16:30";"22.3";"757.6";"758.5";"-0.3";"49";"Wind blowing from the west-northwest";"4";"";"";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"11.1";"";"";"";"";"";"";
"25.03.2018 14:30";"23.6";"757.6";"758.5";"-1.4";"36";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"25.03.2018 13:30";"23.2";"757.9";"758.7";"-1.4";"38";"Wind blowing from the west";"7";"";"";"60%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"8.1";"No precipitation";"6";"";"";"";"";
"25.03.2018 11:30";"22.0";"759.0";"759.8";"0.0";"53";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"25.03.2018 10:30";"20.9";"759.3";"760.1";"0.5";"58";"Wind blowing from the west-southwest";"6";"";"";"100%.";" ";"";"";"16.2";"";"";"";"600-1000";"";"";"";"12.3";"";"";"";"";"";"";
"25.03.2018 08:30";"17.0";"759.0";"759.8";"1.3";"89";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"25.03.2018 07:30";"16.7";"758.8";"759.6";"0.3";"91";"Wind blowing from the south-west";"2";"";"";"90  or more, but not 100%";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.2";"0.8";"24";"";"";"";"";
"25.03.2018 05:30";"19.5";"757.7";"758.5";"-0.5";"69";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"25.03.2018 04:30";"19.6";"758.5";"759.3";"0.4";"70";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"14.0";"";"";"";"";"";"";
"25.03.2018 02:30";"19.3";"758.2";"759.0";"0.6";"70";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"25.03.2018 01:30";"19.6";"758.1";"758.9";"0.3";"69";"Wind blowing from the west-southwest";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"";"13.8";"No precipitation";"6";"";"";"";"";
"24.03.2018 23:30";"21.0";"757.6";"758.5";"1.1";"67";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"24.03.2018 22:30";"22.1";"757.8";"758.6";"1.5";"57";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"38.7";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"24.03.2018 20:30";"26.2";"756.5";"757.3";"2.2";"44";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"";"";"";"";"";"";
"24.03.2018 19:30";"26.9";"756.3";"757.1";"2.0";"44";"Wind blowing from the west";"9";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.6";"No precipitation";"6";"";"";"";"";
"24.03.2018 17:30";"36.5";"754.3";"755.2";"-0.7";"15";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"24.03.2018 16:30";"36.7";"754.3";"755.1";"-0.9";"17";"Wind blowing from the north-west";"8";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"7.7";"";"";"";"";"";"";
"24.03.2018 14:30";"37.1";"755.0";"755.8";"-2.0";"17";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"24.03.2018 13:30";"37.3";"755.2";"756.1";"-2.2";"17";"Wind blowing from the north-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"No precipitation";"6";"";"";"";"";
"24.03.2018 11:30";"35.0";"757.0";"757.9";"-1.1";"23";"Wind blowing from the north-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"24.03.2018 10:30";"34.9";"757.4";"758.2";"-0.7";"23";"Wind blowing from the north-west";"10";"";"";"";" ";"";"";"18.3";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"24.03.2018 08:30";"29.6";"758.1";"758.9";"0.5";"32";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"24.03.2018 07:30";"27.8";"758.1";"758.9";"0.9";"34";"Wind blowing from the north-northwest";"6";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.5";"No precipitation";"24";"";"";"";"";
"24.03.2018 05:30";"18.5";"757.6";"758.4";"0.0";"63";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"24.03.2018 04:30";"18.9";"757.2";"758.0";"-0.2";"63";"Wind blowing from the north-west";"3";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"11.7";"";"";"";"";"";"";
"24.03.2018 02:30";"20.4";"757.6";"758.4";"-0.4";"64";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"24.03.2018 01:30";"19.2";"757.4";"758.2";"-0.8";"68";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"No precipitation";"6";"";"";"";"";
"23.03.2018 23:30";"22.7";"758.0";"758.8";"-0.1";"63";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"23.03.2018 22:30";"24.0";"758.2";"759.0";"0.3";"52";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"35.8";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"23.03.2018 20:30";"25.3";"758.1";"758.9";"0.9";"46";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"23.03.2018 19:30";"25.6";"757.9";"758.8";"0.9";"42";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"No precipitation";"6";"";"";"";"";
"23.03.2018 17:30";"30.5";"757.2";"758.0";"-0.4";"32";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"23.03.2018 16:30";"30.6";"757.0";"757.9";"-0.9";"30";"Wind blowing from the east";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"11.1";"";"";"";"";"";"";
"23.03.2018 14:30";"34.1";"757.6";"758.5";"-2.0";"23";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"23.03.2018 13:30";"34.7";"757.9";"758.8";"-2.1";"22";"Wind blowing from the north-northwest";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"9.9";"No precipitation";"6";"";"";"";"";
"23.03.2018 11:30";"32.2";"759.6";"760.4";"-1.1";"31";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"23.03.2018 10:30";"32.1";"760.0";"760.8";"-0.6";"32";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"14.5";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"23.03.2018 08:30";"23.4";"760.7";"761.5";"0.6";"62";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"23.03.2018 07:30";"20.7";"760.6";"761.5";"0.6";"69";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.8";"No precipitation";"24";"";"";"";"";
"23.03.2018 05:30";"15.2";"760.1";"760.9";"0.4";"82";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"23.03.2018 04:30";"15.2";"760.0";"760.8";"0.1";"79";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"23.03.2018 02:30";"17.0";"759.7";"760.5";"-0.8";"75";"Wind blowing from the north-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"23.03.2018 01:30";"17.8";"759.9";"760.7";"-0.5";"75";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"No precipitation";"6";"";"";"";"";
"22.03.2018 23:30";"20.6";"760.5";"761.3";"0.3";"68";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"22.03.2018 22:30";"20.3";"760.4";"761.2";"0.4";"71";"Wind blowing from the south-west";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"29.0";"";"";"2500 or more, or no clouds.";"";"";"";"14.9";"";"";"";"";"";"";
"22.03.2018 20:30";"20.5";"760.2";"761.0";"1.1";"75";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"";"";"";"";"";"";
"22.03.2018 19:30";"20.7";"760.0";"760.8";"0.8";"79";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"No precipitation";"6";"";"";"";"";
"22.03.2018 17:30";"26.0";"759.1";"760.0";"-0.9";"40";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"22.03.2018 16:30";"26.9";"759.2";"760.0";"-1.1";"34";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"22.03.2018 14:30";"28.2";"760.0";"760.8";"-1.8";"34";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"22.03.2018 13:30";"27.4";"760.3";"761.2";"-2.0";"38";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"No precipitation";"6";"";"";"";"";
"22.03.2018 11:30";"24.9";"761.8";"762.7";"-0.6";"46";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"22.03.2018 10:30";"23.2";"762.3";"763.1";"-0.1";"51";"Wind blowing from the south";"3";"";"";"10%  or less, but not 0";" ";"";"";"11.0";"";"";"";"2500 or more, or no clouds.";"";"";"";"12.5";"";"";"";"";"";"";
"22.03.2018 08:30";"19.7";"762.4";"763.3";"0.3";"79";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"22.03.2018 07:30";"19.0";"762.4";"763.2";"0.3";"79";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"No precipitation";"24";"";"";"";"";
"22.03.2018 05:30";"11.5";"762.1";"763.0";"0.0";"88";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"22.03.2018 04:30";"12.9";"762.1";"762.9";"0.0";"86";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"22.03.2018 02:30";"15.1";"762.1";"762.9";"-0.5";"79";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"22.03.2018 01:30";"15.1";"762.1";"762.9";"-0.6";"78";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"No precipitation";"6";"";"";"";"";
"21.03.2018 23:30";"15.5";"762.6";"763.4";"-0.9";"77";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
