# Weather station Taree (airport), Australia, WMO_ID=95784,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95784&lang=en
#
"Local time in Taree (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"27.04.2018 20:00";"15.9";"766.4";"767.2";"1.2";"88";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"27.04.2018 18:00";"17.6";"765.6";"766.4";"0.9";"74";"Wind blowing from the south-west";"5";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"12.9";"";"";"";"";"";"";
"27.04.2018 17:00";"18.2";"765.2";"766.0";"1.0";"69";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"27.04.2018 15:00";"20.5";"764.7";"765.5";"-0.2";"65";"Wind blowing from the south";"8";"";"";"50%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"13.7";"0.2";"6";"";"";"";"";
"27.04.2018 14:00";"21.3";"764.2";"765.1";"-0.9";"62";"Wind blowing from the south";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"27.04.2018 12:00";"17.7";"764.9";"765.7";"0.1";"88";"Wind blowing from the south-west";"4";"";"";"100%.";"Rain (not freezing). ";"";"Precipitation";"16.4";"";"";"";"1000-1500";"";"";"";"15.7";"";"";"";"";"";"";
"27.04.2018 11:00";"18.1";"765.1";"765.9";"0.6";"82";"Wind blowing from the south";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"27.04.2018 09:00";"20.3";"764.8";"765.7";"1.2";"65";"Wind blowing from the south-west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.5";"17.0";"24";"";"";"";"";
"27.04.2018 08:00";"18.4";"764.5";"765.4";"1.3";"77";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"27.04.2018 06:00";"17.3";"763.6";"764.4";"1.2";"78";"Wind blowing from the west";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"13.4";"";"";"";"";"";"";
"27.04.2018 05:00";"17.9";"763.2";"764.0";"0.7";"76";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"27.04.2018 03:00";"18.0";"762.4";"763.3";"-0.1";"84";"Wind blowing from the south-west";"4";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"15.3";"17.0";"6";"";"";"";"";
"27.04.2018 02:00";"18.5";"762.5";"763.3";"0.2";"86";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"27.04.2018 00:00";"16.7";"762.5";"763.3";"0.6";"92";"Wind blowing from the south-southeast";"4";"";"";"100%.";"Precipitation, heavy. ";"";"Precipitation";"";"26.1";"";"";"200-300";"";"";"";"15.4";"";"";"";"";"";"";
"26.04.2018 23:00";"17.6";"762.3";"763.1";"0.8";"96";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.0";"";"";"";"";"";"";
"26.04.2018 21:00";"19.2";"761.9";"762.7";"1.3";"82";"Wind blowing from the west-northwest";"3";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"16.1";"No precipitation";"6";"";"";"";"";
"26.04.2018 20:00";"19.1";"761.5";"762.3";"1.7";"83";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"26.04.2018 18:00";"20.4";"760.6";"761.5";"1.9";"73";"Wind blowing from the south-west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"26.04.2018 17:00";"21.3";"759.8";"760.6";"1.6";"67";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"26.04.2018 15:00";"23.3";"758.7";"759.5";"-0.1";"70";"Wind blowing from the south-southeast";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"17.5";"No precipitation";"6";"";"";"";"";
"26.04.2018 14:00";"25.3";"758.2";"759.0";"-1.3";"51";"Wind blowing from the south";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"26.04.2018 12:00";"24.2";"758.8";"759.7";"-1.3";"64";"Wind blowing from the west-southwest";"3";"";"";"";"No significant weather observed. ";"";"";"13.2";"";"";"";"";"";"";"";"17.0";"";"";"";"";"";"";
"26.04.2018 11:00";"22.8";"759.5";"760.3";"-0.7";"69";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"26.04.2018 09:00";"19.3";"760.1";"760.9";"0.7";"87";"Wind blowing from the west";"3";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"17.1";"3.0";"24";"";"";"";"";
"26.04.2018 08:00";"17.2";"760.2";"761.0";"1.0";"98";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"26.04.2018 06:00";"14.6";"759.4";"760.2";"0.7";"100";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"Precipitation";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"26.04.2018 05:00";"14.5";"759.2";"760.0";"0.1";"100";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"26.04.2018 03:00";"14.6";"758.7";"759.5";"-1.0";"100";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"";"14.6";"No precipitation";"6";"";"";"";"";
"26.04.2018 02:00";"15.1";"759.1";"759.9";"-0.9";"100";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"";"";"";"";"";"";
"26.04.2018 00:00";"15.6";"759.7";"760.5";"-0.5";"100";"Wind blowing from the west";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"22.5";"";"";"Less than  50";"";"";"";"15.6";"";"";"";"";"";"";
"25.04.2018 23:00";"16.2";"760.0";"760.9";"0.0";"100";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"25.04.2018 21:00";"17.2";"760.2";"761.0";"1.1";"100";"Wind blowing from the west";"2";"";"";"50%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"";"17.2";"No precipitation";"6";"";"";"";"";
"25.04.2018 20:00";"16.9";"760.0";"760.8";"1.3";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"";"";"";"";"";"";
"25.04.2018 18:00";"18.4";"759.1";"760.0";"0.9";"92";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.1";"";"";"";"";"";"";
"25.04.2018 17:00";"20.2";"758.7";"759.5";"0.4";"81";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"25.04.2018 15:00";"21.6";"758.2";"759.1";"-0.6";"77";"Wind blowing from the east-southeast";"3";"";"";"10%  or less, but not 0";" ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"17.4";"3.0";"6";"";"";"";"";
"25.04.2018 14:00";"20.8";"758.3";"759.1";"-1.1";"81";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"25.04.2018 12:00";"18.7";"758.8";"759.7";"-0.6";"97";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"Precipitation";"16.8";"";"";"";"100-200";"";"";"";"18.2";"";"";"";"";"";"";
"25.04.2018 11:00";"18.3";"759.4";"760.2";"0.2";"99";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
"25.04.2018 09:00";"17.9";"759.4";"760.2";"0.3";"95";"Wind blowing from the west-northwest";"4";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"17.1";"24.0";"24";"";"";"";"";
"25.04.2018 08:00";"17.9";"759.2";"760.0";"0.1";"93";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"25.04.2018 06:00";"17.5";"759.1";"759.9";"0.1";"96";"Wind blowing from the west";"5";"";"";"100%.";"Precipitation, heavy. ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"16.9";"";"";"";"";"";"";
"25.04.2018 05:00";"17.5";"759.1";"760.0";"-0.3";"94";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"25.04.2018 03:00";"17.6";"759.0";"759.8";"-1.3";"91";"Wind blowing from the west";"4";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"16.1";"6.0";"6";"";"";"";"";
"25.04.2018 02:00";"17.5";"759.4";"760.2";"-1.2";"94";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"25.04.2018 00:00";"17.0";"760.3";"761.1";"-1.1";"97";"Wind blowing from the west";"4";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"21.3";"";"";"300-600";"";"";"";"16.5";"";"";"";"";"";"";
"24.04.2018 23:00";"17.1";"760.6";"761.4";"-0.7";"94";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"24.04.2018 21:00";"17.5";"761.4";"762.2";"0.4";"90";"Wind blowing from the west";"3";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"15.8";"1.0";"6";"";"";"";"";
"24.04.2018 20:00";"17.3";"761.3";"762.1";"0.3";"89";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"24.04.2018 18:00";"17.0";"761.0";"761.8";"-0.4";"96";"Wind blowing from the west-northwest";"3";"";"";"90  or more, but not 100%";" ";"";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"16.4";"";"";"";"";"";"";
"24.04.2018 17:00";"16.9";"761.0";"761.8";"-0.1";"98";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.6";"";"";"";"";"";"";
"24.04.2018 15:00";"17.1";"761.4";"762.2";"-0.2";"96";"Wind blowing from the west";"2";"";"";"100%.";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"16.5";"6.0";"6";"";"";"";"";
"24.04.2018 14:00";"17.0";"761.1";"761.9";"-0.8";"93";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"";"";"";"";"";"";
"24.04.2018 12:00";"19.7";"761.6";"762.4";"-1.1";"71";"Wind blowing from the south-southwest";"6";"";"";"100%.";" ";"";"";"16.0";"";"";"";"600-1000";"";"";"";"14.3";"";"";"";"";"";"";
"24.04.2018 11:00";"20.8";"761.9";"762.7";"-0.9";"63";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"24.04.2018 09:00";"18.8";"762.7";"763.5";"0.6";"76";"Wind blowing from the west-southwest";"5";"";"";"50%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"14.5";"0.2";"24";"";"";"";"";
"24.04.2018 08:00";"17.0";"762.8";"763.6";"1.0";"83";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"24.04.2018 06:00";"16.1";"762.1";"763.0";"0.3";"89";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"";"";"";"";"";"";
"24.04.2018 05:00";"16.1";"761.8";"762.7";"-0.3";"90";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"24.04.2018 03:00";"16.3";"761.8";"762.7";"-1.1";"89";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"14.5";"No precipitation";"6";"";"";"";"";
"24.04.2018 02:00";"16.2";"762.1";"763.0";"-0.9";"90";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"24.04.2018 00:00";"16.7";"762.9";"763.7";"-0.7";"89";"Wind blowing from the west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"23.6";"";"";"1000-1500";"";"";"";"14.9";"";"";"";"";"";"";
"23.04.2018 23:00";"17.1";"763.0";"763.9";"-0.6";"87";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"23.04.2018 21:00";"17.7";"763.6";"764.5";"0.2";"87";"Wind blowing from the west";"4";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"15.5";"No precipitation";"6";"";"";"";"";
"23.04.2018 20:00";"18.0";"763.6";"764.5";"0.6";"88";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"23.04.2018 18:00";"18.8";"763.4";"764.2";"0.7";"83";"Wind blowing from the west";"4";"";"";"90  or more, but not 100%";"Rain (not freezing). ";"";"";"";"";"";"";"600-1000";"";"";"";"15.9";"";"";"";"";"";"";
"23.04.2018 17:00";"20.4";"763.0";"763.8";"0.6";"76";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"23.04.2018 15:00";"20.9";"762.7";"763.6";"-0.5";"69";"Wind blowing from the south-southeast";"6";"";"";"10%  or less, but not 0";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.0";"0.2";"6";"";"";"";"";
"23.04.2018 14:00";"22.4";"762.4";"763.3";"-1.5";"66";"Wind blowing from the south-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"23.04.2018 12:00";"22.4";"763.2";"764.0";"-1.0";"64";"Wind blowing from the south";"5";"";"";"20–30%.";"No significant weather observed. ";"";"Precipitation";"15.1";"";"";"";"2000-2500";"";"";"";"15.3";"";"";"";"";"";"";
"23.04.2018 11:00";"21.1";"763.9";"764.7";"-0.5";"72";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.9";"";"";"";"";"";"";
"23.04.2018 09:00";"18.7";"764.2";"765.0";"0.6";"82";"Wind blowing from the west";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"600-1000";"";"";"";"15.6";"3.0";"24";"";"";"";"";
"23.04.2018 08:00";"16.5";"764.4";"765.2";"0.8";"95";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"23.04.2018 06:00";"15.2";"763.6";"764.4";"-0.1";"97";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"14.7";"";"";"";"";"";"";
"23.04.2018 05:00";"15.2";"763.6";"764.5";"-0.3";"98";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"23.04.2018 03:00";"16.0";"763.7";"764.5";"-0.9";"98";"Wind blowing from the west";"3";"";"";"50%.";" ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"15.7";"3.0";"6";"";"";"";"";
"23.04.2018 02:00";"16.2";"763.9";"764.7";"-0.9";"99";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"23.04.2018 00:00";"16.7";"764.6";"765.4";"-0.1";"96";"Wind blowing from the west";"3";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"";"23.8";"";"";"2000-2500";"";"";"";"16.1";"";"";"";"";"";"";
"22.04.2018 23:00";"17.1";"764.8";"765.7";"0.0";"95";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"";"";"";"";"";"";
"22.04.2018 21:00";"17.4";"764.7";"765.5";"0.4";"92";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"16.1";"No precipitation";"6";"";"";"";"";
"22.04.2018 20:00";"17.7";"764.8";"765.6";"0.6";"94";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"";"";"";"";"";"";
"22.04.2018 18:00";"18.8";"764.3";"765.1";"0.4";"84";"Wind blowing from the south-west";"1";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"16.0";"";"";"";"";"";"";
"22.04.2018 17:00";"19.4";"764.2";"765.1";"0.1";"82";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"22.04.2018 15:00";"21.9";"763.9";"764.7";"-0.6";"69";"Wind blowing from the south-southeast";"3";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"16.0";"No precipitation";"6";"";"";"";"";
"22.04.2018 14:00";"22.0";"764.1";"764.9";"-1.2";"67";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"22.04.2018 12:00";"22.8";"764.5";"765.4";"-1.2";"61";"Wind blowing from the west-southwest";"5";"";"";"100%.";"No significant weather observed. ";"";"";"14.6";"";"";"";"600-1000";"";"";"";"14.9";"";"";"";"";"";"";
"22.04.2018 11:00";"21.7";"765.3";"766.1";"-0.4";"63";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"22.04.2018 09:00";"19.1";"765.7";"766.6";"0.5";"71";"Wind blowing from the west";"4";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"13.7";"3.0";"24";"";"";"";"";
"22.04.2018 08:00";"17.3";"765.7";"766.5";"0.9";"78";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"22.04.2018 06:00";"14.9";"765.2";"766.0";"0.5";"89";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"";"";"";"";"";"";
"22.04.2018 05:00";"14.7";"764.8";"765.7";"-0.2";"89";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"22.04.2018 03:00";"15.4";"764.7";"765.5";"-0.6";"87";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"No precipitation";"6";"";"";"";"";
"22.04.2018 02:00";"15.7";"765.0";"765.8";"-0.4";"86";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"22.04.2018 00:00";"16.4";"765.3";"766.1";"-0.3";"85";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"23.5";"";"";"";"";"";"";"13.9";"";"";"";"";"";"";
"21.04.2018 23:00";"16.7";"765.4";"766.3";"0.0";"85";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"21.04.2018 21:00";"17.3";"765.6";"766.4";"0.7";"81";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"14.0";"No precipitation";"6";"";"";"";"";
"21.04.2018 20:00";"17.7";"765.4";"766.3";"1.1";"81";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"21.04.2018 18:00";"19.2";"764.9";"765.7";"0.9";"76";"Wind blowing from the south-west";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"21.04.2018 17:00";"20.7";"764.3";"765.1";"0.4";"68";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"";"";"";"";"";"";
"21.04.2018 15:00";"22.9";"764.0";"764.8";"-0.8";"63";"Wind blowing from the south-southeast";"6";"";"";"10%  or less, but not 0";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"15.5";"3.0";"6";"";"";"";"";
"21.04.2018 14:00";"23.2";"763.9";"764.7";"-1.7";"65";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"";"";"";"";"";"";
"21.04.2018 12:00";"19.8";"764.8";"765.7";"-1.1";"91";"Wind blowing from the west-northwest";"3";"";"";"100%.";"Precipitation ";"";"Precipitation";"15.5";"";"";"";"600-1000";"";"";"";"18.3";"";"";"";"";"";"";
"21.04.2018 11:00";"19.4";"765.6";"766.4";"0.1";"89";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"";"";"";"";"";"";
"21.04.2018 09:00";"19.2";"765.9";"766.7";"1.2";"88";"Wind blowing from the west-northwest";"3";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"17.2";"0.2";"24";"";"";"";"";
"21.04.2018 08:00";"18.2";"765.5";"766.3";"1.2";"89";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"";"";"";"";"";"";
"21.04.2018 06:00";"15.9";"764.7";"765.5";"0.8";"98";"Wind blowing from the west-northwest";"2";"";"";"50%.";" ";"";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"15.6";"";"";"";"";"";"";
"21.04.2018 05:00";"15.9";"764.3";"765.1";"0.2";"98";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"21.04.2018 03:00";"16.2";"763.9";"764.8";"-0.6";"99";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"16.0";"No precipitation";"6";"";"";"";"";
"21.04.2018 02:00";"16.3";"764.1";"764.9";"-0.4";"99";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"21.04.2018 00:00";"16.7";"764.5";"765.4";"0.0";"99";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"24.7";"";"";"";"";"";"";"16.5";"";"";"";"";"";"";
"20.04.2018 23:00";"16.3";"764.5";"765.3";"0.0";"98";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"20.04.2018 21:00";"17.5";"764.5";"765.4";"0.9";"96";"Wind blowing from the north";"2";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"16.9";"No precipitation";"6";"";"";"";"";
"20.04.2018 20:00";"17.7";"764.5";"765.3";"1.4";"98";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"20.04.2018 18:00";"19.8";"763.6";"764.4";"0.9";"86";"Wind blowing from the south-southeast";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"20.04.2018 17:00";"20.9";"763.1";"763.9";"0.3";"77";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"";"";"";"";"";"";
"20.04.2018 15:00";"23.2";"762.7";"763.5";"-0.6";"61";"Wind blowing from the south-southeast";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"15.3";"No precipitation";"6";"";"";"";"";
"20.04.2018 14:00";"23.4";"762.8";"763.6";"-1.2";"60";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"20.04.2018 12:00";"24.3";"763.3";"764.2";"-1.3";"61";"Wind blowing from the south-southeast";"4";"";"";"";"No significant weather observed. ";"";"";"15.2";"";"";"";"";"";"";"";"16.3";"";"";"";"";"";"";
"20.04.2018 11:00";"23.0";"764.0";"764.8";"-0.5";"63";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"20.04.2018 09:00";"20.0";"764.6";"765.4";"1.3";"80";"Wind blowing from the west";"3";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"16.4";"28.0";"24";"";"";"";"";
"20.04.2018 08:00";"17.6";"764.5";"765.3";"1.7";"91";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"20.04.2018 06:00";"16.1";"763.3";"764.1";"0.5";"100";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
