# Weather station Townsville (airport), Australia, WMO_ID=94294,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94294&lang=en
#
"Local time in Townsville (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"17.11.2018 18:00";"26.9";"757.8";"758.5";"0.1";"59";"Wind blowing from the east-northeast";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"18.2";"";"";"";"";"";"";
"17.11.2018 16:00";"29.2";"757.5";"758.2";"-1.3";"50";"Wind blowing from the north-east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.7";"";"";"";"";"";"";
"17.11.2018 15:00";"29.5";"757.7";"758.5";"-1.6";"46";"Wind blowing from the north-east";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"16.7";"No precipitation";"6";"";"";"";"";
"17.11.2018 14:00";"28.9";"758.8";"";"";"45";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.11.2018 13:00";"30.1";"758.8";"759.6";"-1.5";"46";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.3";"";"";"";"";"";"";
"17.11.2018 12:00";"30.1";"759.3";"760.0";"-0.9";"46";"Wind blowing from the east-northeast";"6";"";"";"";"No significant weather observed. ";"";"";"22.9";"";"";"";"";"";"";"";"17.1";"";"";"";"";"";"";
"17.11.2018 10:00";"29.4";"760.3";"761.0";"0.6";"47";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"17.11.2018 09:00";"28.2";"760.2";"760.9";"0.9";"53";"Wind blowing from the east-northeast";"6";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"17.6";"No precipitation";"24";"";"";"";"";
"17.11.2018 08:00";"23.5";"760.3";"";"";"59";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.11.2018 07:00";"26.0";"759.7";"760.5";"1.2";"65";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.0";"";"";"";"";"";"";
"17.11.2018 06:00";"23.9";"759.3";"760.0";"1.0";"74";"Wind blowing from the south";"3";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"19.0";"";"";"";"";"";"";
"17.11.2018 04:00";"23.2";"758.5";"759.3";"-0.2";"77";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.9";"";"";"";"";"";"";
"17.11.2018 03:00";"24.0";"758.3";"759.1";"-1.1";"75";"Wind blowing from the south-southeast";"2";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"19.3";"No precipitation";"6";"";"";"";"";
"17.11.2018 02:00";"25.5";"758.6";"";"";"65";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"17.11.2018 01:00";"24.9";"758.7";"759.4";"-1.4";"69";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.9";"";"";"";"";"";"";
"17.11.2018 00:00";"25.5";"759.4";"760.1";"-0.4";"67";"Wind blowing from the east-northeast";"4";"";"";"60%.";"No significant weather observed. ";"";"";"";"31.2";"";"";"600-1000";"";"";"";"18.8";"";"";"";"";"";"";
"16.11.2018 22:00";"25.5";"760.1";"760.9";"1.3";"69";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.4";"";"";"";"";"";"";
"16.11.2018 21:00";"25.6";"759.8";"760.6";"1.5";"67";"Wind blowing from the east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"19.0";"No precipitation";"6";"";"";"";"";
"16.11.2018 20:00";"27.2";"759.6";"";"";"62";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.11.2018 19:00";"26.3";"758.8";"759.6";"0.9";"65";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.1";"";"";"";"";"";"";
"16.11.2018 18:00";"27.3";"758.3";"759.1";"0.1";"59";"Wind blowing from the east-northeast";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"18.5";"";"";"";"";"";"";
"16.11.2018 16:00";"28.9";"757.9";"758.7";"-1.2";"48";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"16.11.2018 15:00";"29.9";"758.2";"758.9";"-1.7";"51";"Wind blowing from the east-northeast";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"18.6";"No precipitation";"6";"";"";"";"";
"16.11.2018 14:00";"28.8";"759.1";"";"";"53";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.11.2018 13:00";"30.0";"759.1";"759.8";"-2.0";"49";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.3";"";"";"";"";"";"";
"16.11.2018 12:00";"29.5";"759.9";"760.6";"-1.3";"50";"Wind blowing from the north-east";"7";"";"";"";"No significant weather observed. ";"";"";"23.8";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
"16.11.2018 10:00";"29.0";"761.1";"761.8";"0.5";"53";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"";"";"";"";"";"";
"16.11.2018 09:00";"28.4";"761.2";"761.9";"1.0";"56";"Wind blowing from the north-east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"18.8";"No precipitation";"24";"";"";"";"";
"16.11.2018 08:00";"24.7";"761.3";"";"";"63";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.11.2018 07:00";"26.5";"760.6";"761.4";"1.2";"68";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.2";"";"";"";"";"";"";
"16.11.2018 06:00";"24.7";"760.2";"760.9";"0.8";"74";"Wind blowing from the south-southwest";"2";"";"";"60%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"19.7";"";"";"";"";"";"";
"16.11.2018 04:00";"24.2";"759.4";"760.2";"-0.6";"76";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.7";"";"";"";"";"";"";
"16.11.2018 03:00";"25.2";"759.4";"760.1";"-1.2";"71";"Wind blowing from the east-northeast";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"19.6";"No precipitation";"6";"";"";"";"";
"16.11.2018 02:00";"25.9";"760.0";"";"";"67";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"16.11.2018 01:00";"25.7";"760.0";"760.7";"-0.9";"70";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.7";"";"";"";"";"";"";
"16.11.2018 00:00";"25.9";"760.6";"761.3";"-0.3";"69";"Wind blowing from the east-northeast";"4";"";"";"50%.";"No significant weather observed. ";"";"";"";"30.8";"";"";"600-1000";"";"";"";"19.7";"";"";"";"";"";"";
"15.11.2018 22:00";"26.1";"760.9";"761.7";"0.8";"70";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"20.3";"";"";"";"";"";"";
"15.11.2018 21:00";"26.1";"760.9";"761.7";"1.3";"70";"Wind blowing from the east-northeast";"4";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"20.3";"No precipitation";"6";"";"";"";"";
"15.11.2018 20:00";"27.0";"760.9";"";"";"64";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.11.2018 19:00";"26.3";"760.1";"760.9";"1.0";"63";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.6";"";"";"";"";"";"";
"15.11.2018 18:00";"27.1";"759.6";"760.3";"0.7";"58";"Wind blowing from the east-northeast";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
"15.11.2018 16:00";"28.6";"759.1";"759.8";"-0.9";"52";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"15.11.2018 15:00";"28.9";"758.9";"759.7";"-1.6";"53";"Wind blowing from the east-northeast";"9";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"18.5";"No precipitation";"6";"";"";"";"";
"15.11.2018 14:00";"28.3";"759.8";"";"";"59";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.11.2018 13:00";"29.7";"760.0";"760.7";"-1.5";"52";"Wind blowing from the east-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.9";"";"";"";"";"";"";
"15.11.2018 12:00";"29.4";"760.5";"761.2";"-1.0";"53";"Wind blowing from the north-east";"7";"";"";"";"No significant weather observed. ";"";"";"23.8";"";"";"";"";"";"";"";"18.7";"";"";"";"";"";"";
"15.11.2018 10:00";"29.1";"761.5";"762.3";"0.4";"53";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.7";"";"";"";"";"";"";
"15.11.2018 09:00";"28.4";"761.5";"762.3";"0.9";"59";"Wind blowing from the east-northeast";"5";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"19.5";"No precipitation";"24";"";"";"";"";
"15.11.2018 08:00";"24.4";"761.7";"";"";"62";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.11.2018 07:00";"26.1";"761.1";"761.8";"1.6";"69";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.9";"";"";"";"";"";"";
"15.11.2018 06:00";"24.3";"760.6";"761.4";"1.6";"77";"Wind blowing from the south-southeast";"4";"";"";"60%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"20.0";"";"";"";"";"";"";
"15.11.2018 04:00";"24.2";"759.5";"760.3";"0.1";"75";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.5";"";"";"";"";"";"";
"15.11.2018 03:00";"25.4";"759.0";"759.7";"-1.0";"71";"Wind blowing from the east";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"19.7";"No precipitation";"6";"";"";"";"";
"15.11.2018 02:00";"25.5";"759.4";"";"";"66";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"15.11.2018 01:00";"25.3";"759.4";"760.2";"-1.2";"71";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.7";"";"";"";"";"";"";
"15.11.2018 00:00";"25.5";"760.0";"760.8";"-0.3";"69";"Wind blowing from the east";"3";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"30.9";"";"";"600-1000";"";"";"";"19.4";"";"";"";"";"";"";
"14.11.2018 22:00";"25.6";"760.6";"761.3";"0.9";"68";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.2";"";"";"";"";"";"";
"14.11.2018 21:00";"25.7";"760.3";"761.1";"0.9";"72";"Wind blowing from the east-northeast";"4";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"20.2";"No precipitation";"6";"";"";"";"";
"14.11.2018 20:00";"26.6";"760.2";"";"";"64";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.11.2018 19:00";"26.1";"759.7";"760.4";"1.1";"65";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.1";"";"";"";"";"";"";
"14.11.2018 18:00";"26.7";"759.4";"760.1";"0.8";"63";"Wind blowing from the north-east";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"19.1";"";"";"";"";"";"";
"14.11.2018 16:00";"28.4";"758.6";"759.4";"-0.4";"55";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.4";"";"";"";"";"";"";
"14.11.2018 15:00";"29.1";"758.6";"759.4";"-0.9";"54";"Wind blowing from the east-northeast";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"18.9";"No precipitation";"6";"";"";"";"";
"14.11.2018 14:00";"28.2";"758.9";"";"";"55";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.11.2018 13:00";"29.4";"759.0";"759.7";"-1.5";"54";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.2";"";"";"";"";"";"";
"14.11.2018 12:00";"30.6";"759.5";"760.3";"-1.2";"47";"Wind blowing from the east-northeast";"8";"";"";"";"No significant weather observed. ";"";"";"23.2";"";"";"";"";"";"";"";"18.1";"";"";"";"";"";"";
"14.11.2018 10:00";"28.8";"760.5";"761.2";"0.1";"53";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.3";"";"";"";"";"";"";
"14.11.2018 09:00";"27.8";"760.7";"761.5";"0.5";"58";"Wind blowing from the east";"6";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"18.9";"No precipitation";"24";"";"";"";"";
"14.11.2018 08:00";"23.8";"761.2";"";"";"67";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.11.2018 07:00";"26.0";"760.4";"761.2";"1.4";"67";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.3";"";"";"";"";"";"";
"14.11.2018 06:00";"24.1";"760.2";"760.9";"1.4";"74";"Wind blowing from the south-east";"4";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"19.2";"";"";"";"";"";"";
"14.11.2018 04:00";"23.6";"759.0";"759.7";"0.1";"79";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.7";"";"";"";"";"";"";
"14.11.2018 03:00";"24.5";"758.8";"759.5";"-0.6";"74";"Wind blowing from the south-southeast";"4";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"19.5";"No precipitation";"6";"";"";"";"";
"14.11.2018 02:00";"25.7";"759.0";"";"";"66";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"14.11.2018 01:00";"25.1";"758.9";"759.7";"-1.0";"70";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.2";"";"";"";"";"";"";
"14.11.2018 00:00";"25.6";"759.4";"760.2";"0.0";"67";"Wind blowing from the east";"4";"";"";"50%.";"No significant weather observed. ";"";"";"";"30.6";"";"";"600-1000";"";"";"";"19.0";"";"";"";"";"";"";
"13.11.2018 22:00";"25.8";"759.9";"760.6";"1.0";"68";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.4";"";"";"";"";"";"";
"13.11.2018 21:00";"25.9";"759.4";"760.2";"1.1";"67";"Wind blowing from the east-northeast";"5";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"19.4";"No precipitation";"6";"";"";"";"";
"13.11.2018 20:00";"26.6";"759.5";"";"";"63";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.11.2018 19:00";"26.1";"758.9";"759.7";"1.2";"65";"Wind blowing from the east-northeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.9";"";"";"";"";"";"";
"13.11.2018 18:00";"26.6";"758.3";"759.1";"0.5";"64";"Wind blowing from the east-northeast";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"19.3";"";"";"";"";"";"";
"13.11.2018 16:00";"28.6";"757.7";"758.5";"-1.2";"54";"Wind blowing from the east-northeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.3";"";"";"";"";"";"";
"13.11.2018 15:00";"28.6";"757.8";"758.5";"-1.9";"52";"Wind blowing from the east-northeast";"9";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"17.7";"No precipitation";"6";"";"";"";"";
"13.11.2018 14:00";"29.0";"758.7";"";"";"52";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.11.2018 13:00";"29.3";"758.9";"759.7";"-2.0";"49";"Wind blowing from the north-east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"";"";"";"";"";"";
"13.11.2018 12:00";"30.3";"759.7";"760.5";"-1.5";"44";"Wind blowing from the north-east";"8";"";"";"";"No significant weather observed. ";"";"";"22.5";"";"";"";"";"";"";"";"16.8";"";"";"";"";"";"";
"13.11.2018 10:00";"28.1";"760.9";"761.7";"0.1";"48";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.1";"";"";"";"";"";"";
"13.11.2018 09:00";"27.7";"761.2";"761.9";"1.0";"49";"Wind blowing from the east-southeast";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"16.0";"No precipitation";"24";"";"";"";"";
"13.11.2018 08:00";"23.1";"761.4";"";"";"55";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.11.2018 07:00";"25.5";"760.8";"761.5";"1.3";"59";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"13.11.2018 06:00";"23.3";"760.2";"760.9";"0.6";"69";"Wind blowing from the south-east";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"17.3";"";"";"";"";"";"";
"13.11.2018 04:00";"23.2";"759.5";"760.3";"-0.5";"71";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"";"";"";"";"";"";
"13.11.2018 03:00";"23.3";"759.6";"760.3";"-0.8";"72";"Wind blowing from the south-southeast";"4";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"18.0";"No precipitation";"6";"";"";"";"";
"13.11.2018 02:00";"25.0";"760.2";"";"";"68";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"13.11.2018 01:00";"23.9";"760.0";"760.8";"-0.9";"71";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.3";"";"";"";"";"";"";
"13.11.2018 00:00";"24.8";"760.4";"761.2";"-0.3";"65";"Wind blowing from the east";"4";"";"";"";"No significant weather observed. ";"";"";"";"31.3";"";"";"";"";"";"";"17.8";"";"";"";"";"";"";
"12.11.2018 22:00";"25.5";"760.9";"761.6";"1.0";"63";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.9";"";"";"";"";"";"";
"12.11.2018 21:00";"25.7";"760.7";"761.5";"1.3";"64";"Wind blowing from the east";"5";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"18.4";"No precipitation";"6";"";"";"";"";
"12.11.2018 20:00";"27.0";"760.6";"";"";"56";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.11.2018 19:00";"26.1";"759.9";"760.6";"1.4";"56";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"";"";"";"";"";"";
"12.11.2018 18:00";"26.9";"759.4";"760.2";"0.7";"54";"Wind blowing from the east-northeast";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"12.11.2018 16:00";"29.2";"758.5";"759.3";"-1.4";"54";"Wind blowing from the east-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.0";"";"";"";"";"";"";
"12.11.2018 15:00";"29.5";"758.7";"759.4";"-1.7";"47";"Wind blowing from the east-northeast";"10";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"17.1";"No precipitation";"6";"";"";"";"";
"12.11.2018 14:00";"29.2";"759.8";"";"";"48";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.11.2018 13:00";"30.0";"759.9";"760.6";"-1.4";"47";"Wind blowing from the east-northeast";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.4";"";"";"";"";"";"";
"12.11.2018 12:00";"29.9";"760.4";"761.2";"-1.0";"48";"Wind blowing from the east";"9";"";"";"";"No significant weather observed. ";"";"";"23.2";"";"";"";"";"";"";"";"17.8";"";"";"";"";"";"";
"12.11.2018 10:00";"29.5";"761.3";"762.1";"0.4";"48";"Wind blowing from the east";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.3";"";"";"";"";"";"";
"12.11.2018 09:00";"28.0";"761.4";"762.1";"1.1";"56";"Wind blowing from the east-southeast";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"18.5";"No precipitation";"24";"";"";"";"";
"12.11.2018 08:00";"23.5";"761.5";"";"";"61";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.11.2018 07:00";"25.6";"760.9";"761.7";"1.2";"65";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.5";"";"";"";"";"";"";
"12.11.2018 06:00";"23.3";"760.3";"761.1";"0.9";"77";"Wind blowing from the south-southwest";"4";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"19.0";"";"";"";"";"";"";
"12.11.2018 04:00";"23.8";"759.7";"760.4";"-0.3";"75";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.1";"";"";"";"";"";"";
"12.11.2018 03:00";"24.5";"759.4";"760.2";"-1.0";"72";"Wind blowing from the south-east";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"19.2";"No precipitation";"6";"";"";"";"";
"12.11.2018 02:00";"25.7";"759.9";"";"";"69";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"12.11.2018 01:00";"25.0";"760.0";"760.8";"-0.8";"71";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.4";"";"";"";"";"";"";
"12.11.2018 00:00";"25.7";"760.4";"761.2";"0.0";"70";"Wind blowing from the east";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"31.2";"";"";"600-1000";"";"";"";"19.7";"";"";"";"";"";"";
"11.11.2018 22:00";"26.0";"760.8";"761.5";"1.6";"69";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.8";"";"";"";"";"";"";
"11.11.2018 21:00";"25.9";"760.4";"761.2";"1.8";"69";"Wind blowing from the east";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"19.7";"No precipitation";"6";"";"";"";"";
"11.11.2018 20:00";"26.8";"759.9";"";"";"67";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.11.2018 19:00";"26.0";"759.2";"760.0";"1.4";"69";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.8";"";"";"";"";"";"";
"11.11.2018 18:00";"26.8";"758.6";"759.4";"0.7";"62";"Wind blowing from the east-northeast";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"18.8";"";"";"";"";"";"";
"11.11.2018 16:00";"28.6";"757.8";"758.5";"-0.9";"51";"Wind blowing from the east-northeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"";"";"";"";"";"";
"11.11.2018 15:00";"29.5";"757.9";"758.6";"-1.2";"45";"Wind blowing from the east-northeast";"9";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"16.5";"No precipitation";"6";"";"";"";"";
"11.11.2018 14:00";"29.2";"758.5";"";"";"44";"Wind blowing from the east-southeast";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.11.2018 13:00";"29.9";"758.7";"759.4";"-1.3";"44";"Wind blowing from the east-northeast";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"";"";"";"";"";"";
"11.11.2018 12:00";"29.9";"759.1";"759.9";"-1.2";"49";"Wind blowing from the east";"9";"";"";"";"No significant weather observed. ";"";"";"23.8";"";"";"";"";"";"";"";"18.0";"";"";"";"";"";"";
"11.11.2018 10:00";"28.9";"760.0";"760.7";"0.5";"48";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.9";"";"";"";"";"";"";
"11.11.2018 09:00";"27.7";"760.3";"761.1";"1.5";"53";"Wind blowing from the east-southeast";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"17.4";"No precipitation";"24";"";"";"";"";
"11.11.2018 08:00";"24.5";"760.2";"";"";"60";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"11.11.2018 07:00";"25.1";"759.5";"760.3";"1.3";"64";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.8";"";"";"";"";"";"";
"11.11.2018 06:00";"24.4";"758.8";"759.6";"1.0";"68";"Wind blowing from the east-southeast";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"18.2";"";"";"";"";"";"";
"11.11.2018 04:00";"24.4";"758.2";"759.0";"-0.3";"71";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.7";"";"";"";"";"";"";
