# Weather station Portland (airport), Australia, WMO_ID=94828,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94828&lang=en
#
"Local time in Portland (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"29.01.2019 20:00";"15.3";"750.7";"757.9";"0.3";"72";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.3";"No precipitation";"6";"";"";"";"";
"29.01.2019 18:00";"20.7";"750.4";"757.6";"0.0";"71";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"29.01.2019 17:00";"20.8";"750.4";"757.6";"0.0";"68";"Wind blowing from the west-southwest";"8";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"300-600";"";"";"";"14.7";"";"";"";"";"";"";
"29.01.2019 15:00";"22.3";"750.4";"757.6";"-0.6";"60";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"29.01.2019 14:00";"23.0";"750.4";"757.6";"-0.9";"57";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"No precipitation";"6";"";"";"";"";
"29.01.2019 12:00";"22.6";"751.0";"758.2";"-0.4";"59";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
"29.01.2019 11:00";"21.4";"751.3";"758.5";"0.0";"61";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"10.6";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"29.01.2019 09:00";"19.0";"751.4";"758.6";"0.4";"81";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"29.01.2019 08:00";"16.7";"751.3";"758.5";"0.6";"92";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"5.0";"15.4";"No precipitation";"24";"";"";"";"";
"29.01.2019 06:00";"12.6";"751.0";"758.2";"0.0";"94";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"29.01.2019 05:00";"12.6";"750.7";"757.9";"-0.8";"94";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"29.01.2019 03:00";"12.6";"751.0";"758.2";"-1.2";"93";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"29.01.2019 02:00";"11.2";"751.5";"758.7";"-1.2";"92";"Wind blowing from the north-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"100-200";"";"";"0.3";"10.0";"No precipitation";"6";"";"";"";"";
"29.01.2019 00:00";"14.2";"752.2";"759.4";"-0.6";"90";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"28.01.2019 23:00";"15.5";"752.7";"759.9";"0.6";"87";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"23.1";"";"";"";"";"";"6.0";"13.3";"";"";"";"";"";"";
"28.01.2019 21:00";"17.4";"752.8";"760.0";"1.0";"86";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.0";"";"";"";"";"";"";
"28.01.2019 20:00";"17.3";"752.1";"759.3";"0.3";"83";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"No precipitation";"6";"";"";"";"";
"28.01.2019 18:00";"20.1";"751.8";"759.0";"-0.3";"68";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"28.01.2019 17:00";"20.7";"751.8";"759.0";"-0.6";"64";"Wind blowing from the west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"28.01.2019 15:00";"21.7";"752.1";"759.3";"-1.3";"55";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"28.01.2019 14:00";"22.0";"752.4";"759.6";"-1.3";"54";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"No precipitation";"6";"";"";"";"";
"28.01.2019 12:00";"21.4";"753.4";"760.6";"0.0";"56";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"28.01.2019 11:00";"22.2";"753.7";"760.9";"0.2";"55";"Wind blowing from the west";"8";"";"";"";" ";"";"";"10.8";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"28.01.2019 09:00";"19.4";"753.4";"760.6";"-0.2";"64";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"28.01.2019 08:00";"16.6";"753.5";"760.7";"0.1";"84";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"No precipitation";"24";"";"";"";"";
"28.01.2019 06:00";"11.6";"753.6";"760.8";"0.2";"90";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";
"28.01.2019 05:00";"12.0";"753.4";"760.6";"-0.2";"90";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.4";"";"";"";"";"";"";
"28.01.2019 03:00";"11.2";"753.4";"760.6";"-1.2";"89";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"28.01.2019 02:00";"11.9";"753.6";"760.8";"-1.1";"88";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.0";"No precipitation";"6";"";"";"";"";
"28.01.2019 00:00";"13.1";"754.6";"761.8";"0.0";"86";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"27.01.2019 23:00";"13.0";"754.7";"761.9";"0.4";"87";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"22.6";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"27.01.2019 21:00";"15.6";"754.6";"761.8";"1.3";"74";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"27.01.2019 20:00";"16.8";"754.3";"761.5";"1.3";"70";"Wind blowing from the west";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"11.3";"No precipitation";"6";"";"";"";"";
"27.01.2019 18:00";"19.8";"753.3";"760.5";"0.7";"61";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"27.01.2019 17:00";"19.4";"753.0";"760.2";"0.5";"59";"Wind blowing from the west";"8";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"11.2";"";"";"";"";"";"";
"27.01.2019 15:00";"20.3";"752.6";"759.8";"0.6";"59";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"27.01.2019 14:00";"20.2";"752.5";"759.7";"0.8";"59";"Wind blowing from the west";"9";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"11.9";"No precipitation";"6";"";"";"";"";
"27.01.2019 12:00";"20.5";"752.0";"759.2";"0.4";"57";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"27.01.2019 11:00";"20.7";"751.7";"758.9";"0.1";"58";"Wind blowing from the west";"9";"";"";"10%  or less, but not 0";" ";"";"";"11.8";"";"";"";"1000-1500";"";"";"";"12.1";"";"";"";"";"";"";
"27.01.2019 09:00";"18.6";"751.6";"758.8";"0.9";"62";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"27.01.2019 08:00";"17.2";"751.6";"758.8";"1.2";"78";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"No precipitation";"24";"";"";"";"";
"27.01.2019 06:00";"11.8";"750.7";"757.9";"0.6";"90";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"27.01.2019 05:00";"12.2";"750.4";"757.6";"0.0";"89";"Wind blowing from the north";"3";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"10.4";"";"";"";"";"";"";
"27.01.2019 03:00";"14.6";"750.1";"757.3";"-0.6";"86";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"27.01.2019 02:00";"14.9";"750.4";"757.6";"-0.3";"84";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"12.2";"No precipitation";"6";"";"";"";"";
"27.01.2019 00:00";"15.8";"750.7";"757.9";"0.2";"80";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"26.01.2019 23:00";"15.9";"750.7";"757.9";"0.5";"82";"Wind blowing from the west";"6";"";"";"10%  or less, but not 0";" ";"";"";"";"22.2";"";"";"600-1000";"";"";"";"12.8";"";"";"";"";"";"";
"26.01.2019 21:00";"16.9";"750.5";"757.7";"1.4";"71";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"26.01.2019 20:00";"17.0";"750.2";"757.4";"1.2";"70";"Wind blowing from the west-northwest";"7";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"11.5";"No precipitation";"6";"";"";"";"";
"26.01.2019 18:00";"18.1";"749.1";"756.3";"-0.2";"63";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"26.01.2019 17:00";"19.6";"749.0";"756.2";"-0.6";"59";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"26.01.2019 15:00";"20.7";"749.3";"756.5";"-1.4";"57";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.9";"";"";"";"";"";"";
"26.01.2019 14:00";"20.9";"749.6";"756.8";"-1.7";"56";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"No precipitation";"6";"";"";"";"";
"26.01.2019 12:00";"20.5";"750.7";"757.9";"-0.5";"55";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"26.01.2019 11:00";"19.2";"751.3";"758.5";"0.0";"60";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"15.6";"";"";"";"600-1000";"";"";"";"11.3";"";"";"";"";"";"";
"26.01.2019 09:00";"17.8";"751.2";"758.4";"0.1";"66";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"26.01.2019 08:00";"17.3";"751.3";"758.5";"0.4";"74";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"12.6";"No precipitation";"24";"";"";"";"";
"26.01.2019 06:00";"15.9";"751.1";"758.3";"0.5";"79";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"26.01.2019 05:00";"16.4";"750.9";"758.1";"0.2";"80";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"12.9";"";"";"";"";"";"";
"26.01.2019 03:00";"16.2";"750.6";"757.8";"-0.6";"87";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"26.01.2019 02:00";"17.1";"750.7";"757.9";"-0.4";"89";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"15.3";"No precipitation";"6";"";"";"";"";
"26.01.2019 00:00";"17.2";"751.2";"758.4";"0.6";"91";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.7";"";"";"";"";"";"";
"25.01.2019 23:00";"17.7";"751.1";"758.3";"0.8";"91";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"9.0";"16.2";"";"";"";"";"";"";
"25.01.2019 21:00";"17.3";"750.6";"757.8";"1.1";"89";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"25.01.2019 20:00";"17.6";"750.3";"757.5";"0.9";"87";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"No precipitation";"6";"";"";"";"";
"25.01.2019 18:00";"19.1";"749.5";"756.7";"0.5";"82";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.0";"";"";"";"";"";"";
"25.01.2019 17:00";"20.1";"749.4";"756.6";"0.8";"76";"Wind blowing from the west-northwest";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.7";"";"";"";"";"";"";
"25.01.2019 15:00";"18.5";"749.0";"756.2";"0.5";"87";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.3";"";"";"";"";"";"";
"25.01.2019 14:00";"20.5";"748.6";"755.8";"0.3";"79";"Wind blowing from the west";"7";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"16.7";"No precipitation";"6";"";"";"";"";
"25.01.2019 12:00";"21.3";"748.5";"755.6";"0.2";"71";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"25.01.2019 11:00";"21.4";"748.3";"755.5";"0.3";"69";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"20.9";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.5";"";"";"";"";"";"";
"25.01.2019 09:00";"21.5";"748.3";"755.4";"2.1";"70";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"25.01.2019 08:00";"21.4";"748.0";"755.2";"2.3";"70";"Wind blowing from the west";"7";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.7";"No precipitation";"24";"";"";"";"";
"25.01.2019 06:00";"22.2";"746.2";"753.4";"1.6";"67";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.8";"";"";"";"";"";"";
"25.01.2019 05:00";"22.8";"745.7";"752.8";"1.0";"62";"Wind blowing from the west-northwest";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.1";"";"";"";"";"";"";
"25.01.2019 03:00";"24.6";"744.6";"751.7";"0.3";"50";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"25.01.2019 02:00";"28.1";"744.7";"751.9";"0.0";"33";"Wind blowing from the west";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.3";"No precipitation";"6";"";"";"";"";
"25.01.2019 00:00";"25.4";"744.3";"751.4";"-1.3";"40";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"24.01.2019 23:00";"25.8";"744.7";"751.9";"-1.1";"40";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"42.5";"";"";"";"";"";"";"11.2";"";"";"";"";"";"";
"24.01.2019 21:00";"27.2";"745.6";"752.7";"-0.5";"42";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"24.01.2019 20:00";"29.4";"745.8";"752.9";"0.2";"30";"Wind blowing from the south";"2";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.0";"No precipitation";"6";"";"";"";"";
"24.01.2019 18:00";"36.4";"746.1";"753.2";"-0.7";"16";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"24.01.2019 17:00";"42.0";"745.6";"752.7";"-1.8";"9";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"24.01.2019 15:00";"41.7";"746.8";"753.9";"-1.7";"9";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"24.01.2019 14:00";"40.9";"747.4";"754.5";"-1.8";"9";"Wind blowing from the north";"7";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"1.8";"No precipitation";"6";"";"";"";"";
"24.01.2019 12:00";"38.0";"748.5";"755.6";"-1.7";"14";"Wind blowing from the north-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"24.01.2019 11:00";"34.7";"749.2";"756.4";"-1.4";"19";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"14.2";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"24.01.2019 09:00";"24.5";"750.2";"757.4";"-0.8";"46";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"24.01.2019 08:00";"19.4";"750.6";"757.8";"-1.0";"71";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"No precipitation";"24";"";"";"";"";
"24.01.2019 06:00";"14.6";"751.0";"758.2";"-1.8";"85";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"24.01.2019 05:00";"14.7";"751.6";"758.8";"-1.7";"83";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"24.01.2019 03:00";"15.0";"752.8";"760.0";"-1.5";"83";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"24.01.2019 02:00";"15.9";"753.3";"760.5";"-1.6";"81";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"No precipitation";"6";"";"";"";"";
"24.01.2019 00:00";"16.2";"754.3";"761.5";"-0.7";"81";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"23.01.2019 23:00";"16.1";"754.9";"762.1";"0.1";"81";"Wind blowing from the east-southeast";"4";"";"";"50%.";" ";"";"";"";"23.0";"";"";"300-600";"";"";"";"12.8";"";"";"";"";"";"";
"23.01.2019 21:00";"16.6";"755.0";"762.2";"0.6";"78";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"23.01.2019 20:00";"16.8";"754.8";"762.0";"0.3";"75";"Wind blowing from the east-southeast";"6";"";"";"60%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"12.3";"No precipitation";"6";"";"";"";"";
"23.01.2019 18:00";"19.0";"754.4";"761.6";"-0.3";"70";"Wind blowing from the south-east";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"23.01.2019 17:00";"20.0";"754.5";"761.7";"-0.5";"67";"Wind blowing from the south-east";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"13.7";"";"";"";"";"";"";
"23.01.2019 15:00";"21.8";"754.7";"761.9";"-0.8";"65";"Wind blowing from the east-southeast";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"23.01.2019 14:00";"22.6";"755.0";"762.2";"-0.7";"62";"Wind blowing from the east-southeast";"6";"";"";"40%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"15.0";"No precipitation";"6";"";"";"";"";
"23.01.2019 12:00";"20.6";"755.5";"762.7";"-0.1";"69";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"23.01.2019 11:00";"19.9";"755.7";"762.9";"0.4";"71";"Wind blowing from the east-southeast";"5";"";"";"100%.";" ";"";"";"12.5";"";"";"";"300-600";"";"";"";"14.5";"";"";"";"";"";"";
"23.01.2019 09:00";"20.1";"755.6";"762.8";"1.1";"66";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"23.01.2019 08:00";"19.0";"755.3";"762.5";"1.2";"70";"Wind blowing from the south-east";"6";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"";"13.4";"No precipitation";"24";"";"";"";"";
"23.01.2019 06:00";"17.4";"754.5";"761.7";"0.7";"77";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"23.01.2019 05:00";"17.4";"754.1";"761.3";"0.3";"80";"Wind blowing from the south-east";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"13.9";"";"";"";"";"";"";
"23.01.2019 03:00";"17.3";"753.8";"761.0";"-0.5";"86";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"23.01.2019 02:00";"17.5";"753.8";"761.0";"-0.2";"87";"Wind blowing from the south-southeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"";"15.3";"No precipitation";"6";"";"";"";"";
"23.01.2019 00:00";"17.0";"754.3";"761.5";"0.9";"90";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"22.01.2019 23:00";"13.1";"754.0";"761.2";"0.9";"89";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"27.7";"";"";"50-100";"";"";"0.1";"11.3";"";"";"";"";"";"";
"22.01.2019 21:00";"16.7";"753.4";"760.6";"0.9";"84";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"22.01.2019 20:00";"18.4";"753.1";"760.3";"0.6";"77";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.3";"No precipitation";"6";"";"";"";"";
"22.01.2019 18:00";"23.4";"752.5";"759.7";"-0.2";"51";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"22.01.2019 17:00";"22.7";"752.5";"759.7";"0.0";"63";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.3";"";"";"";"";"";"";
"22.01.2019 15:00";"24.2";"752.7";"759.9";"0.2";"61";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"22.01.2019 14:00";"25.6";"752.5";"759.7";"-0.5";"56";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"No precipitation";"6";"";"";"";"";
"22.01.2019 12:00";"26.1";"752.5";"759.7";"-0.6";"55";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.4";"";"";"";"";"";"";
"22.01.2019 11:00";"24.0";"753.0";"760.2";"0.2";"62";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"14.8";"";"";"";"";"";"";"";"16.3";"";"";"";"";"";"";
"22.01.2019 09:00";"20.5";"753.1";"760.3";"0.6";"84";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.7";"";"";"";"";"";"";
"22.01.2019 08:00";"17.6";"752.8";"760.0";"0.4";"92";"Wind blowing from the east-southeast";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"100-200";"";"";"";"16.3";"No precipitation";"24";"";"";"";"";
"22.01.2019 06:00";"15.7";"752.5";"759.7";"0.0";"92";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"22.01.2019 05:00";"15.8";"752.4";"759.6";"-0.7";"92";"Wind blowing from the east";"3";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"4.5";"14.5";"";"";"";"";"";"";
"22.01.2019 03:00";"14.9";"752.5";"759.7";"-1.8";"90";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.3";"";"";"";"";"";"";
"22.01.2019 02:00";"15.3";"753.1";"760.3";"-1.8";"90";"Wind blowing from the east";"3";"";"";"60%.";" ";"";"";"";"";"";"";"100-200";"";"";"";"13.7";"No precipitation";"6";"";"";"";"";
"22.01.2019 00:00";"16.7";"754.3";"761.5";"-0.5";"88";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"";"";"";"";"";"";
"21.01.2019 23:00";"16.6";"754.9";"762.1";"0.3";"88";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"24.3";"";"";"100-200";"";"";"";"14.6";"";"";"";"";"";"";
"21.01.2019 21:00";"16.6";"754.8";"762.0";"0.5";"85";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"";"";"";"";"";"";
"21.01.2019 20:00";"16.9";"754.6";"761.8";"0.2";"83";"Wind blowing from the east-southeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"200-300";"";"";"";"14.0";"No precipitation";"6";"";"";"";"";
"21.01.2019 18:00";"19.2";"754.3";"761.5";"0.0";"73";"Wind blowing from the south-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"";"";"";"";"";"";
