# Weather station Gladstone (airport), Australia, WMO_ID=94381,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94381&lang=en
#
"Local time in Gladstone (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.06.2019 00:00";"16.7";"762.7";"764.2";"-0.3";"89";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"26.8";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"14.06.2019 21:00";"17.9";"763.0";"764.5";"1.2";"84";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"No precipitation";"6";"";"";"";"";
"14.06.2019 18:00";"20.8";"761.8";"763.3";"1.2";"71";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"14.06.2019 15:00";"24.2";"760.6";"762.1";"-1.5";"49";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"No precipitation";"6";"";"";"";"";
"14.06.2019 12:00";"25.3";"762.1";"763.6";"-1.6";"44";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"14.2";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"14.06.2019 09:00";"18.5";"763.7";"765.2";"1.0";"73";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"No precipitation";"24";"";"";"";"";
"14.06.2019 06:00";"14.2";"762.7";"764.2";"0.6";"90";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.6";"";"";"";"";"";"";
"14.06.2019 03:00";"15.9";"762.1";"763.6";"-1.0";"92";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.6";"No precipitation";"6";"";"";"";"";
"14.06.2019 00:00";"17.4";"763.1";"764.6";"-0.2";"91";"Wind blowing from the south-southwest";"2";"";"";"20–30%.";" ";"";"";"";"25.1";"";"";"50-100";"";"";"";"15.9";"";"";"";"";"";"";
"13.06.2019 21:00";"17.6";"763.3";"764.8";"0.9";"83";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.7";"No precipitation";"6";"";"";"";"";
"13.06.2019 18:00";"21.1";"762.4";"763.9";"0.5";"70";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"";"";"";"";"";"";
"13.06.2019 15:00";"24.2";"761.9";"763.4";"-1.5";"42";"Wind blowing from the east";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"10.5";"No precipitation";"6";"";"";"";"";
"13.06.2019 12:00";"23.9";"763.4";"764.9";"-1.5";"50";"Wind blowing from the east";"4";"";"";"20–30%.";" ";"";"";"18.4";"";"";"";"1500-2000";"";"";"";"12.8";"";"";"";"";"";"";
"13.06.2019 09:00";"20.8";"764.9";"766.4";"1.0";"66";"Wind blowing from the south-southeast";"1";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"14.2";"No precipitation";"24";"";"";"";"";
"13.06.2019 06:00";"18.6";"763.9";"765.4";"0.5";"78";"Wind blowing from the west";"1";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"14.7";"";"";"";"";"";"";
"13.06.2019 03:00";"19.6";"763.4";"764.9";"-1.2";"75";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"15.0";"No precipitation";"6";"";"";"";"";
"13.06.2019 00:00";"20.2";"764.6";"766.1";"-0.3";"71";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"25.2";"";"";"2000-2500";"";"";"";"14.8";"";"";"";"";"";"";
"12.06.2019 21:00";"20.8";"764.9";"766.4";"0.7";"77";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"16.6";"No precipitation";"6";"";"";"";"";
"12.06.2019 18:00";"21.6";"764.2";"765.7";"0.6";"75";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"";"17.0";"";"";"";"";"";"";
"12.06.2019 15:00";"24.2";"763.6";"765.1";"-1.2";"50";"Wind blowing from the east";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"13.1";"No precipitation";"6";"";"";"";"";
"12.06.2019 12:00";"24.0";"764.8";"766.3";"-1.1";"54";"Wind blowing from the east";"7";"";"";"50%.";" ";"";"";"15.8";"";"";"";"2000-2500";"";"";"";"14.1";"";"";"";"";"";"";
"12.06.2019 09:00";"21.0";"765.9";"767.4";"1.1";"69";"Wind blowing from the south-east";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"15.1";"No precipitation";"24";"";"";"";"";
"12.06.2019 06:00";"16.8";"764.8";"766.3";"0.0";"78";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"12.9";"";"";"";"";"";"";
"12.06.2019 03:00";"16.3";"764.8";"766.3";"-0.8";"77";"Wind blowing from the south-west";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"12.3";"No precipitation";"6";"";"";"";"";
"12.06.2019 00:00";"18.9";"765.6";"767.1";"-0.2";"68";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"26.8";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"11.06.2019 21:00";"20.0";"765.8";"767.3";"1.1";"68";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.9";"No precipitation";"6";"";"";"";"";
"11.06.2019 18:00";"21.0";"764.7";"766.2";"1.1";"68";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"";"";"";"";"";"";
"11.06.2019 15:00";"24.4";"763.6";"765.1";"-1.2";"54";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"No precipitation";"6";"";"";"";"";
"11.06.2019 12:00";"26.8";"764.8";"766.3";"-1.4";"38";"Wind blowing from the east";"4";"";"";"10%  or less, but not 0";" ";"";"";"14.1";"";"";"";"1500-2000";"";"";"";"11.3";"";"";"";"";"";"";
"11.06.2019 09:00";"19.8";"766.2";"767.7";"1.4";"71";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"0.2";"24";"";"";"";"";
"11.06.2019 06:00";"14.2";"764.8";"766.3";"1.0";"89";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"11.06.2019 03:00";"15.4";"763.8";"765.3";"-0.4";"86";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.1";"No precipitation";"6";"";"";"";"";
"11.06.2019 00:00";"17.1";"764.2";"765.7";"-0.6";"83";"Wind blowing from the south-southwest";"2";"";"";"10%  or less, but not 0";" ";"";"";"";"25.7";"";"";"300-600";"";"";"";"14.2";"";"";"";"";"";"";
"10.06.2019 21:00";"18.0";"764.8";"766.3";"0.8";"85";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.4";"No precipitation";"6";"";"";"";"";
"10.06.2019 18:00";"20.6";"764.0";"765.5";"1.0";"76";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"10.06.2019 15:00";"24.3";"763.0";"764.5";"-1.4";"53";"Wind blowing from the east-northeast";"5";"";"";"10%  or less, but not 0";" ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"14.1";"0.2";"6";"";"";"";"";
"10.06.2019 12:00";"24.3";"764.4";"765.9";"-1.3";"54";"Wind blowing from the east";"4";"";"";"10%  or less, but not 0";" ";"";"Precipitation";"14.3";"";"";"";"2000-2500";"";"";"";"14.4";"";"";"";"";"";"";
"10.06.2019 09:00";"20.3";"765.7";"767.2";"1.2";"72";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.1";"No precipitation";"24";"";"";"";"";
"10.06.2019 06:00";"14.7";"764.5";"766.0";"0.2";"88";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.7";"";"";"";"";"";"";
"10.06.2019 03:00";"16.6";"764.3";"765.8";"-0.6";"85";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"No precipitation";"6";"";"";"";"";
"10.06.2019 00:00";"17.2";"764.9";"766.4";"-0.2";"79";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"24.4";"";"";"";"";"";"";"13.5";"";"";"";"";"";"";
"09.06.2019 21:00";"17.8";"765.1";"766.6";"0.9";"79";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.1";"No precipitation";"6";"";"";"";"";
"09.06.2019 18:00";"20.3";"764.2";"765.7";"0.6";"69";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.4";"";"";"";"";"";"";
"09.06.2019 15:00";"23.8";"763.6";"765.1";"-1.0";"53";"Wind blowing from the east-southeast";"5";"";"";"50%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"13.6";"No precipitation";"6";"";"";"";"";
"09.06.2019 12:00";"22.9";"764.6";"766.1";"-1.4";"61";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"15.1";"";"";"";"600-1000";"";"";"";"15.0";"";"";"";"";"";"";
"09.06.2019 09:00";"19.5";"766.0";"767.5";"0.7";"78";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"15.6";"0.8";"24";"";"";"";"";
"09.06.2019 06:00";"15.6";"765.3";"766.8";"0.1";"88";"Wind blowing from the south-southwest";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"13.6";"";"";"";"";"";"";
"09.06.2019 03:00";"16.2";"765.2";"766.7";"-1.0";"85";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.7";"No precipitation";"6";"";"";"";"";
"09.06.2019 00:00";"17.4";"766.2";"767.7";"-0.5";"81";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"";"23.1";"";"";"2500 or more, or no clouds.";"";"";"";"14.1";"";"";"";"";"";"";
"08.06.2019 21:00";"17.7";"766.7";"768.2";"-0.8";"80";"Wind blowing from the south";"3";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"14.2";"0.8";"6";"";"";"";"";
"08.06.2019 18:00";"17.9";"767.5";"769.0";"-0.1";"84";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";"Precipitation ";"";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.2";"";"";"";"";"";"";
"08.06.2019 15:00";"21.0";"767.6";"769.1";"-1.2";"61";"Wind blowing from the south";"3";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.2";"No precipitation";"6";"";"";"";"";
"08.06.2019 12:00";"21.9";"768.8";"770.3";"-0.5";"58";"Wind blowing from the south-southeast";"5";"";"";"90  or more, but not 100%";" ";"";"";"18.3";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.3";"";"";"";"";"";"";
"08.06.2019 09:00";"19.9";"769.3";"770.8";"1.0";"66";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"13.4";"No precipitation";"24";"";"";"";"";
"08.06.2019 06:00";"18.4";"768.3";"769.8";"0.2";"74";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"13.7";"";"";"";"";"";"";
"08.06.2019 03:00";"18.9";"768.1";"769.6";"-0.8";"72";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"13.7";"No precipitation";"6";"";"";"";"";
"08.06.2019 00:00";"19.4";"768.9";"770.4";"-0.5";"67";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"";"23.2";"";"";"2500 or more, or no clouds.";"";"";"";"13.1";"";"";"";"";"";"";
"07.06.2019 21:00";"19.7";"769.4";"770.9";"0.1";"67";"Wind blowing from the south-southeast";"4";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"13.4";"No precipitation";"6";"";"";"";"";
"07.06.2019 18:00";"20.7";"769.3";"770.8";"1.2";"62";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"13.2";"";"";"";"";"";"";
"07.06.2019 15:00";"22.1";"768.1";"769.6";"-1.1";"58";"Wind blowing from the east-southeast";"8";"";"";"60%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"13.5";"No precipitation";"6";"";"";"";"";
"07.06.2019 12:00";"22.5";"769.2";"770.7";"-0.7";"53";"Wind blowing from the east-southeast";"8";"";"";"40%.";" ";"";"";"17.1";"";"";"";"2500 or more, or no clouds.";"";"";"";"12.4";"";"";"";"";"";"";
"07.06.2019 09:00";"19.2";"769.9";"771.4";"0.4";"60";"Wind blowing from the south-east";"6";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"11.3";"No precipitation";"24";"";"";"";"";
"07.06.2019 06:00";"17.4";"769.5";"771.0";"0.7";"62";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"07.06.2019 03:00";"17.6";"768.8";"770.3";"-0.5";"65";"Wind blowing from the south-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.9";"No precipitation";"6";"";"";"";"";
"07.06.2019 00:00";"17.8";"769.3";"770.8";"0.0";"60";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"21.8";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"06.06.2019 21:00";"18.1";"769.3";"770.8";"1.2";"56";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"No precipitation";"6";"";"";"";"";
"06.06.2019 18:00";"19.1";"768.1";"769.6";"1.3";"47";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"06.06.2019 15:00";"21.2";"766.8";"768.3";"-0.9";"36";"Wind blowing from the south-east";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"5.6";"No precipitation";"6";"";"";"";"";
"06.06.2019 12:00";"20.3";"767.7";"769.2";"-0.6";"40";"Wind blowing from the south-southeast";"6";"";"";"10%  or less, but not 0";" ";"";"";"11.7";"";"";"";"2500 or more, or no clouds.";"";"";"";"6.3";"";"";"";"";"";"";
"06.06.2019 09:00";"18.1";"768.3";"769.8";"1.2";"48";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"No precipitation";"24";"";"";"";"";
"06.06.2019 06:00";"11.9";"767.1";"768.6";"0.8";"63";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"06.06.2019 03:00";"12.1";"766.3";"767.8";"-0.3";"61";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.8";"No precipitation";"6";"";"";"";"";
"06.06.2019 00:00";"13.3";"766.6";"768.1";"0.6";"57";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"22.2";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"05.06.2019 21:00";"13.7";"766.0";"767.5";"1.7";"62";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"No precipitation";"6";"";"";"";"";
"05.06.2019 18:00";"17.8";"764.3";"765.8";"1.6";"53";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"05.06.2019 15:00";"21.0";"762.7";"764.2";"-0.8";"36";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"No precipitation";"6";"";"";"";"";
"05.06.2019 12:00";"19.9";"763.5";"765.0";"-0.9";"33";"Wind blowing from the south";"4";"";"";"";" ";"";"";"11.8";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"05.06.2019 09:00";"15.1";"764.4";"765.9";"1.6";"44";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"No precipitation";"24";"";"";"";"";
"05.06.2019 06:00";"12.7";"762.8";"764.3";"0.4";"49";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"05.06.2019 03:00";"14.0";"762.4";"763.9";"-0.3";"47";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"No precipitation";"6";"";"";"";"";
"05.06.2019 00:00";"14.9";"762.7";"764.2";"-0.2";"45";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"21.2";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"04.06.2019 21:00";"15.3";"762.9";"764.4";"1.4";"36";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"No precipitation";"6";"";"";"";"";
"04.06.2019 18:00";"17.4";"761.5";"763.0";"1.5";"27";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"";"";"";"";"";"";
"04.06.2019 15:00";"20.5";"760.0";"761.5";"-1.6";"20";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"No precipitation";"6";"";"";"";"";
"04.06.2019 12:00";"17.8";"761.6";"763.1";"-1.7";"26";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"9.8";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"04.06.2019 09:00";"13.6";"763.3";"764.8";"0.9";"35";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"No precipitation";"24";"";"";"";"";
"04.06.2019 06:00";"10.4";"762.4";"763.9";"1.1";"58";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"04.06.2019 03:00";"12.7";"761.3";"762.8";"0.0";"59";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"No precipitation";"6";"";"";"";"";
"04.06.2019 00:00";"14.0";"761.3";"762.8";"-0.2";"59";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"25.1";"";"";"";"";"";"";"6.1";"";"";"";"";"";"";
"03.06.2019 21:00";"14.8";"761.5";"763.0";"1.2";"59";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"No precipitation";"6";"";"";"";"";
"03.06.2019 18:00";"20.2";"760.3";"761.8";"0.6";"41";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"03.06.2019 15:00";"24.2";"759.7";"761.2";"-1.5";"31";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"No precipitation";"6";"";"";"";"";
"03.06.2019 12:00";"23.1";"761.2";"762.7";"-2.0";"48";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"13.8";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"03.06.2019 09:00";"18.3";"763.2";"764.7";"0.6";"77";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"No precipitation";"24";"";"";"";"";
"03.06.2019 06:00";"13.9";"762.6";"764.1";"-0.1";"91";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.5";"";"";"";"";"";"";
"03.06.2019 03:00";"15.2";"762.7";"764.2";"-1.2";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"13.6";"No precipitation";"6";"";"";"";"";
"03.06.2019 00:00";"15.8";"763.9";"765.4";"-0.3";"89";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"23.2";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"02.06.2019 21:00";"17.3";"764.2";"765.7";"0.9";"86";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.9";"No precipitation";"6";"";"";"";"";
"02.06.2019 18:00";"19.8";"763.3";"764.8";"0.4";"75";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"";"";"";"";"";"";
"02.06.2019 15:00";"22.5";"762.9";"764.4";"-1.3";"63";"Wind blowing from the east-southeast";"4";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.1";"No precipitation";"6";"";"";"";"";
"02.06.2019 12:00";"22.0";"764.2";"765.7";"-1.0";"64";"Wind blowing from the east-southeast";"5";"";"";"100%.";" ";"";"";"14.8";"";"";"";"1000-1500";"";"";"";"14.9";"";"";"";"";"";"";
"02.06.2019 09:00";"19.8";"765.2";"766.7";"1.0";"64";"Wind blowing from the south";"3";"";"";"60%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"12.8";"0.2";"24";"";"";"";"";
"02.06.2019 06:00";"15.4";"764.2";"765.7";"0.1";"74";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"02.06.2019 03:00";"16.1";"764.1";"765.6";"-0.9";"72";"Wind blowing from the south-west";"2";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"11.1";"0.2";"6";"";"";"";"";
"02.06.2019 00:00";"17.7";"765.0";"766.5";"-0.6";"64";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"Precipitation";"";"20.2";"";"";"1500-2000";"";"";"";"10.8";"";"";"";"";"";"";
"01.06.2019 21:00";"18.6";"765.6";"767.1";"0.8";"63";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"11.4";"No precipitation";"6";"";"";"";"";
"01.06.2019 18:00";"18.7";"764.8";"766.3";"0.9";"54";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.2";"";"";"";"";"";"";
"01.06.2019 15:00";"19.4";"763.9";"765.4";"-1.2";"40";"Wind blowing from the south";"2";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"5.5";"No precipitation";"6";"";"";"";"";
"01.06.2019 12:00";"19.1";"765.1";"766.6";"-1.0";"29";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"14.7";"";"";"";"2500 or more, or no clouds.";"";"";"";"0.7";"";"";"";"";"";"";
"01.06.2019 09:00";"16.9";"766.1";"767.6";"1.1";"29";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"-1.2";"No precipitation";"24";"";"";"";"";
"01.06.2019 06:00";"15.2";"765.0";"766.5";"0.7";"28";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"-3.2";"";"";"";"";"";"";
"01.06.2019 03:00";"15.9";"764.3";"765.8";"-1.3";"26";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"-3.6";"No precipitation";"6";"";"";"";"";
"01.06.2019 00:00";"16.4";"765.6";"767.1";"-0.6";"28";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"19.7";"";"";"2500 or more, or no clouds.";"";"";"";"-2.1";"";"";"";"";"";"";
"31.05.2019 21:00";"16.5";"766.2";"767.7";"1.3";"28";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"-2.0";"No precipitation";"6";"";"";"";"";
"31.05.2019 18:00";"17.5";"764.9";"766.4";"0.7";"31";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"0.2";"";"";"";"";"";"";
"31.05.2019 15:00";"19.5";"764.2";"765.7";"-1.1";"17";"Wind blowing from the south";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"-6.2";"No precipitation";"6";"";"";"";"";
"31.05.2019 12:00";"16.8";"765.3";"766.8";"0.0";"23";"Wind blowing from the south";"4";"";"";"10%  or less, but not 0";" ";"";"";"14.2";"";"";"";"2500 or more, or no clouds.";"";"";"";"-4.4";"";"";"";"";"";"";
"31.05.2019 09:00";"14.7";"765.3";"766.8";"1.1";"31";"Wind blowing from the south";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"-2.2";"No precipitation";"24";"";"";"";"";
"31.05.2019 06:00";"14.5";"764.2";"765.7";"0.6";"37";"Wind blowing from the south";"5";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"0.0";"";"";"";"";"";"";
