# Weather station Moree (airport), Australia, WMO_ID=95527,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95527&lang=en
#
"Local time in Moree (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"25.06.2019 08:00";"9.4";"752.2";"772.0";"1.0";"68";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"25.06.2019 07:00";"9.2";"751.9";"771.7";"0.4";"68";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"25.06.2019 06:00";"8.2";"751.7";"771.4";"0.4";"72";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"25.06.2019 05:00";"9.3";"751.2";"770.9";"-0.2";"69";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"25.06.2019 04:00";"6.3";"751.5";"771.2";"0.2";"73";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"25.06.2019 03:00";"6.1";"751.3";"771.1";"0.1";"75";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.0";"No precipitation";"6";"";"";"";"";
"25.06.2019 02:00";"7.5";"751.4";"771.1";"0.1";"73";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"25.06.2019 01:00";"8.3";"751.3";"771.1";"0.0";"66";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"25.06.2019 00:00";"11.1";"751.2";"770.9";"0.2";"61";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"19.2";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"24.06.2019 23:00";"11.6";"751.3";"771.1";"0.4";"54";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"24.06.2019 22:00";"10.4";"751.3";"771.1";"1.1";"50";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"24.06.2019 21:00";"11.4";"751.0";"770.8";"1.3";"43";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"No precipitation";"6";"";"";"";"";
"24.06.2019 20:00";"12.9";"750.9";"770.6";"1.7";"40";"Wind blowing from the east-northeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"24.06.2019 19:00";"15.1";"750.2";"769.9";"1.3";"32";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"24.06.2019 18:00";"13.3";"749.7";"769.4";"1.0";"34";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"24.06.2019 17:00";"17.4";"749.2";"769.0";"0.0";"29";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"24.06.2019 16:00";"19.1";"748.9";"768.7";"-0.3";"28";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.2";"";"";"";"";"";"";
"24.06.2019 15:00";"18.7";"748.7";"768.4";"-1.1";"36";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"No precipitation";"6";"";"";"";"";
"24.06.2019 14:00";"18.0";"749.2";"768.9";"-1.1";"38";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"24.06.2019 13:00";"17.7";"749.2";"768.9";"-1.5";"37";"Wind blowing from the east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"24.06.2019 12:00";"17.2";"749.8";"769.6";"-0.5";"40";"Wind blowing from the east-southeast";"6";"";"";"";" ";"";"";"2.7";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"24.06.2019 11:00";"17.0";"750.3";"770.0";"0.6";"42";"Wind blowing from the east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"24.06.2019 10:00";"14.8";"750.7";"770.4";"1.2";"47";"Wind blowing from the east-southeast";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"24.06.2019 09:00";"12.4";"750.3";"770.0";"1.4";"56";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"No precipitation";"24";"";"";"";"";
"24.06.2019 08:00";"7.5";"749.7";"769.4";"1.3";"70";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"24.06.2019 07:00";"2.8";"749.5";"769.2";"1.2";"72";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"24.06.2019 06:00";"4.7";"748.9";"768.7";"0.9";"76";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.8";"";"";"";"";"";"";
"24.06.2019 05:00";"7.5";"748.4";"768.1";"0.5";"70";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"24.06.2019 04:00";"7.7";"748.3";"768.0";"0.4";"71";"Wind blowing from the south-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"24.06.2019 03:00";"3.2";"748.0";"767.7";"0.0";"73";"Wind blowing from the south-southeast";"3";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"-1.2";"No precipitation";"6";"";"";"";"";
"24.06.2019 02:00";"3.8";"747.9";"767.5";"-0.1";"70";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.2";"";"";"";"";"";"";
"24.06.2019 01:00";"3.7";"747.9";"767.5";"0.0";"71";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"24.06.2019 00:00";"5.1";"748.0";"767.7";"0.2";"65";"Wind blowing from the south-southwest";"2";"";"";"";" ";"";"";"";"18.6";"";"";"";"";"";"";"-1.1";"";"";"";"";"";"";
"23.06.2019 23:00";"6.2";"748.0";"767.7";"0.4";"60";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
"23.06.2019 22:00";"6.4";"747.9";"767.5";"0.5";"57";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"23.06.2019 21:00";"7.1";"747.8";"767.5";"0.8";"52";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"No precipitation";"6";"";"";"";"";
"23.06.2019 20:00";"7.8";"747.6";"767.2";"0.9";"45";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"23.06.2019 19:00";"10.6";"747.4";"767.0";"1.0";"39";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.8";"";"";"";"";"";"";
"23.06.2019 18:00";"11.5";"747.0";"766.6";"0.8";"37";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"";"";"";"";"";"";
"23.06.2019 17:00";"15.1";"746.7";"766.3";"0.4";"31";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"23.06.2019 16:00";"17.1";"746.4";"766.0";"-0.4";"28";"Wind blowing from the south";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.5";"";"";"";"";"";"";
"23.06.2019 15:00";"17.2";"746.2";"765.9";"-1.5";"25";"Wind blowing from the east";"3";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"-3.0";"No precipitation";"6";"";"";"";"";
"23.06.2019 14:00";"17.7";"746.3";"766.0";"-2.1";"23";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"";"";"";"";"";"";
"23.06.2019 13:00";"16.8";"746.8";"766.5";"-2.0";"32";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"23.06.2019 12:00";"15.8";"747.7";"767.3";"-0.8";"39";"Wind blowing from the east";"3";"";"";"20–30%.";" ";"";"";"0.8";"";"";"";"2500 or more, or no clouds.";"";"";"";"1.9";"";"";"";"";"";"";
"23.06.2019 11:00";"14.1";"748.4";"768.1";"0.2";"42";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"23.06.2019 10:00";"13.6";"748.8";"768.4";"0.9";"47";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"23.06.2019 09:00";"10.2";"748.5";"768.1";"1.1";"56";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"No precipitation";"24";"";"";"";"";
"23.06.2019 08:00";"6.7";"748.2";"767.8";"1.1";"67";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"23.06.2019 07:00";"4.9";"747.9";"767.5";"0.9";"70";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"23.06.2019 06:00";"5.6";"747.4";"767.1";"0.2";"71";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"23.06.2019 05:00";"5.6";"747.1";"766.7";"0.0";"70";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"23.06.2019 04:00";"3.7";"747.0";"766.6";"0.1";"73";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"23.06.2019 03:00";"2.3";"747.2";"766.9";"0.1";"74";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"No precipitation";"6";"";"";"";"";
"23.06.2019 02:00";"2.2";"747.1";"766.8";"-0.3";"69";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"";"";"";"";"";"";
"23.06.2019 01:00";"3.5";"746.9";"766.6";"-0.8";"61";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.5";"";"";"";"";"";"";
"23.06.2019 00:00";"2.8";"747.1";"766.8";"-0.4";"60";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"17.7";"";"";"";"";"";"";"-4.2";"";"";"";"";"";"";
"22.06.2019 23:00";"3.5";"747.4";"767.0";"0.0";"64";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"";"";"";"";"";"";
"22.06.2019 22:00";"4.3";"747.7";"767.3";"0.2";"63";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"22.06.2019 21:00";"6.3";"747.5";"767.2";"0.4";"57";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"No precipitation";"6";"";"";"";"";
"22.06.2019 20:00";"7.1";"747.4";"767.1";"0.6";"49";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"";"";"";"";"";"";
"22.06.2019 19:00";"8.9";"747.5";"767.2";"0.8";"41";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"";"";"";"";"";"";
"22.06.2019 18:00";"11.2";"747.1";"766.8";"0.4";"33";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.5";"";"";"";"";"";"";
"22.06.2019 17:00";"14.9";"746.8";"766.5";"-0.3";"28";"Wind blowing from the south-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"22.06.2019 16:00";"17.3";"746.7";"766.3";"-0.7";"23";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.0";"";"";"";"";"";"";
"22.06.2019 15:00";"17.4";"746.7";"766.3";"-1.3";"23";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.9";"No precipitation";"6";"";"";"";"";
"22.06.2019 14:00";"16.7";"747.1";"766.7";"-1.5";"24";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.9";"";"";"";"";"";"";
"22.06.2019 13:00";"16.8";"747.4";"767.0";"-1.7";"25";"Wind blowing from the east-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.3";"";"";"";"";"";"";
"22.06.2019 12:00";"15.6";"748.0";"767.6";"-1.0";"28";"Wind blowing from the west-northwest";"2";"";"";"";" ";"";"";"-3.8";"";"";"";"";"";"";"";"-2.8";"";"";"";"";"";"";
"22.06.2019 11:00";"14.9";"748.6";"768.3";"-0.3";"36";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.0";"";"";"";"";"";"";
"22.06.2019 10:00";"12.0";"749.1";"768.8";"0.7";"44";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.1";"";"";"";"";"";"";
"22.06.2019 09:00";"7.1";"749.0";"768.7";"1.0";"56";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"No precipitation";"24";"";"";"";"";
"22.06.2019 08:00";"0.7";"748.9";"768.5";"1.3";"65";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"22.06.2019 07:00";"-2.7";"748.4";"768.1";"0.6";"73";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.9";"";"";"";"";"";"";
"22.06.2019 06:00";"-2.8";"748.0";"767.7";"0.3";"74";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.9";"";"";"";"";"";"";
"22.06.2019 05:00";"-2.6";"747.6";"767.2";"-0.3";"75";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.4";"";"";"";"";"";"";
"22.06.2019 04:00";"-2.1";"747.8";"767.5";"0.0";"72";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.6";"";"";"";"";"";"";
"22.06.2019 03:00";"-1.8";"747.7";"767.4";"-0.2";"73";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.0";"No precipitation";"6";"";"";"";"";
"22.06.2019 02:00";"-1.6";"747.9";"767.5";"-0.3";"72";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-6.0";"";"";"";"";"";"";
"22.06.2019 01:00";"-0.5";"747.8";"767.5";"-0.4";"68";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.7";"";"";"";"";"";"";
"22.06.2019 00:00";"1.3";"747.9";"767.5";"-0.4";"65";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"14.1";"";"";"";"";"";"";"-4.7";"";"";"";"";"";"";
"21.06.2019 23:00";"2.2";"748.2";"767.8";"-0.1";"62";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.5";"";"";"";"";"";"";
"21.06.2019 22:00";"3.1";"748.2";"767.8";"0.2";"57";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"21.06.2019 21:00";"5.0";"748.3";"768.0";"0.9";"51";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.3";"No precipitation";"6";"";"";"";"";
"21.06.2019 20:00";"6.5";"748.3";"767.9";"1.4";"46";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.3";"";"";"";"";"";"";
"21.06.2019 19:00";"7.8";"748.0";"767.7";"1.2";"39";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.3";"";"";"";"";"";"";
"21.06.2019 18:00";"9.6";"747.4";"767.0";"0.9";"37";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.4";"";"";"";"";"";"";
"21.06.2019 17:00";"11.6";"746.9";"766.6";"0.4";"32";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.5";"";"";"";"";"";"";
"21.06.2019 16:00";"13.4";"746.8";"766.4";"-0.2";"30";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.8";"";"";"";"";"";"";
"21.06.2019 15:00";"13.5";"746.5";"766.1";"-1.2";"29";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.2";"No precipitation";"6";"";"";"";"";
"21.06.2019 14:00";"13.5";"746.5";"766.2";"-1.8";"30";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"";"";"";"";"";"";
"21.06.2019 13:00";"13.2";"747.0";"766.6";"-1.5";"30";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.0";"";"";"";"";"";"";
"21.06.2019 12:00";"12.3";"747.7";"767.4";"-0.8";"36";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"-2.0";"";"";"";"";"";"";"";"-2.3";"";"";"";"";"";"";
"21.06.2019 11:00";"11.1";"748.3";"767.9";"0.2";"40";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.0";"";"";"";"";"";"";
"21.06.2019 10:00";"8.2";"748.5";"768.1";"0.8";"49";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.1";"";"";"";"";"";"";
"21.06.2019 09:00";"4.5";"748.5";"768.1";"1.0";"64";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"No precipitation";"24";"";"";"";"";
"21.06.2019 08:00";"0.4";"748.1";"767.8";"0.8";"73";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.0";"";"";"";"";"";"";
"21.06.2019 07:00";"-1.2";"747.7";"767.4";"0.6";"79";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.5";"";"";"";"";"";"";
"21.06.2019 06:00";"-1.1";"747.5";"767.2";"0.2";"76";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"21.06.2019 05:00";"-0.5";"747.3";"766.9";"-0.1";"71";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.1";"";"";"";"";"";"";
"21.06.2019 04:00";"0.4";"747.1";"766.8";"-0.4";"68";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.8";"";"";"";"";"";"";
"21.06.2019 03:00";"1.5";"747.3";"766.9";"-0.4";"64";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.6";"No precipitation";"6";"";"";"";"";
"21.06.2019 02:00";"2.0";"747.4";"767.1";"-0.5";"61";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"21.06.2019 01:00";"2.5";"747.5";"767.2";"-0.4";"59";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.9";"";"";"";"";"";"";
"21.06.2019 00:00";"3.2";"747.7";"767.3";"0.0";"54";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"18.2";"";"";"";"";"";"";"-5.2";"";"";"";"";"";"";
"20.06.2019 23:00";"3.3";"747.9";"767.5";"0.2";"52";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.6";"";"";"";"";"";"";
"20.06.2019 22:00";"4.8";"747.9";"767.5";"0.6";"49";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-5.0";"";"";"";"";"";"";
"20.06.2019 21:00";"5.9";"747.7";"767.4";"0.9";"47";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.8";"No precipitation";"6";"";"";"";"";
"20.06.2019 20:00";"7.4";"747.7";"767.3";"1.5";"42";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.7";"";"";"";"";"";"";
"20.06.2019 19:00";"9.3";"747.3";"766.9";"1.1";"38";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.3";"";"";"";"";"";"";
"20.06.2019 18:00";"11.3";"746.8";"766.4";"0.6";"35";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"";"";"";"";"";"";
"20.06.2019 17:00";"14.8";"746.2";"765.9";"-0.2";"29";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.0";"";"";"";"";"";"";
"20.06.2019 16:00";"16.8";"746.2";"765.8";"-0.5";"28";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"";"";"";"";"";"";
"20.06.2019 15:00";"17.1";"746.2";"765.8";"-1.2";"29";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.1";"No precipitation";"6";"";"";"";"";
"20.06.2019 14:00";"17.3";"746.4";"766.0";"-1.6";"29";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"20.06.2019 13:00";"16.7";"746.7";"766.3";"-1.6";"31";"Wind blowing from the south-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"20.06.2019 12:00";"16.1";"747.4";"767.0";"-0.7";"33";"Wind blowing from the west";"3";"";"";"";" ";"";"";"-0.6";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"20.06.2019 11:00";"14.7";"748.0";"767.7";"0.2";"39";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"20.06.2019 10:00";"13.0";"748.3";"767.9";"1.0";"45";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"20.06.2019 09:00";"8.5";"748.1";"767.8";"1.2";"57";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"No precipitation";"24";"";"";"";"";
"20.06.2019 08:00";"4.5";"747.8";"767.5";"1.1";"71";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.3";"";"";"";"";"";"";
"20.06.2019 07:00";"0.3";"747.3";"766.9";"0.7";"82";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.4";"";"";"";"";"";"";
"20.06.2019 06:00";"-0.2";"746.9";"766.6";"0.1";"78";"Wind blowing from the east-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.6";"";"";"";"";"";"";
"20.06.2019 05:00";"0.3";"746.7";"766.3";"0.0";"78";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"20.06.2019 04:00";"0.8";"746.6";"766.3";"-0.1";"74";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.3";"";"";"";"";"";"";
"20.06.2019 03:00";"1.3";"746.8";"766.4";"-0.1";"72";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"No precipitation";"6";"";"";"";"";
"20.06.2019 02:00";"1.2";"746.7";"766.3";"-0.4";"70";"Wind blowing from the west-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.8";"";"";"";"";"";"";
"20.06.2019 01:00";"3.1";"746.7";"766.3";"-0.4";"60";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-4.1";"";"";"";"";"";"";
"20.06.2019 00:00";"5.0";"746.9";"766.6";"-0.1";"55";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"17.9";"";"";"";"";"";"";"-3.5";"";"";"";"";"";"";
"19.06.2019 23:00";"6.5";"747.1";"766.7";"0.1";"50";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"19.06.2019 22:00";"5.3";"747.1";"766.8";"0.4";"53";"Wind blowing from the west-southwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"";"";"";"";"";"";
"19.06.2019 21:00";"7.2";"747.0";"766.6";"0.7";"48";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.1";"No precipitation";"6";"";"";"";"";
"19.06.2019 20:00";"8.5";"747.0";"766.6";"1.1";"46";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"";"";"";"";"";"";
"19.06.2019 19:00";"9.9";"746.7";"766.3";"1.0";"44";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"";"";"";"";"";"";
"19.06.2019 18:00";"11.9";"746.3";"766.0";"0.7";"39";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"19.06.2019 17:00";"15.1";"745.9";"765.5";"0.2";"33";"Wind blowing from the south-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.0";"";"";"";"";"";"";
