# Weather station Canberra (airport), Australia, WMO_ID=94926,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94926&lang=en
#
"Local time in Canberra (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.08.2018 19:00";"8.5";"707.7";"758.8";"0.0";"65";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"05.08.2018 18:00";"10.0";"707.5";"758.6";"-0.3";"61";"Wind blowing from the north-northwest";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"05.08.2018 17:00";"12.9";"707.8";"758.8";"-0.4";"50";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"05.08.2018 16:00";"14.4";"707.7";"758.8";"-1.3";"48";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"05.08.2018 15:00";"14.6";"707.8";"758.9";"-2.3";"48";"Wind blowing from the north-west";"7";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.7";"No precipitation";"6";"";"";"";"";
"05.08.2018 14:00";"14.6";"708.2";"759.4";"-3.0";"46";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"05.08.2018 13:00";"14.3";"709.0";"760.1";"-3.0";"47";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"05.08.2018 12:00";"13.5";"710.1";"761.3";"-2.3";"48";"Wind blowing from the north-west";"8";"";"";"";"No significant weather observed. ";"";"";"-1.0";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"05.08.2018 11:00";"12.0";"711.2";"762.5";"-1.2";"53";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"05.08.2018 10:00";"8.9";"712.0";"763.3";"-0.3";"70";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"05.08.2018 09:00";"5.0";"712.4";"763.9";"0.3";"85";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.7";"No precipitation";"24";"";"";"";"";
"05.08.2018 08:00";"0.8";"712.4";"763.9";"0.5";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.7";"";"";"";"";"";"";
"05.08.2018 07:00";"-0.5";"712.3";"763.6";"0.2";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"05.08.2018 06:00";"0.2";"712.1";"763.5";"-0.3";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"0.5";"0.1";"";"";"";"";"";"";
"05.08.2018 05:00";"0.0";"711.9";"763.3";"-1.0";"99";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.1";"";"";"";"";"";"";
"05.08.2018 04:00";"0.4";"712.1";"763.5";"-0.8";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.3";"";"";"";"";"";"";
"05.08.2018 03:00";"1.4";"712.4";"763.9";"-0.7";"96";"Wind blowing from the north";"2";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"0.8";"No precipitation";"6";"";"";"";"";
"05.08.2018 02:00";"2.7";"712.9";"764.3";"-0.1";"92";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.5";"";"";"";"";"";"";
"05.08.2018 01:00";"6.9";"712.9";"764.4";"0.1";"81";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"05.08.2018 00:00";"6.1";"713.1";"764.5";"0.7";"86";"Wind blowing from the south-southeast";"2";"";"";"100%.";"No significant weather observed. ";"";"";"";"12.8";"";"";"1000-1500";"";"";"";"3.9";"";"";"";"";"";"";
"04.08.2018 23:00";"7.0";"713.0";"764.5";"1.0";"79";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"04.08.2018 22:00";"6.4";"712.8";"764.2";"1.0";"82";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"04.08.2018 21:00";"5.8";"712.4";"763.9";"0.8";"81";"Wind blowing from the north-northwest";"4";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"2.8";"No precipitation";"6";"";"";"";"";
"04.08.2018 20:00";"6.5";"712.0";"763.3";"0.6";"77";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.8";"";"";"";"";"";"";
"04.08.2018 19:00";"7.3";"711.8";"763.2";"0.8";"74";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"04.08.2018 18:00";"7.8";"711.6";"763.0";"0.8";"69";"Wind blowing from the north-west";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"04.08.2018 17:00";"8.8";"711.4";"762.7";"0.5";"65";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"04.08.2018 16:00";"10.8";"711.0";"762.3";"-0.1";"56";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"04.08.2018 15:00";"11.6";"710.8";"762.1";"-0.4";"52";"Wind blowing from the west-northwest";"6";"";"";"60%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"2.1";"No precipitation";"6";"";"";"";"";
"04.08.2018 14:00";"11.7";"710.9";"762.2";"-0.5";"50";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.4";"";"";"";"";"";"";
"04.08.2018 13:00";"10.8";"711.1";"762.4";"-0.6";"54";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"04.08.2018 12:00";"10.3";"711.2";"762.5";"-0.1";"58";"Wind blowing from the north-northwest";"7";"";"";"50%.";"No significant weather observed. ";"";"";"5.4";"";"";"";"600-1000";"";"";"";"2.2";"";"";"";"";"";"";
"04.08.2018 11:00";"9.3";"711.4";"762.8";"0.9";"59";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"04.08.2018 10:00";"8.3";"711.7";"763.1";"1.9";"72";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"04.08.2018 09:00";"7.8";"711.3";"762.7";"2.0";"77";"Wind blowing from the north-northwest";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"4.0";"14.0";"24";"";"";"";"";
"04.08.2018 08:00";"6.9";"710.5";"761.8";"1.8";"78";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"04.08.2018 07:00";"5.6";"709.8";"761.0";"1.7";"80";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"04.08.2018 06:00";"5.7";"709.3";"760.6";"1.5";"83";"Wind blowing from the north-west";"6";"";"";"40%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"3.0";"";"";"";"";"";"";
"04.08.2018 05:00";"6.2";"708.7";"759.9";"1.3";"81";"Wind blowing from the north-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"04.08.2018 04:00";"6.1";"708.1";"759.2";"0.8";"85";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"04.08.2018 03:00";"6.3";"707.8";"758.8";"0.8";"86";"Wind blowing from the north-west";"8";"";"";"100%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"4.1";"0.6";"6";"";"";"";"";
"04.08.2018 02:00";"6.4";"707.4";"758.5";"0.9";"84";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"04.08.2018 01:00";"6.7";"707.3";"758.4";"0.6";"80";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"04.08.2018 00:00";"7.2";"707.0";"758.0";"0.4";"80";"Wind blowing from the north-west";"9";"";"";"60%.";"No significant weather observed. ";"";"Precipitation";"";"19.5";"";"";"600-1000";"";"";"";"4.0";"";"";"";"";"";"";
"03.08.2018 23:00";"7.8";"706.5";"757.5";"0.5";"87";"Wind blowing from the north-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"";"";"";"";"";"";
"03.08.2018 22:00";"8.0";"706.7";"757.7";"-0.4";"89";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"03.08.2018 21:00";"9.0";"706.6";"757.6";"-0.3";"95";"Wind blowing from the north-west";"14";"";"";"100%.";"Rain, not freezing, heavy. ";"Precipitation";"Precipitation";"";"";"";"";"200-300";"";"";"3.0";"8.2";"13.0";"6";"";"";"";"";
"03.08.2018 20:00";"10.0";"706.0";"756.9";"-0.3";"96";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"03.08.2018 19:00";"10.1";"707.1";"758.1";"1.2";"95";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"03.08.2018 18:00";"10.7";"706.9";"757.9";"0.4";"88";"Wind blowing from the north";"5";"";"";"100%.";"Rain shower(s) or intermittent rain, moderate. ";"";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"8.8";"";"";"";"";"";"";
"03.08.2018 17:00";"14.4";"706.3";"757.3";"-0.6";"55";"Wind blowing from the north-northwest";"13";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"03.08.2018 16:00";"17.5";"705.9";"756.8";"-2.2";"37";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"03.08.2018 15:00";"17.9";"706.5";"757.5";"-3.1";"35";"Wind blowing from the north-northwest";"11";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"2.2";"No precipitation";"6";"";"";"";"";
"03.08.2018 14:00";"18.9";"706.9";"757.9";"-3.9";"34";"Wind blowing from the north-northwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"03.08.2018 13:00";"17.5";"708.1";"759.2";"-3.6";"38";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"03.08.2018 12:00";"15.9";"709.6";"760.8";"-2.7";"43";"Wind blowing from the west-northwest";"4";"";"";"";"No significant weather observed. ";"";"";"-3.6";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"03.08.2018 11:00";"11.8";"710.8";"762.1";"-1.7";"52";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"03.08.2018 10:00";"8.2";"711.7";"763.1";"-1.1";"66";"Wind blowing from the south-west";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"03.08.2018 09:00";"3.7";"712.3";"763.6";"-0.4";"85";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.3";"No precipitation";"24";"";"";"";"";
"03.08.2018 08:00";"-0.4";"712.5";"763.9";"-0.3";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.5";"";"";"";"";"";"";
"03.08.2018 07:00";"-3.1";"712.8";"764.2";"0.0";"98";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"03.08.2018 06:00";"-2.6";"712.7";"764.2";"-0.5";"98";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-2.9";"";"";"";"";"";"";
"03.08.2018 05:00";"-2.1";"712.8";"764.2";"-0.9";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.2";"";"";"";"";"";"";
"03.08.2018 04:00";"-2.1";"712.8";"764.2";"-1.3";"96";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.6";"";"";"";"";"";"";
"03.08.2018 03:00";"-2.2";"713.2";"764.7";"-1.2";"93";"Calm, no wind";"0";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"-3.2";"No precipitation";"6";"";"";"";"";
"03.08.2018 02:00";"-2.0";"713.7";"765.2";"-0.7";"94";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.8";"";"";"";"";"";"";
"03.08.2018 01:00";"-2.0";"714.1";"765.6";"-0.6";"90";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"03.08.2018 00:00";"-1.5";"714.4";"766.0";"-0.7";"88";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"14.3";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"02.08.2018 23:00";"-0.5";"714.4";"765.9";"-0.7";"85";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"";"";"";"";"";"";
"02.08.2018 22:00";"-0.9";"714.7";"766.3";"-0.1";"82";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.7";"";"";"";"";"";"";
"02.08.2018 21:00";"1.7";"715.1";"766.7";"0.7";"78";"Wind blowing from the north";"1";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-1.7";"No precipitation";"6";"";"";"";"";
"02.08.2018 20:00";"2.1";"715.1";"766.7";"0.7";"72";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.4";"";"";"";"";"";"";
"02.08.2018 19:00";"3.9";"714.8";"766.4";"0.5";"66";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"02.08.2018 18:00";"5.7";"714.4";"766.0";"-0.5";"58";"Wind blowing from the north";"2";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"02.08.2018 17:00";"11.6";"714.4";"765.9";"-0.9";"39";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"02.08.2018 16:00";"13.6";"714.3";"765.8";"-1.6";"42";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"02.08.2018 15:00";"13.7";"714.9";"766.5";"-2.2";"43";"Wind blowing from the north-northeast";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.4";"No precipitation";"6";"";"";"";"";
"02.08.2018 14:00";"13.5";"715.3";"766.9";"-2.4";"41";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"02.08.2018 13:00";"13.2";"715.9";"767.6";"-2.4";"43";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"";"";"";"";"";"";
"02.08.2018 12:00";"10.9";"717.1";"768.8";"-1.2";"55";"Wind blowing from the north";"4";"";"";"60%.";"No significant weather observed. ";"";"";"-3.8";"";"";"";"1000-1500";"";"";"";"2.2";"";"";"";"";"";"";
"02.08.2018 11:00";"10.1";"717.7";"769.6";"-0.4";"66";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"02.08.2018 10:00";"7.6";"718.3";"770.1";"0.6";"73";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"02.08.2018 09:00";"3.3";"718.3";"770.2";"0.9";"87";"Calm, no wind";"0";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"1.3";"No precipitation";"24";"";"";"";"";
"02.08.2018 08:00";"-0.1";"718.1";"769.9";"1.0";"99";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"02.08.2018 07:00";"-3.1";"717.7";"769.5";"1.1";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.2";"";"";"";"";"";"";
"02.08.2018 06:00";"-3.2";"717.4";"769.2";"0.9";"99";"Calm, no wind";"0";"";"";"50%.";"No significant weather observed. ";"";"";"";"";"";"";"300-600";"";"";"";"-3.3";"";"";"";"";"";"";
"02.08.2018 05:00";"-2.8";"717.1";"768.8";"0.5";"99";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.9";"";"";"";"";"";"";
"02.08.2018 04:00";"-3.0";"716.6";"768.4";"0.1";"97";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-3.4";"";"";"";"";"";"";
"02.08.2018 03:00";"-2.3";"716.5";"768.1";"-0.1";"96";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-2.8";"No precipitation";"6";"";"";"";"";
"02.08.2018 02:00";"-1.8";"716.6";"768.4";"0.1";"93";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.8";"";"";"";"";"";"";
"02.08.2018 01:00";"0.0";"716.5";"768.1";"0.4";"95";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.7";"";"";"";"";"";"";
"02.08.2018 00:00";"0.5";"716.6";"768.4";"1.0";"91";"Calm, no wind";"0";"";"";"";"No significant weather observed. ";"";"";"";"15.4";"";"";"";"";"";"";"-0.8";"";"";"";"";"";"";
"01.08.2018 23:00";"-0.1";"716.5";"768.1";"1.5";"85";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.3";"";"";"";"";"";"";
"01.08.2018 22:00";"0.6";"716.1";"767.8";"1.4";"84";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.8";"";"";"";"";"";"";
"01.08.2018 21:00";"2.8";"715.6";"767.3";"1.5";"74";"Wind blowing from the north-northeast";"3";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-1.4";"No precipitation";"6";"";"";"";"";
"01.08.2018 20:00";"6.1";"715.0";"766.6";"1.6";"67";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"01.08.2018 19:00";"7.1";"714.7";"766.3";"1.7";"63";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";
"01.08.2018 18:00";"8.4";"714.1";"765.7";"1.5";"58";"Wind blowing from the north";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"01.08.2018 17:00";"11.6";"713.4";"764.9";"0.9";"46";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"01.08.2018 16:00";"13.5";"713.0";"764.5";"0.5";"36";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.3";"";"";"";"";"";"";
"01.08.2018 15:00";"14.7";"712.6";"764.1";"-0.3";"32";"Wind blowing from the north-west";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"-1.8";"No precipitation";"6";"";"";"";"";
"01.08.2018 14:00";"14.2";"712.5";"763.9";"-0.7";"31";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-2.7";"";"";"";"";"";"";
"01.08.2018 13:00";"14.1";"712.5";"763.9";"-0.4";"33";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.9";"";"";"";"";"";"";
"01.08.2018 12:00";"13.4";"712.9";"764.3";"0.5";"35";"Wind blowing from the west-northwest";"6";"";"";"";"No significant weather observed. ";"";"";"7.6";"";"";"";"";"";"";"";"-1.7";"";"";"";"";"";"";
"01.08.2018 11:00";"12.5";"713.2";"764.6";"1.1";"41";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.4";"";"";"";"";"";"";
"01.08.2018 10:00";"11.6";"712.9";"764.3";"1.6";"50";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"01.08.2018 09:00";"10.9";"712.4";"764.1";"1.6";"54";"Wind blowing from the west-northwest";"6";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"2.0";"No precipitation";"24";"";"";"";"";
"01.08.2018 08:00";"9.5";"712.1";"763.8";"1.9";"60";"Wind blowing from the west-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"01.08.2018 07:00";"9.3";"711.3";"762.9";"1.3";"61";"Wind blowing from the north-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.2";"";"";"";"";"";"";
"01.08.2018 06:00";"9.5";"710.8";"762.4";"0.7";"60";"Wind blowing from the west-northwest";"7";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"2.1";"";"";"";"";"";"";
"01.08.2018 05:00";"9.7";"710.2";"761.8";"0.1";"59";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"01.08.2018 04:00";"10.0";"710.0";"761.5";"-0.5";"60";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"01.08.2018 03:00";"10.3";"710.1";"761.6";"-0.7";"56";"Wind blowing from the west-northwest";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.9";"No precipitation";"6";"";"";"";"";
"01.08.2018 02:00";"10.4";"710.1";"761.6";"-0.7";"52";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"01.08.2018 01:00";"8.3";"710.5";"762.1";"-0.2";"64";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"01.08.2018 00:00";"7.9";"710.8";"762.4";"-0.1";"67";"Wind blowing from the north-west";"7";"";"";"";"No significant weather observed. ";"";"";"";"15.4";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";
"31.07.2018 23:00";"8.6";"710.8";"762.4";"-0.1";"66";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"31.07.2018 22:00";"9.6";"710.7";"762.2";"-0.1";"62";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"31.07.2018 21:00";"9.1";"710.9";"762.5";"0.2";"67";"Wind blowing from the north-west";"7";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"3.3";"No precipitation";"6";"";"";"";"";
"31.07.2018 20:00";"9.1";"710.9";"762.5";"0.7";"68";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"31.07.2018 19:00";"9.7";"710.8";"762.4";"1.1";"63";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"31.07.2018 18:00";"9.8";"710.7";"762.2";"1.3";"63";"Wind blowing from the west-northwest";"5";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"3.1";"";"";"";"";"";"";
"31.07.2018 17:00";"11.2";"710.2";"761.8";"0.9";"57";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"31.07.2018 16:00";"12.7";"709.7";"761.2";"0.3";"53";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"31.07.2018 15:00";"13.3";"709.4";"760.9";"-0.4";"50";"Wind blowing from the north-west";"10";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"3.1";"No precipitation";"6";"";"";"";"";
"31.07.2018 14:00";"14.0";"709.3";"760.8";"-0.9";"47";"Wind blowing from the north-west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.9";"";"";"";"";"";"";
