# Weather station Morwell (airport), Australia, WMO_ID=94891,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=94891&lang=en
#
"Local time in Morwell (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"15.03.2018 05:00";"11.9";"755.6";"760.6";"-0.4";"86";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.6";"";"";"";"";"";"";
"15.03.2018 03:00";"10.2";"755.5";"760.5";"-1.2";"86";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"15.03.2018 02:00";"10.8";"756.0";"760.9";"-1.0";"84";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.2";"No precipitation";"6";"";"";"";"";
"15.03.2018 00:00";"10.8";"756.7";"761.6";"-0.9";"81";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"14.03.2018 23:00";"12.3";"757.0";"761.9";"-0.8";"79";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"25.3";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"14.03.2018 21:00";"14.6";"757.6";"762.7";"1.0";"70";"Wind blowing from the south-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"14.03.2018 20:00";"16.0";"757.8";"762.8";"1.5";"66";"Wind blowing from the south-west";"4";"";"";"50%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"9.7";"No precipitation";"6";"";"";"";"";
"14.03.2018 18:00";"21.1";"756.6";"761.5";"0.0";"47";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"14.03.2018 17:00";"22.9";"756.3";"761.2";"-0.7";"42";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"14.03.2018 15:00";"23.6";"756.6";"761.5";"-1.9";"42";"Wind blowing from the south-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"";"";"";"";"";"";
"14.03.2018 14:00";"23.9";"757.0";"762.0";"-2.2";"41";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.9";"No precipitation";"6";"";"";"";"";
"14.03.2018 12:00";"21.7";"758.5";"763.6";"-2.0";"45";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"14.03.2018 11:00";"20.0";"759.2";"764.2";"-1.1";"50";"Wind blowing from the west";"4";"";"";"";" ";"";"";"8.6";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"14.03.2018 09:00";"15.8";"760.5";"765.5";"0.8";"69";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"14.03.2018 08:00";"14.5";"760.3";"765.4";"0.6";"75";"Wind blowing from the west";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"10.1";"No precipitation";"24";"";"";"";"";
"14.03.2018 06:00";"12.5";"759.7";"764.7";"0.0";"83";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"14.03.2018 05:00";"12.2";"759.7";"764.7";"-0.3";"84";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.6";"";"";"";"";"";"";
"14.03.2018 03:00";"11.3";"759.7";"764.7";"-1.3";"85";"Wind blowing from the south";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"14.03.2018 02:00";"9.1";"760.0";"765.0";"-1.2";"87";"Wind blowing from the west-southwest";"1";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"7.1";"No precipitation";"6";"";"";"";"";
"14.03.2018 00:00";"11.4";"761.0";"766.0";"-0.4";"82";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"13.03.2018 23:00";"13.1";"761.2";"766.3";"0.0";"77";"Calm, no wind";"0";"";"";"";" ";"";"";"";"24.7";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"13.03.2018 21:00";"14.0";"761.4";"766.4";"1.0";"72";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"13.03.2018 20:00";"16.0";"761.2";"766.3";"1.1";"65";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"No precipitation";"6";"";"";"";"";
"13.03.2018 18:00";"19.0";"760.4";"765.4";"0.4";"51";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"13.03.2018 17:00";"20.7";"760.1";"765.1";"-0.2";"48";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"13.03.2018 15:00";"23.5";"760.0";"765.1";"-1.2";"37";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"13.03.2018 14:00";"24.0";"760.3";"765.3";"-1.3";"36";"Wind blowing from the south-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"No precipitation";"6";"";"";"";"";
"13.03.2018 12:00";"21.9";"761.2";"766.2";"-1.1";"43";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"13.03.2018 11:00";"20.3";"761.6";"766.6";"-0.4";"47";"Wind blowing from the south-southwest";"5";"";"";"20–30%.";" ";"";"";"13.5";"";"";"";"1000-1500";"";"";"";"8.6";"";"";"";"";"";"";
"13.03.2018 09:00";"17.0";"762.3";"767.3";"0.9";"71";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"13.03.2018 08:00";"15.9";"762.0";"767.0";"1.1";"75";"Wind blowing from the west";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"11.5";"No precipitation";"24";"";"";"";"";
"13.03.2018 06:00";"13.7";"761.4";"766.4";"0.8";"86";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"13.03.2018 05:00";"14.1";"760.9";"765.9";"-0.3";"81";"Wind blowing from the west-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"10.9";"";"";"";"";"";"";
"13.03.2018 03:00";"14.6";"760.6";"765.6";"-0.9";"77";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"13.03.2018 02:00";"13.7";"761.2";"766.2";"-0.3";"81";"Wind blowing from the west";"3";"";"";"60%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"10.5";"No precipitation";"6";"";"";"";"";
"13.03.2018 00:00";"14.3";"761.5";"766.6";"-0.1";"79";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"12.03.2018 23:00";"15.8";"761.5";"766.6";"0.1";"71";"Wind blowing from the west";"5";"";"";"90  or more, but not 100%";" ";"";"";"";"23.1";"";"";"600-1000";"";"";"";"10.6";"";"";"";"";"";"";
"12.03.2018 21:00";"16.6";"761.6";"766.6";"1.0";"63";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"12.03.2018 20:00";"16.9";"761.4";"766.4";"1.1";"58";"Wind blowing from the west-southwest";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.6";"No precipitation";"6";"";"";"";"";
"12.03.2018 18:00";"18.2";"760.6";"765.7";"0.8";"54";"Wind blowing from the south-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"12.03.2018 17:00";"19.7";"760.3";"765.4";"0.0";"48";"Wind blowing from the south-west";"8";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.4";"";"";"";"";"";"";
"12.03.2018 15:00";"20.6";"759.8";"764.8";"-1.3";"44";"Wind blowing from the west-southwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"12.03.2018 14:00";"21.1";"760.3";"765.3";"-1.3";"44";"Wind blowing from the west-southwest";"9";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.4";"No precipitation";"6";"";"";"";"";
"12.03.2018 12:00";"20.0";"761.1";"766.1";"-1.0";"48";"Wind blowing from the west-southwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"12.03.2018 11:00";"19.3";"761.6";"766.6";"-0.3";"50";"Wind blowing from the west-southwest";"7";"";"";"100%.";" ";"";"";"14.4";"";"";"";"1000-1500";"";"";"";"8.6";"";"";"";"";"";"";
"12.03.2018 09:00";"17.6";"762.1";"767.1";"0.7";"53";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"12.03.2018 08:00";"16.4";"761.9";"766.9";"0.7";"58";"Wind blowing from the west";"6";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"8.1";"No precipitation";"24";"";"";"";"";
"12.03.2018 06:00";"15.2";"761.4";"766.4";"-0.1";"63";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"12.03.2018 05:00";"15.2";"761.2";"766.2";"-0.5";"62";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.0";"";"";"";"";"";"";
"12.03.2018 03:00";"15.4";"761.5";"766.5";"-0.9";"64";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"12.03.2018 02:00";"15.5";"761.7";"766.7";"-1.0";"62";"Wind blowing from the west";"6";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"";"8.3";"No precipitation";"6";"";"";"";"";
"12.03.2018 00:00";"15.4";"762.4";"767.5";"-0.1";"62";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"11.03.2018 23:00";"15.5";"762.7";"767.7";"0.5";"65";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"";"30.5";"";"";"600-1000";"";"";"";"9.0";"";"";"";"";"";"";
"11.03.2018 21:00";"15.5";"762.5";"767.5";"1.3";"66";"Wind blowing from the west-southwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"11.03.2018 20:00";"16.1";"762.2";"767.2";"1.3";"66";"Wind blowing from the south-west";"9";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"600-1000";"";"";"";"9.8";"No precipitation";"6";"";"";"";"";
"11.03.2018 18:00";"18.8";"761.2";"766.2";"0.7";"63";"Wind blowing from the south-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"";"";"";"";"";"";
"11.03.2018 17:00";"20.7";"760.9";"766.0";"0.6";"61";"Wind blowing from the south-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"11.03.2018 15:00";"23.1";"760.5";"765.5";"0.2";"55";"Wind blowing from the south-west";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"11.03.2018 14:00";"26.4";"760.3";"765.3";"-0.3";"47";"Wind blowing from the south-west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"No precipitation";"6";"";"";"";"";
"11.03.2018 12:00";"29.9";"760.3";"765.4";"-0.5";"37";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"11.03.2018 11:00";"28.3";"760.6";"765.6";"-0.1";"34";"Wind blowing from the west-northwest";"10";"";"";"";" ";"";"";"10.7";"";"";"";"";"";"";"";"10.9";"";"";"";"";"";"";
"11.03.2018 09:00";"26.4";"760.8";"765.8";"0.9";"34";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.3";"";"";"";"";"";"";
"11.03.2018 08:00";"18.6";"760.7";"765.7";"1.2";"62";"Wind blowing from the west-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"No precipitation";"24";"";"";"";"";
"11.03.2018 06:00";"12.1";"759.9";"764.9";"0.1";"85";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.7";"";"";"";"";"";"";
"11.03.2018 05:00";"11.6";"759.5";"764.5";"-0.5";"84";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"11.03.2018 03:00";"11.9";"759.8";"764.8";"-0.7";"82";"Wind blowing from the south-southwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.9";"";"";"";"";"";"";
"11.03.2018 02:00";"12.9";"760.0";"765.1";"-0.6";"80";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"No precipitation";"6";"";"";"";"";
"11.03.2018 00:00";"15.8";"760.5";"765.5";"-1.0";"75";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"10.03.2018 23:00";"17.6";"760.6";"765.7";"-1.0";"70";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"34.8";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"10.03.2018 21:00";"20.3";"761.5";"766.6";"0.9";"54";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"10.03.2018 20:00";"21.9";"761.6";"766.6";"1.3";"49";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.7";"No precipitation";"6";"";"";"";"";
"10.03.2018 18:00";"28.0";"760.6";"765.7";"-0.3";"36";"Wind blowing from the north-east";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"10.03.2018 17:00";"33.9";"760.3";"765.4";"-1.1";"15";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"10.03.2018 15:00";"33.9";"760.9";"765.9";"-1.7";"17";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"10.03.2018 14:00";"33.6";"761.4";"766.4";"-1.9";"18";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"No precipitation";"6";"";"";"";"";
"10.03.2018 12:00";"29.0";"762.6";"767.6";"-1.5";"26";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"";"";"";"";"";"";
"10.03.2018 11:00";"26.1";"763.3";"768.3";"-0.6";"34";"Wind blowing from the south-east";"1";"";"";"";" ";"";"";"10.8";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"10.03.2018 09:00";"17.5";"764.1";"769.1";"0.5";"95";"Wind blowing from the north-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.7";"";"";"";"";"";"";
"10.03.2018 08:00";"14.1";"763.9";"769.0";"0.6";"95";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"50-100";"";"";"0.5";"13.3";"No precipitation";"24";"";"";"";"";
"10.03.2018 06:00";"11.0";"763.6";"768.7";"0.2";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"10.03.2018 05:00";"12.3";"763.3";"768.3";"-0.3";"94";"Wind blowing from the east";"2";"";"";"100%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"0.2";"11.4";"";"";"";"";"";"";
"10.03.2018 03:00";"12.1";"763.4";"768.4";"-0.9";"92";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"10.03.2018 02:00";"14.4";"763.6";"768.7";"-0.9";"91";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"No precipitation";"6";"";"";"";"";
"10.03.2018 00:00";"15.6";"764.3";"769.3";"-0.4";"88";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"09.03.2018 23:00";"16.1";"764.5";"769.5";"0.2";"85";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"32.4";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"09.03.2018 21:00";"18.3";"764.7";"769.7";"1.5";"76";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.0";"";"";"";"";"";"";
"09.03.2018 20:00";"19.7";"764.3";"769.3";"1.8";"67";"Wind blowing from the east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"No precipitation";"6";"";"";"";"";
"09.03.2018 18:00";"24.7";"763.2";"768.2";"1.0";"43";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"09.03.2018 17:00";"27.1";"762.5";"767.5";"-0.2";"39";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"09.03.2018 15:00";"31.0";"762.2";"767.2";"-1.5";"17";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"09.03.2018 14:00";"30.8";"762.7";"767.8";"-1.5";"16";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.1";"No precipitation";"6";"";"";"";"";
"09.03.2018 12:00";"28.5";"763.7";"768.7";"-1.3";"32";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"09.03.2018 11:00";"26.1";"764.2";"769.3";"-0.8";"42";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"10.2";"";"";"";"";"";"";"";"12.2";"";"";"";"";"";"";
"09.03.2018 09:00";"20.1";"765.0";"770.0";"0.8";"70";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.5";"";"";"";"";"";"";
"09.03.2018 08:00";"16.2";"765.0";"770.0";"1.1";"94";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.2";"No precipitation";"24";"";"";"";"";
"09.03.2018 06:00";"11.6";"764.2";"769.3";"0.4";"95";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"09.03.2018 05:00";"12.7";"763.9";"768.9";"0.0";"94";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"09.03.2018 03:00";"13.2";"763.8";"768.8";"-0.6";"93";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.1";"";"";"";"";"";"";
"09.03.2018 02:00";"13.5";"763.9";"769.0";"-0.7";"92";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.2";"No precipitation";"6";"";"";"";"";
"09.03.2018 00:00";"14.7";"764.4";"769.4";"-0.4";"89";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.9";"";"";"";"";"";"";
"08.03.2018 23:00";"16.4";"764.6";"769.6";"0.1";"84";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"30.5";"";"";"";"";"";"";"13.7";"";"";"";"";"";"";
"08.03.2018 21:00";"17.7";"764.8";"769.8";"1.8";"76";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.4";"";"";"";"";"";"";
"08.03.2018 20:00";"18.8";"764.5";"769.5";"2.0";"69";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.0";"No precipitation";"6";"";"";"";"";
"08.03.2018 18:00";"22.7";"763.0";"768.1";"1.2";"52";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.3";"";"";"";"";"";"";
"08.03.2018 17:00";"25.6";"762.5";"767.5";"0.1";"42";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"08.03.2018 15:00";"30.0";"761.8";"766.8";"-1.6";"26";"Wind blowing from the south";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"08.03.2018 14:00";"29.3";"762.4";"767.4";"-1.6";"25";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"No precipitation";"6";"";"";"";"";
"08.03.2018 12:00";"27.3";"763.4";"768.4";"-1.1";"33";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.6";"";"";"";"";"";"";
"08.03.2018 11:00";"25.2";"764.0";"769.0";"-0.4";"40";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"8.3";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"08.03.2018 09:00";"19.0";"764.5";"769.5";"0.9";"72";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.8";"";"";"";"";"";"";
"08.03.2018 08:00";"13.8";"764.4";"769.4";"1.3";"94";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"Less than  50";"";"";"";"12.9";"No precipitation";"24";"";"";"";"";
"08.03.2018 06:00";"9.2";"763.6";"768.7";"0.6";"93";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"08.03.2018 05:00";"9.5";"763.1";"768.1";"-0.1";"92";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"100-200";"";"";"";"8.3";"";"";"";"";"";"";
"08.03.2018 03:00";"10.0";"763.0";"768.1";"-0.8";"91";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"08.03.2018 02:00";"10.3";"763.2";"768.2";"-0.9";"89";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"No precipitation";"6";"";"";"";"";
"08.03.2018 00:00";"13.2";"763.8";"768.8";"-0.5";"89";"Wind blowing from the north-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.4";"";"";"";"";"";"";
"07.03.2018 23:00";"13.3";"764.1";"769.1";"-0.2";"84";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"29.6";"";"";"";"";"";"";"10.7";"";"";"";"";"";"";
"07.03.2018 21:00";"17.0";"764.3";"769.3";"1.0";"70";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"07.03.2018 20:00";"18.3";"764.3";"769.3";"1.2";"65";"Wind blowing from the east-northeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.6";"No precipitation";"6";"";"";"";"";
"07.03.2018 18:00";"22.6";"763.3";"768.4";"0.5";"42";"Wind blowing from the east-northeast";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.0";"";"";"";"";"";"";
"07.03.2018 17:00";"25.1";"763.1";"768.1";"-0.3";"34";"Wind blowing from the east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"07.03.2018 15:00";"28.5";"762.8";"767.8";"-1.5";"30";"Wind blowing from the north-east";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"07.03.2018 14:00";"27.8";"763.4";"768.4";"-1.6";"28";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.6";"No precipitation";"6";"";"";"";"";
"07.03.2018 12:00";"26.5";"764.3";"769.3";"-1.4";"32";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"07.03.2018 11:00";"24.8";"765.0";"770.0";"-0.6";"36";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"10.7";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"07.03.2018 09:00";"19.6";"765.7";"770.7";"1.2";"65";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"07.03.2018 08:00";"15.0";"765.6";"770.6";"1.4";"89";"Wind blowing from the north-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"No precipitation";"24";"";"";"";"";
"07.03.2018 06:00";"12.4";"764.5";"769.5";"0.6";"93";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.3";"";"";"";"";"";"";
"07.03.2018 05:00";"13.0";"764.2";"769.2";"0.2";"92";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"07.03.2018 03:00";"13.1";"763.9";"768.9";"-0.6";"91";"Wind blowing from the east-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.7";"";"";"";"";"";"";
"07.03.2018 02:00";"12.4";"764.0";"769.0";"-0.7";"88";"Wind blowing from the north-northeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.5";"No precipitation";"6";"";"";"";"";
"07.03.2018 00:00";"15.8";"764.5";"769.6";"-0.4";"80";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.4";"";"";"";"";"";"";
"06.03.2018 23:00";"16.2";"764.7";"769.7";"-0.2";"78";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"";"24.9";"";"";"600-1000";"";"";"";"12.4";"";"";"";"";"";"";
