date,hour,minute,temp,demand,spot
9/3/18,5,30,16.17,7343.7,61.33
9/3/18,6,0,15.96,7743.04,69.16
9/3/18,6,30,15.96,8107.81,64.43
9/3/18,7,0,16.8,8337.35,68.05
9/3/18,7,30,16.8,8456.48,63.74
9/3/18,8,0,19.39,8417.69,62.68
9/3/18,8,30,19.39,8469.32,62.47
9/3/18,9,0,21.23,8447.14,61.88
9/3/18,9,30,21.23,8488.25,62.33
9/3/18,10,0,23.05,8488.12,62.46
9/3/18,10,30,23.05,8408.89,62.46
9/3/18,11,0,24.06,8397.76,63.28
9/3/18,11,30,24.06,8373.74,61.31
9/3/18,12,0,24.96,8379.49,63.48
9/3/18,12,30,24.96,8288.24,60.49
9/3/18,13,0,25.58,8294.76,62.46
9/3/18,13,30,25.58,8284.85,61.98
9/3/18,14,0,26.53,8255.53,61.97
9/3/18,14,30,26.53,8302.18,62.46
9/3/18,15,0,27.11,8363.92,62.46
9/3/18,15,30,27.11,8439.84,63.5
9/3/18,16,0,26.8,8551.52,65.68
9/3/18,16,30,26.8,8533.33,63.39
9/3/18,17,0,25.71,8479.41,63.89
9/3/18,17,30,25.71,8354.03,64.41
9/3/18,18,0,24.61,8306.96,62.59
9/3/18,18,30,24.61,8204.01,63.58
9/3/18,19,0,22.98,8316.44,63.78
9/3/18,19,30,22.98,8213.6,62.07
9/3/18,20,0,22.13,8060.3,61.31
9/3/18,20,30,22.13,7914.73,61.88
9/3/18,21,0,20.9,7663.32,60.08
9/3/18,21,30,20.9,7647.37,60.83
9/3/18,22,0,19.9,7539.07,61.81
9/3/18,22,30,19.9,7556.3,70.04
9/3/18,23,0,19.39,7480.75,64.2
9/3/18,23,30,19.39,7274.37,60.84
10/3/18,0,0,18.23,7095.87,61.3
10/3/18,0,30,18.23,6966.46,61.31
10/3/18,1,0,17.95,6784.17,62.46
10/3/18,1,30,17.95,6511.93,66.77
10/3/18,2,0,17.36,6276.89,67.99
10/3/18,2,30,17.36,6148.08,66.98
10/3/18,3,0,17.03,6083.18,65.93
10/3/18,3,30,17.03,6036.16,63.47
10/3/18,4,0,16.73,6049.71,64.03
10/3/18,4,30,16.73,6124.7,60.25
10/3/18,5,0,16.1,6173.34,61.69
10/3/18,5,30,16.1,6434.74,62.46
10/3/18,6,0,15.71,6618.97,61.89
10/3/18,6,30,15.71,6842,63.2
10/3/18,7,0,17.03,7124.7,64.48
10/3/18,7,30,17.03,7366.42,63.46
10/3/18,8,0,19.53,7551.78,61.45
10/3/18,8,30,19.53,7674.04,62.22
10/3/18,9,0,21.69,7633.9,63.03
10/3/18,9,30,21.69,7656.72,62.54
10/3/18,10,0,23.03,7543.93,62.31
10/3/18,10,30,23.03,7523.6,63.71
10/3/18,11,0,24.31,7511.28,62.3
10/3/18,11,30,24.31,7401.96,62.45
10/3/18,12,0,25.34,7383.01,62.44
10/3/18,12,30,25.34,7295.46,62.46
10/3/18,13,0,26.48,7296.37,62.59
10/3/18,13,30,26.48,7241.62,62.44
10/3/18,14,0,26.26,7288.88,62.46
10/3/18,14,30,26.26,7329.84,62.21
10/3/18,15,0,26.57,7407.21,63.5
10/3/18,15,30,26.57,7521.88,62.47
10/3/18,16,0,27.3,7637.17,61.89
10/3/18,16,30,27.3,7704.4,63.06
10/3/18,17,0,26.5,7856.6,63.04
10/3/18,17,30,26.5,7935.95,64.9
10/3/18,18,0,25.19,7898.39,65.41
10/3/18,18,30,25.19,7852.21,67.36
10/3/18,19,0,22.85,7914.43,68.41
10/3/18,19,30,22.85,7888.9,68.33
10/3/18,20,0,21.51,7739.58,66.91
10/3/18,20,30,21.51,7554.4,62.1
10/3/18,21,0,20.87,7396.29,62.15
10/3/18,21,30,20.87,7317.93,62.85
10/3/18,22,0,20.9,7211.38,61.28
10/3/18,22,30,20.9,7178.04,63.37
10/3/18,23,0,19.33,7008.3,61.42
10/3/18,23,30,19.33,6830.12,59.07
11/3/18,0,0,18.46,6738.91,56.67
11/3/18,0,30,18.46,6559.71,59.62
11/3/18,1,0,17.65,6485.15,64.82
11/3/18,1,30,17.65,6243.02,67.95
11/3/18,2,0,17.2,6075.96,67.79
11/3/18,2,30,17.2,5952.39,73.43
11/3/18,3,0,16.81,5879.42,61.79
11/3/18,3,30,16.81,5866.62,61.85
11/3/18,4,0,15.58,5833.65,64.63
11/3/18,4,30,15.58,5855.12,59.19
11/3/18,5,0,15.84,5934.59,57.86
11/3/18,5,30,15.84,6055.29,60.27
11/3/18,6,0,15.63,6131.4,57.15
11/3/18,6,30,15.63,6288.39,59.3
11/3/18,7,0,17.03,6535.86,60.57
11/3/18,7,30,17.03,6729.99,59.92
11/3/18,8,0,20,6878.86,59.22
11/3/18,8,30,20,7031.5,61.62
11/3/18,9,0,22.33,7057.68,62.46
11/3/18,9,30,22.33,7121.16,62.62
11/3/18,10,0,23.95,7092.36,62.55
11/3/18,10,30,23.95,7051.45,61.78
11/3/18,11,0,25.81,7064.61,62.35
11/3/18,11,30,25.81,7034.29,62.05
11/3/18,12,0,27.27,7077.5,62.45
11/3/18,12,30,27.27,7062.45,62.46
11/3/18,13,0,28.23,7132.51,62.4
11/3/18,13,30,28.23,7201.34,62.46
11/3/18,14,0,28.63,7337.53,62.57
11/3/18,14,30,28.63,7440.11,62.51
11/3/18,15,0,28.83,7672.05,62.77
11/3/18,15,30,28.83,7893.12,62.56
11/3/18,16,0,29.65,8116.09,64.33
11/3/18,16,30,29.65,8269,63.93
11/3/18,17,0,28.2,8464.08,66.61
11/3/18,17,30,28.2,8605.85,68.12
11/3/18,18,0,26.59,8635.41,68.56
11/3/18,18,30,26.59,8495.81,70.39
11/3/18,19,0,25.2,8487.97,72.6
11/3/18,19,30,25.2,8410.46,67.08
11/3/18,20,0,22.07,8183.85,63.24
11/3/18,20,30,22.07,7975.26,61.89
11/3/18,21,0,20.81,7730.39,60.73
11/3/18,21,30,20.81,7524.38,61.05
11/3/18,22,0,21.5,7324.01,58.81
11/3/18,22,30,21.5,7238.72,61.39
11/3/18,23,0,18.87,7047.6,62.08
11/3/18,23,30,18.87,6815.45,61.83
12/3/18,0,0,18.71,6626.61,58.18
12/3/18,0,30,18.71,6471.88,57.96
12/3/18,1,0,19.33,6290.81,56.76
12/3/18,1,30,19.33,6097.71,58.58
12/3/18,2,0,17.59,5964.6,60.09
12/3/18,2,30,17.59,5868.66,57.01
12/3/18,3,0,16.69,5833.62,50.02
12/3/18,3,30,16.69,5904.99,56.02
12/3/18,4,0,16.68,5976.03,57.84
12/3/18,4,30,16.68,6177.56,55.84
12/3/18,5,0,15.54,6424.77,60.3
12/3/18,5,30,15.54,6940.33,62.36
12/3/18,6,0,14.86,7467.52,59.94
12/3/18,6,30,14.86,7770.12,61.21
12/3/18,7,0,17.55,8034.47,62.65
12/3/18,7,30,17.55,8150.93,62.34
12/3/18,8,0,20.16,8128.8,62.07
12/3/18,8,30,20.16,8260.13,62.66
12/3/18,9,0,22.31,8287.73,62.58
12/3/18,9,30,22.31,8288.51,62.5
12/3/18,10,0,25,8312.52,62.44
12/3/18,10,30,25,8256.59,61.83
12/3/18,11,0,25.77,8272.31,62.03
12/3/18,11,30,25.77,8290.84,62.61
12/3/18,12,0,26.77,8305.66,62.68
12/3/18,12,30,26.77,8353.07,62.53
12/3/18,13,0,28.48,8428.29,62.45
12/3/18,13,30,28.48,8560.58,62.79
12/3/18,14,0,28.44,8596.98,62.65
12/3/18,14,30,28.44,8663.51,62.74
12/3/18,15,0,28.7,8875.18,62.75
12/3/18,15,30,28.7,9024.84,63.39
12/3/18,16,0,29.55,9149.34,62.65
12/3/18,16,30,29.55,9151.8,63.77
12/3/18,17,0,27.33,9188.33,65.5
12/3/18,17,30,27.33,9034.78,63.04
12/3/18,18,0,25.17,8961.74,62.56
12/3/18,18,30,25.17,8853.16,62.74
12/3/18,19,0,23.88,8817.53,62.93
12/3/18,19,30,23.88,8664.1,62.46
12/3/18,20,0,21.87,8479.81,62.56
12/3/18,20,30,21.87,8266.58,62.56
12/3/18,21,0,20.73,8023.59,59.67
12/3/18,21,30,20.73,7917.91,60.9
12/3/18,22,0,20.83,7740.04,58
12/3/18,22,30,20.83,7704.98,61.33
12/3/18,23,0,19.37,7561,63.5
12/3/18,23,30,19.37,7406.26,64.46
13/3/18,0,0,19.2,7225.66,61.67
13/3/18,0,30,19.2,7116.79,62.28
13/3/18,1,0,19.45,6913.68,58.07
13/3/18,1,30,19.45,6600.21,61.77
13/3/18,2,0,18.3,6413,59.39
13/3/18,2,30,18.3,6241.26,56.41
13/3/18,3,0,17.67,6222.67,58.43
13/3/18,3,30,17.67,6239.3,59.47
13/3/18,4,0,18.28,6286.6,61.31
13/3/18,4,30,18.28,6463.98,62.79
13/3/18,5,0,17.39,6760.14,63.77
13/3/18,5,30,17.39,7323.86,65.54
13/3/18,6,0,17.26,7821.04,61.77
13/3/18,6,30,17.26,8167.52,62.83
13/3/18,7,0,18.55,8446.14,62.55
13/3/18,7,30,18.55,8486.81,62.15
13/3/18,8,0,19.93,8572.63,62.62
13/3/18,8,30,19.93,8590.23,62.77
13/3/18,9,0,21.41,8650.57,62.46
13/3/18,9,30,21.41,8598.96,62.46
13/3/18,10,0,21.98,8578.3,62.46
13/3/18,10,30,21.98,8581.56,63.29
13/3/18,11,0,23.81,8580.87,62.46
13/3/18,11,30,23.81,8558.88,61.97
13/3/18,12,0,24.97,8538.06,61.67
13/3/18,12,30,24.97,8479.13,61.76
13/3/18,13,0,25.1,8507.51,62.71
13/3/18,13,30,25.1,8475.23,62.14
13/3/18,14,0,26.29,8492.1,62.51
13/3/18,14,30,26.29,8457.25,62.49
13/3/18,15,0,26.93,8504.64,63.18
13/3/18,15,30,26.93,8640.14,62.07
13/3/18,16,0,26.95,8730.73,61.68
13/3/18,16,30,26.95,8751.47,62.4
13/3/18,17,0,26.2,8798.78,67.17
13/3/18,17,30,26.2,8737.04,68.53
13/3/18,18,0,24.83,8789.95,74.99
13/3/18,18,30,24.83,8638.72,69.12
13/3/18,19,0,23.6,8674.02,77.33
13/3/18,19,30,23.6,8487.54,70.07
13/3/18,20,0,21.61,8317.38,65.62
13/3/18,20,30,21.61,8129.9,64.53
13/3/18,21,0,21.03,7875.95,60.86
13/3/18,21,30,21.03,7791.84,62.05
13/3/18,22,0,20.75,7634.67,60.72
13/3/18,22,30,20.75,7591.43,66.88
13/3/18,23,0,19.73,7510.15,63.15
13/3/18,23,30,19.73,7326.28,62.74
14/3/18,0,0,19.31,7194.48,60.81
14/3/18,0,30,19.31,7005.28,60.69
14/3/18,1,0,19.15,6873.16,61.88
14/3/18,1,30,19.15,6577.71,62.46
14/3/18,2,0,18.57,6322.17,61.06
14/3/18,2,30,18.57,6193.78,61.95
14/3/18,3,0,18.21,6131.9,62.1
14/3/18,3,30,18.21,6139.43,62.46
14/3/18,4,0,18.25,6268.31,64.68
14/3/18,4,30,18.25,6507.32,67.65
14/3/18,5,0,17.73,6779.76,68.29
14/3/18,5,30,17.73,7290.86,67.41
14/3/18,6,0,17.43,7805.88,67.03
14/3/18,6,30,17.43,8181.46,63.24
14/3/18,7,0,18.88,8447.66,66.14
14/3/18,7,30,18.88,8511.32,62.59
14/3/18,8,0,20.49,8470.33,62.64
14/3/18,8,30,20.49,8544.26,62.95
14/3/18,9,0,22.1,8536.79,62.74
14/3/18,9,30,22.1,8554.81,64.52
14/3/18,10,0,24.18,8570.46,64.81
14/3/18,10,30,24.18,8615.59,66.93
14/3/18,11,0,25.6,8562.58,64.96
14/3/18,11,30,25.6,8439.01,18.91
14/3/18,12,0,26.26,8484.82,69.02
14/3/18,12,30,26.26,8562.2,65.62
14/3/18,13,0,27.58,8644.56,66.11
14/3/18,13,30,27.58,8713.54,65.54
14/3/18,14,0,27.87,8783.35,67.29
14/3/18,14,30,27.87,8867.05,67.83
14/3/18,15,0,28.9,9067.83,70.6
14/3/18,15,30,28.9,9196.64,72.65
14/3/18,16,0,29.1,9332.93,77.17
14/3/18,16,30,29.1,9410.79,84.57
14/3/18,17,0,27.6,9428.68,91.25
14/3/18,17,30,27.6,9330.16,88.66
14/3/18,18,0,26.11,9297.71,88.6
14/3/18,18,30,26.11,9170.66,84.21
14/3/18,19,0,24.75,9191.86,87.62
14/3/18,19,30,24.75,9011.49,81.5
14/3/18,20,0,22.17,8803.49,69.27
14/3/18,20,30,22.17,8581.35,64.71
14/3/18,21,0,21.7,8274.07,63.01
14/3/18,21,30,21.7,8155.94,61.89
14/3/18,22,0,22.03,7956.1,62.46
14/3/18,22,30,22.03,7901.05,66.34
14/3/18,23,0,20.43,7740.98,64.64
14/3/18,23,30,20.43,7523.91,61.46
15/3/18,0,0,19.87,7358.02,61.23
15/3/18,0,30,19.87,7189.69,61.29
15/3/18,1,0,20.53,7020.25,62.16
15/3/18,1,30,20.53,6713.77,62.46
15/3/18,2,0,18.44,6505.99,62.46
15/3/18,2,30,18.44,6408.7,62.46
15/3/18,3,0,17.5,6341.52,62.46
15/3/18,3,30,17.5,6313.55,61.64
15/3/18,4,0,18.08,6392.8,62.46
15/3/18,4,30,18.08,6591.44,62.59
15/3/18,5,0,16.91,6867.48,61.02
15/3/18,5,30,16.91,7403.71,63.2
15/3/18,6,0,16.34,7837.41,61.88
15/3/18,6,30,16.34,8117.15,62.88
15/3/18,7,0,19.7,8379.57,61.88
15/3/18,7,30,19.7,8416.11,60.47
15/3/18,8,0,20.79,8447.67,63.68
15/3/18,8,30,20.79,8545.33,64.38
15/3/18,9,0,23.51,8657.23,63.28
15/3/18,9,30,23.51,8685.61,64.33
15/3/18,10,0,26.65,8756.52,67.46
15/3/18,10,30,26.65,8782.07,68.43
15/3/18,11,0,28.2,8866.64,66.93
15/3/18,11,30,28.2,8949.56,66.1
15/3/18,12,0,29.56,9089.92,68.55
15/3/18,12,30,29.56,9261.29,68.47
15/3/18,13,0,31.65,9426.91,71.29
15/3/18,13,30,31.65,9616.22,75.62
15/3/18,14,0,30.74,9793.74,80.43
15/3/18,14,30,30.74,9967.06,91.63
15/3/18,15,0,30.41,10257.4,131.65
15/3/18,15,30,30.41,10425.88,89.08
15/3/18,16,0,30.98,10558.21,97.09
15/3/18,16,30,30.98,10562.3,93.74
15/3/18,17,0,27.8,10519.76,95.35
15/3/18,17,30,27.8,10197.85,90.58
15/3/18,18,0,26.34,10099.58,85.01
15/3/18,18,30,26.34,9909.72,75.48
15/3/18,19,0,25.8,9856.89,98.6
15/3/18,19,30,25.8,9634.27,79.68
15/3/18,20,0,22.73,9363.69,72.1
15/3/18,20,30,22.73,9018.1,72.96
15/3/18,21,0,21.8,8666.96,66.33
15/3/18,21,30,21.8,8482.26,63.98
15/3/18,22,0,22.85,8191.53,61.88
15/3/18,22,30,22.85,8085.57,67.41
15/3/18,23,0,20.21,7921.6,65.5
15/3/18,23,30,20.21,7678.98,63.25
16/3/18,0,0,19.6,7540.66,62.46
16/3/18,0,30,19.6,7322.3,61.46
16/3/18,1,0,20.9,7128.34,69.38
16/3/18,1,30,20.9,6825.62,67.34
16/3/18,2,0,18.27,6603.65,68.37
16/3/18,2,30,18.27,6481.98,68.94
16/3/18,3,0,18,6396.59,68.5
16/3/18,3,30,18,6378.63,69.06
16/3/18,4,0,18.7,6458.17,68.66
16/3/18,4,30,18.7,6686.18,72
16/3/18,5,0,17.31,6922.69,68.47
16/3/18,5,30,17.31,7420.48,68.59
16/3/18,6,0,17.77,7891.41,71.54
16/3/18,6,30,17.77,8214.27,70.51
16/3/18,7,0,20.23,8569.16,72.91
16/3/18,7,30,20.23,8671,68.47
16/3/18,8,0,21.16,8737.33,68.6
16/3/18,8,30,21.16,8844.17,69.23
16/3/18,9,0,23.54,8842.32,69.56
16/3/18,9,30,23.54,8859.32,73.01
16/3/18,10,0,25.58,8863.66,76.83
16/3/18,10,30,25.58,8806.49,74.43
16/3/18,11,0,26.93,8830.24,75.31
16/3/18,11,30,26.93,8797.87,69.55
16/3/18,12,0,28.29,8777.9,71.29
16/3/18,12,30,28.29,8771.34,71.29
16/3/18,13,0,29.2,8807.63,73.79
16/3/18,13,30,29.2,8924.67,76.2
16/3/18,14,0,29.46,8871.33,69.28
16/3/18,14,30,29.46,8889.83,71.04
16/3/18,15,0,29.84,9061.51,84.3
16/3/18,15,30,29.84,9161.47,89.75
16/3/18,16,0,29.83,9223.18,83.79
16/3/18,16,30,29.83,9213.14,94.87
16/3/18,17,0,28.06,9174.54,94.13
16/3/18,17,30,28.06,8899.69,82.81
16/3/18,18,0,26.63,8836.73,73.47
16/3/18,18,30,26.63,8781.3,74.57
16/3/18,19,0,25.58,8804.92,86.94
16/3/18,19,30,25.58,8667.4,72.47
16/3/18,20,0,23.5,8499.4,71.77
16/3/18,20,30,23.5,8329.56,73.63
16/3/18,21,0,22.63,8102.86,67.9
16/3/18,21,30,22.63,8081.82,68.55
16/3/18,22,0,22.9,7921.31,67.79
16/3/18,22,30,22.9,7940.46,83.07
16/3/18,23,0,22.01,7811.95,72.1
16/3/18,23,30,22.01,7548.54,67.59
17/3/18,0,0,21.63,7378.77,65.95
17/3/18,0,30,21.63,7189.38,67.21
17/3/18,1,0,21.63,6984.07,70.45
17/3/18,1,30,21.63,6643.73,69.64
17/3/18,2,0,20.63,6359.48,68.16
17/3/18,2,30,20.63,6278.74,68.17
17/3/18,3,0,19.94,6199.72,66.74
17/3/18,3,30,19.94,6102.5,66.56
17/3/18,4,0,19.98,6126.58,68.47
17/3/18,4,30,19.98,6189.25,62.52
17/3/18,5,0,19.1,6266.13,62.1
17/3/18,5,30,19.1,6516.59,62.53
17/3/18,6,0,18.83,6718.17,62.55
17/3/18,6,30,18.83,6893.46,63.22
17/3/18,7,0,19.88,7229.22,64.45
17/3/18,7,30,19.88,7502.19,67.53
17/3/18,8,0,22.57,7650.9,68.01
17/3/18,8,30,22.57,7902.56,70.34
17/3/18,9,0,25.07,7953.58,72.29
17/3/18,9,30,25.07,7989.31,69.47
17/3/18,10,0,27.43,8045.96,68.72
17/3/18,10,30,27.43,8037.12,68.58
17/3/18,11,0,29.4,8179,68.47
17/3/18,11,30,29.4,8258.95,68.45
17/3/18,12,0,30.81,8361.54,68
17/3/18,12,30,30.81,8522.83,68.07
17/3/18,13,0,32.3,8707.32,71.26
17/3/18,13,30,32.3,8928.82,74.55
17/3/18,14,0,32.29,9120.09,71.06
17/3/18,14,30,32.29,9355.58,76
17/3/18,15,0,32.37,9615.09,74.83
17/3/18,15,30,32.37,9775.25,78.08
17/3/18,16,0,32.38,9942.38,80.3
17/3/18,16,30,32.38,9958.65,85.3
17/3/18,17,0,31.19,9946.75,87.48
17/3/18,17,30,31.19,9814.56,86.08
17/3/18,18,0,28.83,9610.95,82.1
17/3/18,18,30,28.83,9372.5,77.16
17/3/18,19,0,26.2,9313.75,83.54
17/3/18,19,30,26.2,9147.74,80.36
17/3/18,20,0,24.59,8834.85,68.19
17/3/18,20,30,24.59,8616.73,67.74
17/3/18,21,0,23.73,8389.98,65.68
17/3/18,21,30,23.73,8194.17,67.6
17/3/18,22,0,22.85,8013.7,63.95
17/3/18,22,30,22.85,7941.35,76.32
17/3/18,23,0,21.66,7628.07,66.49
17/3/18,23,30,21.66,7318.21,62.34
18/3/18,0,0,20.76,7118.88,62.46
18/3/18,0,30,20.76,6967.37,61.1
18/3/18,1,0,21.1,6782.19,60.74
18/3/18,1,30,21.1,6448.43,62.01
18/3/18,2,0,20.26,6241.29,57.31
18/3/18,2,30,20.26,6091.66,61.1
18/3/18,3,0,20.26,6010.07,51.6
18/3/18,3,30,20.26,5946.84,52.82
18/3/18,4,0,20.23,5975.24,60.2
18/3/18,4,30,20.23,6008.22,63.09
18/3/18,5,0,20.66,6039.41,61.28
18/3/18,5,30,20.66,6143.79,58.02
18/3/18,6,0,20.2,6246.66,56.37
18/3/18,6,30,20.2,6394.78,57.77
18/3/18,7,0,20.9,6580.43,60.48
18/3/18,7,30,20.9,6807.45,49.4
18/3/18,8,0,24.84,6984.55,51.1
18/3/18,8,30,24.84,7232.89,55.1
18/3/18,9,0,27.93,7418.75,60.25
18/3/18,9,30,27.93,7663.87,56.73
18/3/18,10,0,30.95,7873.45,56.33
18/3/18,10,30,30.95,8111.15,55.57
18/3/18,11,0,31.46,8416.84,59.66
18/3/18,11,30,31.46,8689.46,61.44
18/3/18,12,0,32.91,9046.99,62.47
18/3/18,12,30,32.91,9367.74,63.41
18/3/18,13,0,35.75,9706.08,61.85
18/3/18,13,30,35.75,9974.82,62.7
18/3/18,14,0,33.49,10216.28,65.99
18/3/18,14,30,33.49,10557.43,68.36
18/3/18,15,0,33.64,10820.46,80.14
18/3/18,15,30,33.64,11074.34,78.53
18/3/18,16,0,35.18,11318.04,104.8
18/3/18,16,30,35.18,11430.33,83.53
18/3/18,17,0,31.74,11568.13,91.23
18/3/18,17,30,31.74,11615.92,94.3
18/3/18,18,0,29.41,11526.38,83.71
18/3/18,18,30,29.41,11347.41,110.69
18/3/18,19,0,30.18,11231.73,131.68
18/3/18,19,30,30.18,10895.82,104.65
18/3/18,20,0,25.34,10534.57,87.71
18/3/18,20,30,25.34,10117.74,80.07
18/3/18,21,0,23.97,9560.3,69.91
18/3/18,21,30,23.97,9091.1,64.32
18/3/18,22,0,23.85,8622.94,61.46
18/3/18,22,30,23.85,8323.57,69.83
18/3/18,23,0,20.73,7952.73,62.55
18/3/18,23,30,20.73,7661.77,62.87
19/3/18,0,0,19.74,7476.85,62.91
19/3/18,0,30,19.74,7291.41,62.11
19/3/18,1,0,20.95,7097.68,61.15
19/3/18,1,30,20.95,6812.29,61.81
19/3/18,2,0,18.63,6629,59.03
19/3/18,2,30,18.63,6486.03,62.46
19/3/18,3,0,18.23,6397.25,63.88
19/3/18,3,30,18.23,6429.15,65.96
19/3/18,4,0,18.43,6491.71,67.92
19/3/18,4,30,18.43,6694.72,69.18
19/3/18,5,0,16.67,6969.64,70.51
19/3/18,5,30,16.67,7507.77,76.48
19/3/18,6,0,16.39,7943.43,74.28
19/3/18,6,30,16.39,8372.5,76.4
19/3/18,7,0,18.8,8642.7,77.68
19/3/18,7,30,18.8,8820.7,68.92
19/3/18,8,0,20.41,8775.63,68.55
19/3/18,8,30,20.41,8932.48,69.15
19/3/18,9,0,23.04,9031.97,71.31
19/3/18,9,30,23.04,8998.77,67.87
19/3/18,10,0,26.3,8958.28,67.7
19/3/18,10,30,26.3,8925.35,67.05
19/3/18,11,0,27.71,9011.18,66.53
19/3/18,11,30,27.71,9129.69,65.63
19/3/18,12,0,29.01,9303.85,67.32
19/3/18,12,30,29.01,9476.17,68.32
19/3/18,13,0,30.68,9747.5,70.86
19/3/18,13,30,30.68,9945.16,83.1
19/3/18,14,0,30.1,10136.59,82.28
19/3/18,14,30,30.1,10320.37,88.63
19/3/18,15,0,30.1,10625.3,90.73
19/3/18,15,30,30.1,10854.75,99.76
19/3/18,16,0,31.18,11071.48,110.75
19/3/18,16,30,31.18,11139.84,109.95
19/3/18,17,0,28.63,11144.14,118.48
19/3/18,17,30,28.63,10967.14,115.13
19/3/18,18,0,26.2,10701.81,98.21
19/3/18,18,30,26.2,10491.05,96.88
19/3/18,19,0,24.98,10366.86,104.4
19/3/18,19,30,24.98,10017.01,88.83
19/3/18,20,0,23.34,9689.08,77.15
19/3/18,20,30,23.34,9283.99,69.11
19/3/18,21,0,22.41,8941.54,68.11
19/3/18,21,30,22.41,8754.64,67.3
19/3/18,22,0,22.48,8408.74,63.65
19/3/18,22,30,22.48,8285.09,70.42
19/3/18,23,0,19.76,7979.82,63.07
19/3/18,23,30,19.76,7705.64,62.4
20/3/18,0,0,18.99,7544,62.14
20/3/18,0,30,18.99,7432,64.05
20/3/18,1,0,19.13,7207.21,63.22
20/3/18,1,30,19.13,6938.12,68.08
20/3/18,2,0,18.03,6704.03,66.71
20/3/18,2,30,18.03,6551.16,68.56
20/3/18,3,0,18.26,6464.71,67.29
20/3/18,3,30,18.26,6396.14,67.56
20/3/18,4,0,17.18,6520,69.86
20/3/18,4,30,17.18,6689.43,67.78
20/3/18,5,0,16.8,6988.91,68.46
20/3/18,5,30,16.8,7458.63,65.34
20/3/18,6,0,17.24,7875.1,68.49
20/3/18,6,30,17.24,8174.63,65.11
20/3/18,7,0,17.7,8452.47,66.96
20/3/18,7,30,17.7,8593.74,66.95
20/3/18,8,0,20.36,8543.59,67.53
20/3/18,8,30,20.36,8608.43,68.54
20/3/18,9,0,22.96,8599.59,66.37
20/3/18,9,30,22.96,8641,63.48
20/3/18,10,0,25.3,8634.8,63.01
20/3/18,10,30,25.3,8682.84,64.15
20/3/18,11,0,26.76,8731.22,65.68
20/3/18,11,30,26.76,8833.11,66.55
20/3/18,12,0,27.7,8958.26,72.45
20/3/18,12,30,27.7,9066.17,75.81
20/3/18,13,0,28.73,9127.16,73.67
20/3/18,13,30,28.73,9227.15,74.45
20/3/18,14,0,28.64,9350.54,76.04
20/3/18,14,30,28.64,9464.55,71.31
20/3/18,15,0,28.39,9590.55,68.86
20/3/18,15,30,28.39,9693.16,74.67
20/3/18,16,0,28.58,9718.05,70.36
20/3/18,16,30,28.58,9640.76,72.69
20/3/18,17,0,27.13,9518.7,77.81
20/3/18,17,30,27.13,9368.63,69.31
20/3/18,18,0,24.59,9250.24,63.13
20/3/18,18,30,24.59,9133.48,62.68
20/3/18,19,0,23.05,9079.94,66.05
20/3/18,19,30,23.05,8756.59,62.43
20/3/18,20,0,22.51,8580.37,62.3
20/3/18,20,30,22.51,8315.43,62.5
20/3/18,21,0,21.99,8110.39,62.16
20/3/18,21,30,21.99,7996.03,62.37
20/3/18,22,0,22.48,7739.89,61.66
20/3/18,22,30,22.48,7658.55,60.48
20/3/18,23,0,21.06,7464.98,56.83
20/3/18,23,30,21.06,7278.69,58.65
21/3/18,0,0,20.47,7101.34,54.56
21/3/18,0,30,20.47,6979.63,55.93
21/3/18,1,0,20.35,6740.47,47.3
21/3/18,1,30,20.35,6486.81,59.06
21/3/18,2,0,19.83,6261.51,55.72
21/3/18,2,30,19.83,6157.92,58.74
21/3/18,3,0,19.61,6097.4,51.61
21/3/18,3,30,19.61,6093.67,54.18
21/3/18,4,0,18.98,6162.62,62.46
21/3/18,4,30,18.98,6397.87,57.76
21/3/18,5,0,19.16,6653.67,63.16
21/3/18,5,30,19.16,7203.55,64.1
21/3/18,6,0,19.21,7738.7,63.29
21/3/18,6,30,19.21,8152.41,65.54
21/3/18,7,0,19.05,8417.09,63.15
21/3/18,7,30,19.05,8538.95,62.46
21/3/18,8,0,20.31,8544.73,62.6
21/3/18,8,30,20.31,8569.82,63.57
21/3/18,9,0,22.14,8305.24,62.56
21/3/18,9,30,22.14,8519.99,65.12
21/3/18,10,0,22.6,8526.89,63.25
21/3/18,10,30,22.6,8462.76,64.57
21/3/18,11,0,23.93,8439.09,63.96
21/3/18,11,30,23.93,8343.27,62.47
21/3/18,12,0,24.99,8354.28,63.28
21/3/18,12,30,24.99,8331.92,63.43
21/3/18,13,0,24.55,8347.58,66.01
21/3/18,13,30,24.55,8263.18,65.9
21/3/18,14,0,24.57,8242.15,64.11
21/3/18,14,30,24.57,8218.96,62.5
21/3/18,15,0,24.77,8296.04,64.17
21/3/18,15,30,24.77,8388.58,65.95
21/3/18,16,0,23.58,8475.6,67.77
21/3/18,16,30,23.58,8528.5,68.69
21/3/18,17,0,22.06,8586.81,66.89
21/3/18,17,30,22.06,8523.51,69.68
21/3/18,18,0,20.33,8515.29,81.59
21/3/18,18,30,20.33,8484.19,85.5
21/3/18,19,0,19.05,8397.38,77.47
21/3/18,19,30,19.05,8159.76,63.84
21/3/18,20,0,19.19,8039.62,62.43
21/3/18,20,30,19.19,7791.62,62.42
21/3/18,21,0,18.86,7581.25,62.34
21/3/18,21,30,18.86,7510.72,62.26
