time,latitude,longitude,tasmax_mam
UTC,degrees_north,degrees_east,K
2050-01-01T12:00:00Z,-48.83524347,90.0,1.2912292
2050-01-01T12:00:00Z,-48.83524347,92.8125,1.2639465
2050-01-01T12:00:00Z,-48.83524347,95.625,1.2546082
2050-01-01T12:00:00Z,-48.83524347,98.4375,1.2507324
2050-01-01T12:00:00Z,-48.83524347,101.25,1.2201538
2050-01-01T12:00:00Z,-48.83524347,104.0625,1.1846619
2050-01-01T12:00:00Z,-48.83524347,106.875,1.1494141
2050-01-01T12:00:00Z,-48.83524347,109.6875,1.0866394
2050-01-01T12:00:00Z,-48.83524347,112.5,1.0393066
2050-01-01T12:00:00Z,-48.83524347,115.3125,0.9977722
2050-01-01T12:00:00Z,-48.83524347,118.125,0.9767456
2050-01-01T12:00:00Z,-48.83524347,120.9375,0.9816284
2050-01-01T12:00:00Z,-48.83524347,123.75,0.99383545
2050-01-01T12:00:00Z,-48.83524347,126.5625,0.986969
2050-01-01T12:00:00Z,-48.83524347,129.375,0.96917725
2050-01-01T12:00:00Z,-48.83524347,132.1875,0.9775696
2050-01-01T12:00:00Z,-48.83524347,135.0,0.99017334
2050-01-01T12:00:00Z,-48.83524347,137.8125,1.008606
2050-01-01T12:00:00Z,-48.83524347,140.625,1.039917
2050-01-01T12:00:00Z,-48.83524347,143.4375,1.0664978
2050-01-01T12:00:00Z,-48.83524347,146.25,1.1170654
2050-01-01T12:00:00Z,-48.83524347,149.0625,1.1569824
2050-01-01T12:00:00Z,-48.83524347,151.875,1.1924133
2050-01-01T12:00:00Z,-48.83524347,154.6875,1.2018738
2050-01-01T12:00:00Z,-48.83524347,157.5,1.1999817
2050-01-01T12:00:00Z,-48.83524347,160.3125,1.2065735
2050-01-01T12:00:00Z,-48.83524347,163.125,1.2182617
2050-01-01T12:00:00Z,-48.83524347,165.9375,1.2717285
2050-01-01T12:00:00Z,-48.83524347,168.75,1.3070984
2050-01-01T12:00:00Z,-48.83524347,171.5625,1.2835388
2050-01-01T12:00:00Z,-48.83524347,174.375,1.1954956
2050-01-01T12:00:00Z,-48.83524347,177.1875,1.1315002
2050-01-01T12:00:00Z,-48.83524347,180.0,1.1260071
2050-01-01T12:00:00Z,-46.04472914,90.0,1.2419739
2050-01-01T12:00:00Z,-46.04472914,92.8125,1.2149353
2050-01-01T12:00:00Z,-46.04472914,95.625,1.1830139
2050-01-01T12:00:00Z,-46.04472914,98.4375,1.1339417
2050-01-01T12:00:00Z,-46.04472914,101.25,1.0791016
2050-01-01T12:00:00Z,-46.04472914,104.0625,1.0751648
2050-01-01T12:00:00Z,-46.04472914,106.875,1.0805054
2050-01-01T12:00:00Z,-46.04472914,109.6875,1.0481262
