time,latitude,longitude,tasmax_mam
UTC,degrees_north,degrees_east,K
2050-01-01T12:00:00Z,-48.83524347,90.0,1.8417053
2050-01-01T12:00:00Z,-48.83524347,92.8125,1.7953491
2050-01-01T12:00:00Z,-48.83524347,95.625,1.7533875
2050-01-01T12:00:00Z,-48.83524347,98.4375,1.6875305
2050-01-01T12:00:00Z,-48.83524347,101.25,1.6184998
2050-01-01T12:00:00Z,-48.83524347,104.0625,1.5701599
2050-01-01T12:00:00Z,-48.83524347,106.875,1.4827881
2050-01-01T12:00:00Z,-48.83524347,109.6875,1.3736877
2050-01-01T12:00:00Z,-48.83524347,112.5,1.2646179
2050-01-01T12:00:00Z,-48.83524347,115.3125,1.1824341
2050-01-01T12:00:00Z,-48.83524347,118.125,1.1239624
2050-01-01T12:00:00Z,-48.83524347,120.9375,1.0744934
2050-01-01T12:00:00Z,-48.83524347,123.75,1.0497437
2050-01-01T12:00:00Z,-48.83524347,126.5625,1.0571594
2050-01-01T12:00:00Z,-48.83524347,129.375,1.0394287
2050-01-01T12:00:00Z,-48.83524347,132.1875,1.0481262
2050-01-01T12:00:00Z,-48.83524347,135.0,1.0600281
2050-01-01T12:00:00Z,-48.83524347,137.8125,1.0688782
2050-01-01T12:00:00Z,-48.83524347,140.625,1.0805969
2050-01-01T12:00:00Z,-48.83524347,143.4375,1.1140747
2050-01-01T12:00:00Z,-48.83524347,146.25,1.1548767
2050-01-01T12:00:00Z,-48.83524347,149.0625,1.2008667
2050-01-01T12:00:00Z,-48.83524347,151.875,1.2489319
2050-01-01T12:00:00Z,-48.83524347,154.6875,1.2655334
2050-01-01T12:00:00Z,-48.83524347,157.5,1.3038635
2050-01-01T12:00:00Z,-48.83524347,160.3125,1.3768005
2050-01-01T12:00:00Z,-48.83524347,163.125,1.4450378
2050-01-01T12:00:00Z,-48.83524347,165.9375,1.5083313
2050-01-01T12:00:00Z,-48.83524347,168.75,1.5426941
2050-01-01T12:00:00Z,-48.83524347,171.5625,1.5185242
2050-01-01T12:00:00Z,-48.83524347,174.375,1.4605408
2050-01-01T12:00:00Z,-48.83524347,177.1875,1.4450989
2050-01-01T12:00:00Z,-48.83524347,180.0,1.4935303
2050-01-01T12:00:00Z,-46.04472914,90.0,1.8182068
2050-01-01T12:00:00Z,-46.04472914,92.8125,1.7462769
2050-01-01T12:00:00Z,-46.04472914,95.625,1.6737976
2050-01-01T12:00:00Z,-46.04472914,98.4375,1.5985107
2050-01-01T12:00:00Z,-46.04472914,101.25,1.5349121
2050-01-01T12:00:00Z,-46.04472914,104.0625,1.4846191
2050-01-01T12:00:00Z,-46.04472914,106.875,1.4371643
2050-01-01T12:00:00Z,-46.04472914,109.6875,1.362854
2050-01-01T12:00:00Z,-46.04472914,112.5,1.2432556
2050-01-01T12:00:00Z,-46.04472914,115.3125,1.1815796
2050-01-01T12:00:00Z,-46.04472914,118.125,1.1724243
2050-01-01T12:00:00Z,-46.04472914,120.9375,1.150177
2050-01-01T12:00:00Z,-46.04472914,123.75,1.1463928
2050-01-01T12:00:00Z,-46.04472914,126.5625,1.1444397
2050-01-01T12:00:00Z,-46.04472914,129.375,1.1395569
2050-01-01T12:00:00Z,-46.04472914,132.1875,1.1154175
2050-01-01T12:00:00Z,-46.04472914,135.0,1.1156921
2050-01-01T12:00:00Z,-46.04472914,137.8125,1.1424866
2050-01-01T12:00:00Z,-46.04472914,140.625,1.1905518
2050-01-01T12:00:00Z,-46.04472914,143.4375,1.2315674
2050-01-01T12:00:00Z,-46.04472914,146.25,1.3256836
2050-01-01T12:00:00Z,-46.04472914,149.0625,1.4465942
2050-01-01T12:00:00Z,-46.04472914,151.875,1.5003357
2050-01-01T12:00:00Z,-46.04472914,154.6875,1.5039673
2050-01-01T12:00:00Z,-46.04472914,157.5,1.5272522
2050-01-01T12:00:00Z,-46.04472914,160.3125,1.592102
2050-01-01T12:00:00Z,-46.04472914,163.125,1.6795654
2050-01-01T12:00:00Z,-46.04472914,165.9375,1.7897949
2050-01-01T12:00:00Z,-46.04472914,168.75,1.7843018
2050-01-01T12:00:00Z,-46.04472914,171.5625,1.7052917
2050-01-01T12:00:00Z,-46.04472914,174.375,1.6750488
