time,latitude,longitude,tasmax_djf
UTC,degrees_north,degrees_east,K
2050-01-01T12:00:00Z,-48.83524347,90.0,1.4486694
2050-01-01T12:00:00Z,-48.83524347,92.8125,1.4125061
2050-01-01T12:00:00Z,-48.83524347,95.625,1.388855
2050-01-01T12:00:00Z,-48.83524347,98.4375,1.3320312
2050-01-01T12:00:00Z,-48.83524347,101.25,1.2622375
2050-01-01T12:00:00Z,-48.83524347,104.0625,1.2191467
2050-01-01T12:00:00Z,-48.83524347,106.875,1.2132874
2050-01-01T12:00:00Z,-48.83524347,109.6875,1.225647
2050-01-01T12:00:00Z,-48.83524347,112.5,1.1906128
2050-01-01T12:00:00Z,-48.83524347,115.3125,1.1380615
2050-01-01T12:00:00Z,-48.83524347,118.125,1.0932922
2050-01-01T12:00:00Z,-48.83524347,120.9375,1.0726624
2050-01-01T12:00:00Z,-48.83524347,123.75,1.0726929
2050-01-01T12:00:00Z,-48.83524347,126.5625,1.0744324
2050-01-01T12:00:00Z,-48.83524347,129.375,1.0565796
2050-01-01T12:00:00Z,-48.83524347,132.1875,1.0083923
2050-01-01T12:00:00Z,-48.83524347,135.0,0.98080444
2050-01-01T12:00:00Z,-48.83524347,137.8125,0.98062134
2050-01-01T12:00:00Z,-48.83524347,140.625,0.97631836
2050-01-01T12:00:00Z,-48.83524347,143.4375,0.96691895
2050-01-01T12:00:00Z,-48.83524347,146.25,0.95565796
2050-01-01T12:00:00Z,-48.83524347,149.0625,0.98132324
2050-01-01T12:00:00Z,-48.83524347,151.875,1.0358887
2050-01-01T12:00:00Z,-48.83524347,154.6875,1.0769653
2050-01-01T12:00:00Z,-48.83524347,157.5,1.1049805
2050-01-01T12:00:00Z,-48.83524347,160.3125,1.1625366
2050-01-01T12:00:00Z,-48.83524347,163.125,1.1887512
2050-01-01T12:00:00Z,-48.83524347,165.9375,1.2246399
2050-01-01T12:00:00Z,-48.83524347,168.75,1.2827148
2050-01-01T12:00:00Z,-48.83524347,171.5625,1.3432007
2050-01-01T12:00:00Z,-48.83524347,174.375,1.3590698
2050-01-01T12:00:00Z,-48.83524347,177.1875,1.3203125
2050-01-01T12:00:00Z,-48.83524347,180.0,1.345581
2050-01-01T12:00:00Z,-46.04472914,90.0,1.4249268
2050-01-01T12:00:00Z,-46.04472914,92.8125,1.3907776
2050-01-01T12:00:00Z,-46.04472914,95.625,1.3596191
2050-01-01T12:00:00Z,-46.04472914,98.4375,1.3083801
2050-01-01T12:00:00Z,-46.04472914,101.25,1.2590942
2050-01-01T12:00:00Z,-46.04472914,104.0625,1.236908
2050-01-01T12:00:00Z,-46.04472914,106.875,1.2155151
2050-01-01T12:00:00Z,-46.04472914,109.6875,1.1766663
2050-01-01T12:00:00Z,-46.04472914,112.5,1.1378479
2050-01-01T12:00:00Z,-46.04472914,115.3125,1.111084
2050-01-01T12:00:00Z,-46.04472914,118.125,1.100647
2050-01-01T12:00:00Z,-46.04472914,120.9375,1.0968323
2050-01-01T12:00:00Z,-46.04472914,123.75,1.085022
2050-01-01T12:00:00Z,-46.04472914,126.5625,1.0724182
2050-01-01T12:00:00Z,-46.04472914,129.375,1.0342407
2050-01-01T12:00:00Z,-46.04472914,132.1875,0.9930115
2050-01-01T12:00:00Z,-46.04472914,135.0,0.997406
2050-01-01T12:00:00Z,-46.04472914,137.8125,1.05719
2050-01-01T12:00:00Z,-46.04472914,140.625,1.1071777
2050-01-01T12:00:00Z,-46.04472914,143.4375,1.1043701
2050-01-01T12:00:00Z,-46.04472914,146.25,1.1296997
2050-01-01T12:00:00Z,-46.04472914,149.0625,1.2245789
2050-01-01T12:00:00Z,-46.04472914,151.875,1.3050537
2050-01-01T12:00:00Z,-46.04472914,154.6875,1.3559265
2050-01-01T12:00:00Z,-46.04472914,157.5,1.4128113
2050-01-01T12:00:00Z,-46.04472914,160.3125,1.494873
2050-01-01T12:00:00Z,-46.04472914,163.125,1.5269775
2050-01-01T12:00:00Z,-46.04472914,165.9375,1.6082458
2050-01-01T12:00:00Z,-46.04472914,168.75,1.6998596
2050-01-01T12:00:00Z,-46.04472914,171.5625,1.8153687
2050-01-01T12:00:00Z,-46.04472914,174.375,1.7676086
2050-01-01T12:00:00Z,-46.04472914,177.1875,1.6318359
2050-01-01T12:00:00Z,-46.04472914,180.0,1.5861206
2050-01-01T12:00:00Z,-43.25419717,90.0,1.3684387
2050-01-01T12:00:00Z,-43.25419717,92.8125,1.3424988
