time,latitude,longitude,tasmin_jja
UTC,degrees_north,degrees_east,K
2050-01-01T12:00:00Z,-48.83524347,90.0,1.6419373
2050-01-01T12:00:00Z,-48.83524347,92.8125,1.6265259
2050-01-01T12:00:00Z,-48.83524347,95.625,1.6412964
2050-01-01T12:00:00Z,-48.83524347,98.4375,1.650116
2050-01-01T12:00:00Z,-48.83524347,101.25,1.6160278
2050-01-01T12:00:00Z,-48.83524347,104.0625,1.5517578
2050-01-01T12:00:00Z,-48.83524347,106.875,1.5024719
2050-01-01T12:00:00Z,-48.83524347,109.6875,1.429779
2050-01-01T12:00:00Z,-48.83524347,112.5,1.3373108
2050-01-01T12:00:00Z,-48.83524347,115.3125,1.2385559
2050-01-01T12:00:00Z,-48.83524347,118.125,1.1496887
2050-01-01T12:00:00Z,-48.83524347,120.9375,1.0836487
2050-01-01T12:00:00Z,-48.83524347,123.75,1.0227356
2050-01-01T12:00:00Z,-48.83524347,126.5625,0.95773315
2050-01-01T12:00:00Z,-48.83524347,129.375,0.92141724
2050-01-01T12:00:00Z,-48.83524347,132.1875,0.91571045
2050-01-01T12:00:00Z,-48.83524347,135.0,0.92370605
2050-01-01T12:00:00Z,-48.83524347,137.8125,0.94595337
2050-01-01T12:00:00Z,-48.83524347,140.625,0.9403076
2050-01-01T12:00:00Z,-48.83524347,143.4375,0.9242554
2050-01-01T12:00:00Z,-48.83524347,146.25,0.9305115
2050-01-01T12:00:00Z,-48.83524347,149.0625,0.94158936
2050-01-01T12:00:00Z,-48.83524347,151.875,0.98410034
2050-01-01T12:00:00Z,-48.83524347,154.6875,1.0203552
2050-01-01T12:00:00Z,-48.83524347,157.5,1.0369263
2050-01-01T12:00:00Z,-48.83524347,160.3125,1.0448303
2050-01-01T12:00:00Z,-48.83524347,163.125,1.0351868
2050-01-01T12:00:00Z,-48.83524347,165.9375,1.0585022
2050-01-01T12:00:00Z,-48.83524347,168.75,1.1332092
2050-01-01T12:00:00Z,-48.83524347,171.5625,1.1804504
2050-01-01T12:00:00Z,-48.83524347,174.375,1.1776123
2050-01-01T12:00:00Z,-48.83524347,177.1875,1.1967773
2050-01-01T12:00:00Z,-48.83524347,180.0,1.2236328
2050-01-01T12:00:00Z,-46.04472914,90.0,1.665741
2050-01-01T12:00:00Z,-46.04472914,92.8125,1.6206665
2050-01-01T12:00:00Z,-46.04472914,95.625,1.5667725
2050-01-01T12:00:00Z,-46.04472914,98.4375,1.4875793
2050-01-01T12:00:00Z,-46.04472914,101.25,1.3855591
2050-01-01T12:00:00Z,-46.04472914,104.0625,1.2924805
2050-01-01T12:00:00Z,-46.04472914,106.875,1.2281799
2050-01-01T12:00:00Z,-46.04472914,109.6875,1.1474915
2050-01-01T12:00:00Z,-46.04472914,112.5,1.087738
2050-01-01T12:00:00Z,-46.04472914,115.3125,1.0430603
2050-01-01T12:00:00Z,-46.04472914,118.125,1.0100098
2050-01-01T12:00:00Z,-46.04472914,120.9375,0.9628601
2050-01-01T12:00:00Z,-46.04472914,123.75,0.9446411
2050-01-01T12:00:00Z,-46.04472914,126.5625,0.938385
2050-01-01T12:00:00Z,-46.04472914,129.375,0.92471313
2050-01-01T12:00:00Z,-46.04472914,132.1875,0.9090576
2050-01-01T12:00:00Z,-46.04472914,135.0,0.90408325
2050-01-01T12:00:00Z,-46.04472914,137.8125,0.90460205
2050-01-01T12:00:00Z,-46.04472914,140.625,0.92178345
2050-01-01T12:00:00Z,-46.04472914,143.4375,1.0012817
2050-01-01T12:00:00Z,-46.04472914,146.25,1.0818787
2050-01-01T12:00:00Z,-46.04472914,149.0625,1.1428223
2050-01-01T12:00:00Z,-46.04472914,151.875,1.1691284
2050-01-01T12:00:00Z,-46.04472914,154.6875,1.1372375
2050-01-01T12:00:00Z,-46.04472914,157.5,1.105133
2050-01-01T12:00:00Z,-46.04472914,160.3125,1.1068726
2050-01-01T12:00:00Z,-46.04472914,163.125,1.1759949
2050-01-01T12:00:00Z,-46.04472914,165.9375,1.3353577
2050-01-01T12:00:00Z,-46.04472914,168.75,1.4616699
2050-01-01T12:00:00Z,-46.04472914,171.5625,1.3253479
2050-01-01T12:00:00Z,-46.04472914,174.375,1.2774963
2050-01-01T12:00:00Z,-46.04472914,177.1875,1.2199707
2050-01-01T12:00:00Z,-46.04472914,180.0,1.2477722
2050-01-01T12:00:00Z,-43.25419717,90.0,1.4139404
2050-01-01T12:00:00Z,-43.25419717,92.8125,1.302185
2050-01-01T12:00:00Z,-43.25419717,95.625,1.1997986
2050-01-01T12:00:00Z,-43.25419717,98.4375,1.1137695
2050-01-01T12:00:00Z,-43.25419717,101.25,1.0514832
2050-01-01T12:00:00Z,-43.25419717,104.0625,1.0164185
2050-01-01T12:00:00Z,-43.25419717,106.875,1.0083008
2050-01-01T12:00:00Z,-43.25419717,109.6875,1.0295105
2050-01-01T12:00:00Z,-43.25419717,112.5,1.0223999
2050-01-01T12:00:00Z,-43.25419717,115.3125,1.0205688
2050-01-01T12:00:00Z,-43.25419717,118.125,0.9994507
2050-01-01T12:00:00Z,-43.25419717,120.9375,0.99591064
2050-01-01T12:00:00Z,-43.25419717,123.75,0.98565674
2050-01-01T12:00:00Z,-43.25419717,126.5625,0.96429443
2050-01-01T12:00:00Z,-43.25419717,129.375,0.95162964
2050-01-01T12:00:00Z,-43.25419717,132.1875,0.9657898
2050-01-01T12:00:00Z,-43.25419717,135.0,0.9845276
2050-01-01T12:00:00Z,-43.25419717,137.8125,1.006958
2050-01-01T12:00:00Z,-43.25419717,140.625,1.0497742
2050-01-01T12:00:00Z,-43.25419717,143.4375,1.0648193
2050-01-01T12:00:00Z,-43.25419717,146.25,1.1807556
2050-01-01T12:00:00Z,-43.25419717,149.0625,1.5473938
2050-01-01T12:00:00Z,-43.25419717,151.875,1.7407532
2050-01-01T12:00:00Z,-43.25419717,154.6875,1.4873657
2050-01-01T12:00:00Z,-43.25419717,157.5,1.3453674
2050-01-01T12:00:00Z,-43.25419717,160.3125,1.3661194
2050-01-01T12:00:00Z,-43.25419717,163.125,1.3897095
2050-01-01T12:00:00Z,-43.25419717,165.9375,1.4504089
2050-01-01T12:00:00Z,-43.25419717,168.75,1.5838928
2050-01-01T12:00:00Z,-43.25419717,171.5625,1.6809692
2050-01-01T12:00:00Z,-43.25419717,174.375,1.3881531
2050-01-01T12:00:00Z,-43.25419717,177.1875,1.3612671
2050-01-01T12:00:00Z,-43.25419717,180.0,1.443512
2050-01-01T12:00:00Z,-40.46365068,90.0,1.083252
2050-01-01T12:00:00Z,-40.46365068,92.8125,1.0725098
2050-01-01T12:00:00Z,-40.46365068,95.625,1.0748291
2050-01-01T12:00:00Z,-40.46365068,98.4375,1.095398
2050-01-01T12:00:00Z,-40.46365068,101.25,1.126831
2050-01-01T12:00:00Z,-40.46365068,104.0625,1.1622314
2050-01-01T12:00:00Z,-40.46365068,106.875,1.1900024
2050-01-01T12:00:00Z,-40.46365068,109.6875,1.2164307
2050-01-01T12:00:00Z,-40.46365068,112.5,1.1938477
2050-01-01T12:00:00Z,-40.46365068,115.3125,1.1416931
2050-01-01T12:00:00Z,-40.46365068,118.125,1.089325
2050-01-01T12:00:00Z,-40.46365068,120.9375,1.0239563
2050-01-01T12:00:00Z,-40.46365068,123.75,0.9776001
2050-01-01T12:00:00Z,-40.46365068,126.5625,1.013977
2050-01-01T12:00:00Z,-40.46365068,129.375,1.027771
2050-01-01T12:00:00Z,-40.46365068,132.1875,1.0112915
2050-01-01T12:00:00Z,-40.46365068,135.0,1.0151978
2050-01-01T12:00:00Z,-40.46365068,137.8125,1.0375671
2050-01-01T12:00:00Z,-40.46365068,140.625,1.0400391
2050-01-01T12:00:00Z,-40.46365068,143.4375,1.0867004
2050-01-01T12:00:00Z,-40.46365068,146.25,1.3269958
2050-01-01T12:00:00Z,-40.46365068,149.0625,1.650238
2050-01-01T12:00:00Z,-40.46365068,151.875,2.0789795
2050-01-01T12:00:00Z,-40.46365068,154.6875,2.1296387
2050-01-01T12:00:00Z,-40.46365068,157.5,1.70755
2050-01-01T12:00:00Z,-40.46365068,160.3125,1.6135864
2050-01-01T12:00:00Z,-40.46365068,163.125,1.5910339
2050-01-01T12:00:00Z,-40.46365068,165.9375,1.5684814
2050-01-01T12:00:00Z,-40.46365068,168.75,1.6348572
2050-01-01T12:00:00Z,-40.46365068,171.5625,1.731842
2050-01-01T12:00:00Z,-40.46365068,174.375,1.6819763
2050-01-01T12:00:00Z,-40.46365068,177.1875,1.495636
2050-01-01T12:00:00Z,-40.46365068,180.0,1.3789368
2050-01-01T12:00:00Z,-37.67309213,90.0,1.1989441
2050-01-01T12:00:00Z,-37.67309213,92.8125,1.2643127
2050-01-01T12:00:00Z,-37.67309213,95.625,1.3249207
2050-01-01T12:00:00Z,-37.67309213,98.4375,1.3778381
2050-01-01T12:00:00Z,-37.67309213,101.25,1.4213562
2050-01-01T12:00:00Z,-37.67309213,104.0625,1.4391174
2050-01-01T12:00:00Z,-37.67309213,106.875,1.4199524
2050-01-01T12:00:00Z,-37.67309213,109.6875,1.3683167
2050-01-01T12:00:00Z,-37.67309213,112.5,1.2417297
2050-01-01T12:00:00Z,-37.67309213,115.3125,1.098053
2050-01-01T12:00:00Z,-37.67309213,118.125,0.96380615
2050-01-01T12:00:00Z,-37.67309213,120.9375,1.0822754
2050-01-01T12:00:00Z,-37.67309213,123.75,1.1156921
2050-01-01T12:00:00Z,-37.67309213,126.5625,1.1321106
2050-01-01T12:00:00Z,-37.67309213,129.375,1.0882263
2050-01-01T12:00:00Z,-37.67309213,132.1875,1.0680542
2050-01-01T12:00:00Z,-37.67309213,135.0,1.1016846
2050-01-01T12:00:00Z,-37.67309213,137.8125,1.1500549
2050-01-01T12:00:00Z,-37.67309213,140.625,1.5487671
2050-01-01T12:00:00Z,-37.67309213,143.4375,1.4199219
2050-01-01T12:00:00Z,-37.67309213,146.25,1.1051636
2050-01-01T12:00:00Z,-37.67309213,149.0625,1.4251709
2050-01-01T12:00:00Z,-37.67309213,151.875,2.1732178
2050-01-01T12:00:00Z,-37.67309213,154.6875,2.2822876
2050-01-01T12:00:00Z,-37.67309213,157.5,2.0084229
2050-01-01T12:00:00Z,-37.67309213,160.3125,1.808075
2050-01-01T12:00:00Z,-37.67309213,163.125,1.7470703
2050-01-01T12:00:00Z,-37.67309213,165.9375,1.7096558
2050-01-01T12:00:00Z,-37.67309213,168.75,1.7059326
2050-01-01T12:00:00Z,-37.67309213,171.5625,1.7328491
2050-01-01T12:00:00Z,-37.67309213,174.375,1.6780701
2050-01-01T12:00:00Z,-37.67309213,177.1875,1.6341553
2050-01-01T12:00:00Z,-37.67309213,180.0,1.3440247
2050-01-01T12:00:00Z,-34.8825235,90.0,1.46875
2050-01-01T12:00:00Z,-34.8825235,92.8125,1.5311279
2050-01-01T12:00:00Z,-34.8825235,95.625,1.5916443
2050-01-01T12:00:00Z,-34.8825235,98.4375,1.5941467
2050-01-01T12:00:00Z,-34.8825235,101.25,1.5534668
2050-01-01T12:00:00Z,-34.8825235,104.0625,1.5186462
2050-01-01T12:00:00Z,-34.8825235,106.875,1.4025574
2050-01-01T12:00:00Z,-34.8825235,109.6875,1.2415771
2050-01-01T12:00:00Z,-34.8825235,112.5,1.244751
2050-01-01T12:00:00Z,-34.8825235,115.3125,1.325592
