time,latitude,longitude,tasmin_jja
UTC,degrees_north,degrees_east,K
2030-01-01T12:00:00Z,-48.83524347,90.0,1.059845
2030-01-01T12:00:00Z,-48.83524347,92.8125,1.0575256
2030-01-01T12:00:00Z,-48.83524347,95.625,1.0627441
2030-01-01T12:00:00Z,-48.83524347,98.4375,1.0534058
2030-01-01T12:00:00Z,-48.83524347,101.25,1.0487366
2030-01-01T12:00:00Z,-48.83524347,104.0625,1.0316467
2030-01-01T12:00:00Z,-48.83524347,106.875,1.0021362
2030-01-01T12:00:00Z,-48.83524347,109.6875,0.9602661
2030-01-01T12:00:00Z,-48.83524347,112.5,0.9151001
2030-01-01T12:00:00Z,-48.83524347,115.3125,0.8859253
2030-01-01T12:00:00Z,-48.83524347,118.125,0.8578491
2030-01-01T12:00:00Z,-48.83524347,120.9375,0.8161926
2030-01-01T12:00:00Z,-48.83524347,123.75,0.7528076
2030-01-01T12:00:00Z,-48.83524347,126.5625,0.6994324
2030-01-01T12:00:00Z,-48.83524347,129.375,0.67230225
2030-01-01T12:00:00Z,-48.83524347,132.1875,0.657074
2030-01-01T12:00:00Z,-48.83524347,135.0,0.64990234
2030-01-01T12:00:00Z,-48.83524347,137.8125,0.65966797
2030-01-01T12:00:00Z,-48.83524347,140.625,0.66397095
2030-01-01T12:00:00Z,-48.83524347,143.4375,0.6732788
2030-01-01T12:00:00Z,-48.83524347,146.25,0.69384766
2030-01-01T12:00:00Z,-48.83524347,149.0625,0.709198
2030-01-01T12:00:00Z,-48.83524347,151.875,0.7289429
2030-01-01T12:00:00Z,-48.83524347,154.6875,0.7467346
2030-01-01T12:00:00Z,-48.83524347,157.5,0.7522583
2030-01-01T12:00:00Z,-48.83524347,160.3125,0.7319946
2030-01-01T12:00:00Z,-48.83524347,163.125,0.68725586
2030-01-01T12:00:00Z,-48.83524347,165.9375,0.713501
2030-01-01T12:00:00Z,-48.83524347,168.75,0.73117065
2030-01-01T12:00:00Z,-48.83524347,171.5625,0.7726135
2030-01-01T12:00:00Z,-48.83524347,174.375,0.8162842
2030-01-01T12:00:00Z,-48.83524347,177.1875,0.8545227
2030-01-01T12:00:00Z,-48.83524347,180.0,0.89630127
2030-01-01T12:00:00Z,-46.04472914,90.0,1.0309753
2030-01-01T12:00:00Z,-46.04472914,92.8125,1.0091858
2030-01-01T12:00:00Z,-46.04472914,95.625,1.0019226
2030-01-01T12:00:00Z,-46.04472914,98.4375,0.9843445
2030-01-01T12:00:00Z,-46.04472914,101.25,0.9411621
2030-01-01T12:00:00Z,-46.04472914,104.0625,0.8977051
2030-01-01T12:00:00Z,-46.04472914,106.875,0.8550415
2030-01-01T12:00:00Z,-46.04472914,109.6875,0.81030273
2030-01-01T12:00:00Z,-46.04472914,112.5,0.7848511
2030-01-01T12:00:00Z,-46.04472914,115.3125,0.77456665
2030-01-01T12:00:00Z,-46.04472914,118.125,0.77960205
2030-01-01T12:00:00Z,-46.04472914,120.9375,0.7411499
2030-01-01T12:00:00Z,-46.04472914,123.75,0.68914795
2030-01-01T12:00:00Z,-46.04472914,126.5625,0.6547241
2030-01-01T12:00:00Z,-46.04472914,129.375,0.6439514
2030-01-01T12:00:00Z,-46.04472914,132.1875,0.625885
2030-01-01T12:00:00Z,-46.04472914,135.0,0.6151123
2030-01-01T12:00:00Z,-46.04472914,137.8125,0.6036377
2030-01-01T12:00:00Z,-46.04472914,140.625,0.61901855
2030-01-01T12:00:00Z,-46.04472914,143.4375,0.71102905
2030-01-01T12:00:00Z,-46.04472914,146.25,0.80303955
2030-01-01T12:00:00Z,-46.04472914,149.0625,0.87042236
2030-01-01T12:00:00Z,-46.04472914,151.875,0.8423462
2030-01-01T12:00:00Z,-46.04472914,154.6875,0.7774353
2030-01-01T12:00:00Z,-46.04472914,157.5,0.74246216
2030-01-01T12:00:00Z,-46.04472914,160.3125,0.77142334
2030-01-01T12:00:00Z,-46.04472914,163.125,0.87002563
2030-01-01T12:00:00Z,-46.04472914,165.9375,0.974823
2030-01-01T12:00:00Z,-46.04472914,168.75,0.94573975
2030-01-01T12:00:00Z,-46.04472914,171.5625,0.87579346
2030-01-01T12:00:00Z,-46.04472914,174.375,0.835907
2030-01-01T12:00:00Z,-46.04472914,177.1875,0.82562256
2030-01-01T12:00:00Z,-46.04472914,180.0,0.8691406
2030-01-01T12:00:00Z,-43.25419717,90.0,0.8904114
2030-01-01T12:00:00Z,-43.25419717,92.8125,0.82403564
2030-01-01T12:00:00Z,-43.25419717,95.625,0.77838135
2030-01-01T12:00:00Z,-43.25419717,98.4375,0.73950195
2030-01-01T12:00:00Z,-43.25419717,101.25,0.71554565
2030-01-01T12:00:00Z,-43.25419717,104.0625,0.7001648
2030-01-01T12:00:00Z,-43.25419717,106.875,0.67684937
2030-01-01T12:00:00Z,-43.25419717,109.6875,0.68066406
2030-01-01T12:00:00Z,-43.25419717,112.5,0.6676941
2030-01-01T12:00:00Z,-43.25419717,115.3125,0.6769409
2030-01-01T12:00:00Z,-43.25419717,118.125,0.6697998
2030-01-01T12:00:00Z,-43.25419717,120.9375,0.6624756
2030-01-01T12:00:00Z,-43.25419717,123.75,0.64450073
2030-01-01T12:00:00Z,-43.25419717,126.5625,0.6092529
2030-01-01T12:00:00Z,-43.25419717,129.375,0.6080017
2030-01-01T12:00:00Z,-43.25419717,132.1875,0.6164551
2030-01-01T12:00:00Z,-43.25419717,135.0,0.6338196
2030-01-01T12:00:00Z,-43.25419717,137.8125,0.65618896
2030-01-01T12:00:00Z,-43.25419717,140.625,0.6763611
2030-01-01T12:00:00Z,-43.25419717,143.4375,0.6764221
2030-01-01T12:00:00Z,-43.25419717,146.25,0.80392456
