time,latitude,longitude,tasmax_jja
UTC,degrees_north,degrees_east,K
2030-01-01T12:00:00Z,-48.83524347,90.0,0.94729614
2030-01-01T12:00:00Z,-48.83524347,92.8125,0.9220276
2030-01-01T12:00:00Z,-48.83524347,95.625,0.9008789
2030-01-01T12:00:00Z,-48.83524347,98.4375,0.91101074
2030-01-01T12:00:00Z,-48.83524347,101.25,0.89630127
2030-01-01T12:00:00Z,-48.83524347,104.0625,0.8384094
2030-01-01T12:00:00Z,-48.83524347,106.875,0.7729187
2030-01-01T12:00:00Z,-48.83524347,109.6875,0.70584106
2030-01-01T12:00:00Z,-48.83524347,112.5,0.6342163
2030-01-01T12:00:00Z,-48.83524347,115.3125,0.58114624
2030-01-01T12:00:00Z,-48.83524347,118.125,0.53829956
2030-01-01T12:00:00Z,-48.83524347,120.9375,0.5203552
2030-01-01T12:00:00Z,-48.83524347,123.75,0.48599243
2030-01-01T12:00:00Z,-48.83524347,126.5625,0.46957397
2030-01-01T12:00:00Z,-48.83524347,129.375,0.46218872
2030-01-01T12:00:00Z,-48.83524347,132.1875,0.46325684
2030-01-01T12:00:00Z,-48.83524347,135.0,0.4784851
2030-01-01T12:00:00Z,-48.83524347,137.8125,0.4859619
2030-01-01T12:00:00Z,-48.83524347,140.625,0.4991455
2030-01-01T12:00:00Z,-48.83524347,143.4375,0.51657104
2030-01-01T12:00:00Z,-48.83524347,146.25,0.5264282
2030-01-01T12:00:00Z,-48.83524347,149.0625,0.5397339
2030-01-01T12:00:00Z,-48.83524347,151.875,0.5366516
2030-01-01T12:00:00Z,-48.83524347,154.6875,0.5526428
2030-01-01T12:00:00Z,-48.83524347,157.5,0.604126
2030-01-01T12:00:00Z,-48.83524347,160.3125,0.6060791
2030-01-01T12:00:00Z,-48.83524347,163.125,0.5925293
2030-01-01T12:00:00Z,-48.83524347,165.9375,0.6133423
2030-01-01T12:00:00Z,-48.83524347,168.75,0.66833496
2030-01-01T12:00:00Z,-48.83524347,171.5625,0.7088623
2030-01-01T12:00:00Z,-48.83524347,174.375,0.7154236
2030-01-01T12:00:00Z,-48.83524347,177.1875,0.72543335
2030-01-01T12:00:00Z,-48.83524347,180.0,0.7307434
2030-01-01T12:00:00Z,-46.04472914,90.0,0.9707947
2030-01-01T12:00:00Z,-46.04472914,92.8125,0.914032
2030-01-01T12:00:00Z,-46.04472914,95.625,0.8724365
2030-01-01T12:00:00Z,-46.04472914,98.4375,0.83029175
2030-01-01T12:00:00Z,-46.04472914,101.25,0.75497437
2030-01-01T12:00:00Z,-46.04472914,104.0625,0.67349243
2030-01-01T12:00:00Z,-46.04472914,106.875,0.62698364
2030-01-01T12:00:00Z,-46.04472914,109.6875,0.56677246
2030-01-01T12:00:00Z,-46.04472914,112.5,0.5253296
2030-01-01T12:00:00Z,-46.04472914,115.3125,0.53027344
2030-01-01T12:00:00Z,-46.04472914,118.125,0.5366821
2030-01-01T12:00:00Z,-46.04472914,120.9375,0.52783203
2030-01-01T12:00:00Z,-46.04472914,123.75,0.5032654
2030-01-01T12:00:00Z,-46.04472914,126.5625,0.491333
2030-01-01T12:00:00Z,-46.04472914,129.375,0.49069214
2030-01-01T12:00:00Z,-46.04472914,132.1875,0.4975586
2030-01-01T12:00:00Z,-46.04472914,135.0,0.4852295
2030-01-01T12:00:00Z,-46.04472914,137.8125,0.4814453
2030-01-01T12:00:00Z,-46.04472914,140.625,0.49905396
2030-01-01T12:00:00Z,-46.04472914,143.4375,0.54901123
2030-01-01T12:00:00Z,-46.04472914,146.25,0.60687256
2030-01-01T12:00:00Z,-46.04472914,149.0625,0.64938354
2030-01-01T12:00:00Z,-46.04472914,151.875,0.63793945
2030-01-01T12:00:00Z,-46.04472914,154.6875,0.6074829
2030-01-01T12:00:00Z,-46.04472914,157.5,0.61834717
2030-01-01T12:00:00Z,-46.04472914,160.3125,0.6585388
2030-01-01T12:00:00Z,-46.04472914,163.125,0.71813965
2030-01-01T12:00:00Z,-46.04472914,165.9375,0.8076172
2030-01-01T12:00:00Z,-46.04472914,168.75,0.8399048
2030-01-01T12:00:00Z,-46.04472914,171.5625,0.7925415
2030-01-01T12:00:00Z,-46.04472914,174.375,0.79681396
2030-01-01T12:00:00Z,-46.04472914,177.1875,0.77957153
2030-01-01T12:00:00Z,-46.04472914,180.0,0.7840576
2030-01-01T12:00:00Z,-43.25419717,90.0,0.8138428
2030-01-01T12:00:00Z,-43.25419717,92.8125,0.7150574
2030-01-01T12:00:00Z,-43.25419717,95.625,0.65371704
