time,latitude,longitude,tasmin_son
UTC,degrees_north,degrees_east,K
2030-01-01T12:00:00Z,-48.83524347,90.0,0.61117554
2030-01-01T12:00:00Z,-48.83524347,92.8125,0.5699463
2030-01-01T12:00:00Z,-48.83524347,95.625,0.5649719
2030-01-01T12:00:00Z,-48.83524347,98.4375,0.5973816
2030-01-01T12:00:00Z,-48.83524347,101.25,0.61105347
2030-01-01T12:00:00Z,-48.83524347,104.0625,0.6368408
2030-01-01T12:00:00Z,-48.83524347,106.875,0.6759949
2030-01-01T12:00:00Z,-48.83524347,109.6875,0.6697998
2030-01-01T12:00:00Z,-48.83524347,112.5,0.652771
2030-01-01T12:00:00Z,-48.83524347,115.3125,0.6099243
2030-01-01T12:00:00Z,-48.83524347,118.125,0.5643921
2030-01-01T12:00:00Z,-48.83524347,120.9375,0.52246094
2030-01-01T12:00:00Z,-48.83524347,123.75,0.505249
2030-01-01T12:00:00Z,-48.83524347,126.5625,0.49987793
2030-01-01T12:00:00Z,-48.83524347,129.375,0.51052856
2030-01-01T12:00:00Z,-48.83524347,132.1875,0.5101929
2030-01-01T12:00:00Z,-48.83524347,135.0,0.51779175
2030-01-01T12:00:00Z,-48.83524347,137.8125,0.49972534
2030-01-01T12:00:00Z,-48.83524347,140.625,0.5250244
2030-01-01T12:00:00Z,-48.83524347,143.4375,0.5426636
2030-01-01T12:00:00Z,-48.83524347,146.25,0.56973267
2030-01-01T12:00:00Z,-48.83524347,149.0625,0.5783386
2030-01-01T12:00:00Z,-48.83524347,151.875,0.5984192
2030-01-01T12:00:00Z,-48.83524347,154.6875,0.6235657
2030-01-01T12:00:00Z,-48.83524347,157.5,0.6218567
2030-01-01T12:00:00Z,-48.83524347,160.3125,0.62887573
2030-01-01T12:00:00Z,-48.83524347,163.125,0.5968323
2030-01-01T12:00:00Z,-48.83524347,165.9375,0.5998535
2030-01-01T12:00:00Z,-48.83524347,168.75,0.64367676
2030-01-01T12:00:00Z,-48.83524347,171.5625,0.7312317
2030-01-01T12:00:00Z,-48.83524347,174.375,0.81274414
2030-01-01T12:00:00Z,-48.83524347,177.1875,0.86761475
2030-01-01T12:00:00Z,-48.83524347,180.0,0.90878296
2030-01-01T12:00:00Z,-46.04472914,90.0,0.63619995
2030-01-01T12:00:00Z,-46.04472914,92.8125,0.615448
2030-01-01T12:00:00Z,-46.04472914,95.625,0.6217041
2030-01-01T12:00:00Z,-46.04472914,98.4375,0.6607666
2030-01-01T12:00:00Z,-46.04472914,101.25,0.67129517
2030-01-01T12:00:00Z,-46.04472914,104.0625,0.6477661
2030-01-01T12:00:00Z,-46.04472914,106.875,0.621521
2030-01-01T12:00:00Z,-46.04472914,109.6875,0.5677185
2030-01-01T12:00:00Z,-46.04472914,112.5,0.51348877
2030-01-01T12:00:00Z,-46.04472914,115.3125,0.49609375
2030-01-01T12:00:00Z,-46.04472914,118.125,0.46524048
2030-01-01T12:00:00Z,-46.04472914,120.9375,0.46575928
2030-01-01T12:00:00Z,-46.04472914,123.75,0.49414062
2030-01-01T12:00:00Z,-46.04472914,126.5625,0.5108948
2030-01-01T12:00:00Z,-46.04472914,129.375,0.5102844
2030-01-01T12:00:00Z,-46.04472914,132.1875,0.49404907
2030-01-01T12:00:00Z,-46.04472914,135.0,0.4867859
2030-01-01T12:00:00Z,-46.04472914,137.8125,0.4776001
2030-01-01T12:00:00Z,-46.04472914,140.625,0.48138428
2030-01-01T12:00:00Z,-46.04472914,143.4375,0.5383301
2030-01-01T12:00:00Z,-46.04472914,146.25,0.6204834
2030-01-01T12:00:00Z,-46.04472914,149.0625,0.645813
2030-01-01T12:00:00Z,-46.04472914,151.875,0.65722656
2030-01-01T12:00:00Z,-46.04472914,154.6875,0.6365967
2030-01-01T12:00:00Z,-46.04472914,157.5,0.5916443
2030-01-01T12:00:00Z,-46.04472914,160.3125,0.586853
2030-01-01T12:00:00Z,-46.04472914,163.125,0.6575928
2030-01-01T12:00:00Z,-46.04472914,165.9375,0.7790222
2030-01-01T12:00:00Z,-46.04472914,168.75,0.91290283
2030-01-01T12:00:00Z,-46.04472914,171.5625,0.7963867
2030-01-01T12:00:00Z,-46.04472914,174.375,0.854187
2030-01-01T12:00:00Z,-46.04472914,177.1875,0.8529358
2030-01-01T12:00:00Z,-46.04472914,180.0,0.88116455
2030-01-01T12:00:00Z,-43.25419717,90.0,0.63778687
2030-01-01T12:00:00Z,-43.25419717,92.8125,0.60232544
2030-01-01T12:00:00Z,-43.25419717,95.625,0.57351685
2030-01-01T12:00:00Z,-43.25419717,98.4375,0.54907227
2030-01-01T12:00:00Z,-43.25419717,101.25,0.52804565
2030-01-01T12:00:00Z,-43.25419717,104.0625,0.5111389
2030-01-01T12:00:00Z,-43.25419717,106.875,0.4739685
2030-01-01T12:00:00Z,-43.25419717,109.6875,0.4350891
2030-01-01T12:00:00Z,-43.25419717,112.5,0.42199707
2030-01-01T12:00:00Z,-43.25419717,115.3125,0.41677856
2030-01-01T12:00:00Z,-43.25419717,118.125,0.42315674
2030-01-01T12:00:00Z,-43.25419717,120.9375,0.43426514
2030-01-01T12:00:00Z,-43.25419717,123.75,0.45648193
2030-01-01T12:00:00Z,-43.25419717,126.5625,0.46710205
2030-01-01T12:00:00Z,-43.25419717,129.375,0.45559692
2030-01-01T12:00:00Z,-43.25419717,132.1875,0.44839478
2030-01-01T12:00:00Z,-43.25419717,135.0,0.45248413
2030-01-01T12:00:00Z,-43.25419717,137.8125,0.45739746
2030-01-01T12:00:00Z,-43.25419717,140.625,0.45742798
2030-01-01T12:00:00Z,-43.25419717,143.4375,0.47348022
2030-01-01T12:00:00Z,-43.25419717,146.25,0.55059814
2030-01-01T12:00:00Z,-43.25419717,149.0625,0.6366272
2030-01-01T12:00:00Z,-43.25419717,151.875,0.6465454
2030-01-01T12:00:00Z,-43.25419717,154.6875,0.5800781
2030-01-01T12:00:00Z,-43.25419717,157.5,0.59924316
2030-01-01T12:00:00Z,-43.25419717,160.3125,0.6705322
2030-01-01T12:00:00Z,-43.25419717,163.125,0.7844238
2030-01-01T12:00:00Z,-43.25419717,165.9375,0.8464966
2030-01-01T12:00:00Z,-43.25419717,168.75,0.87713623
2030-01-01T12:00:00Z,-43.25419717,171.5625,1.0537109
2030-01-01T12:00:00Z,-43.25419717,174.375,0.9440918
2030-01-01T12:00:00Z,-43.25419717,177.1875,0.9859619
2030-01-01T12:00:00Z,-43.25419717,180.0,1.0266418
2030-01-01T12:00:00Z,-40.46365068,90.0,0.5527649
2030-01-01T12:00:00Z,-40.46365068,92.8125,0.5155029
2030-01-01T12:00:00Z,-40.46365068,95.625,0.4996338
2030-01-01T12:00:00Z,-40.46365068,98.4375,0.4867859
2030-01-01T12:00:00Z,-40.46365068,101.25,0.46032715
2030-01-01T12:00:00Z,-40.46365068,104.0625,0.45126343
2030-01-01T12:00:00Z,-40.46365068,106.875,0.46975708
2030-01-01T12:00:00Z,-40.46365068,109.6875,0.4624939
2030-01-01T12:00:00Z,-40.46365068,112.5,0.45159912
2030-01-01T12:00:00Z,-40.46365068,115.3125,0.44229126
2030-01-01T12:00:00Z,-40.46365068,118.125,0.4244995
2030-01-01T12:00:00Z,-40.46365068,120.9375,0.42736816
2030-01-01T12:00:00Z,-40.46365068,123.75,0.4335022
2030-01-01T12:00:00Z,-40.46365068,126.5625,0.43920898
2030-01-01T12:00:00Z,-40.46365068,129.375,0.45489502
2030-01-01T12:00:00Z,-40.46365068,132.1875,0.4427185
2030-01-01T12:00:00Z,-40.46365068,135.0,0.39126587
2030-01-01T12:00:00Z,-40.46365068,137.8125,0.37756348
