time,latitude,longitude,tasmin_djf
UTC,degrees_north,degrees_east,K
2030-01-01T12:00:00Z,-48.83524347,90.0,0.61587524
2030-01-01T12:00:00Z,-48.83524347,92.8125,0.6069946
2030-01-01T12:00:00Z,-48.83524347,95.625,0.59381104
2030-01-01T12:00:00Z,-48.83524347,98.4375,0.5742798
2030-01-01T12:00:00Z,-48.83524347,101.25,0.56225586
2030-01-01T12:00:00Z,-48.83524347,104.0625,0.5548401
2030-01-01T12:00:00Z,-48.83524347,106.875,0.5776367
2030-01-01T12:00:00Z,-48.83524347,109.6875,0.5930176
2030-01-01T12:00:00Z,-48.83524347,112.5,0.60879517
2030-01-01T12:00:00Z,-48.83524347,115.3125,0.61273193
2030-01-01T12:00:00Z,-48.83524347,118.125,0.6141052
2030-01-01T12:00:00Z,-48.83524347,120.9375,0.63619995
2030-01-01T12:00:00Z,-48.83524347,123.75,0.6444702
2030-01-01T12:00:00Z,-48.83524347,126.5625,0.6386719
2030-01-01T12:00:00Z,-48.83524347,129.375,0.6227417
2030-01-01T12:00:00Z,-48.83524347,132.1875,0.60913086
2030-01-01T12:00:00Z,-48.83524347,135.0,0.5722656
2030-01-01T12:00:00Z,-48.83524347,137.8125,0.56674194
2030-01-01T12:00:00Z,-48.83524347,140.625,0.54937744
2030-01-01T12:00:00Z,-48.83524347,143.4375,0.53115845
2030-01-01T12:00:00Z,-48.83524347,146.25,0.5163269
2030-01-01T12:00:00Z,-48.83524347,149.0625,0.50613403
2030-01-01T12:00:00Z,-48.83524347,151.875,0.5380554
2030-01-01T12:00:00Z,-48.83524347,154.6875,0.5678406
2030-01-01T12:00:00Z,-48.83524347,157.5,0.5748291
2030-01-01T12:00:00Z,-48.83524347,160.3125,0.57455444
2030-01-01T12:00:00Z,-48.83524347,163.125,0.5422363
2030-01-01T12:00:00Z,-48.83524347,165.9375,0.5411377
2030-01-01T12:00:00Z,-48.83524347,168.75,0.5513611
2030-01-01T12:00:00Z,-48.83524347,171.5625,0.56799316
2030-01-01T12:00:00Z,-48.83524347,174.375,0.5970459
2030-01-01T12:00:00Z,-48.83524347,177.1875,0.63360596
2030-01-01T12:00:00Z,-48.83524347,180.0,0.6691284
2030-01-01T12:00:00Z,-46.04472914,90.0,0.7211304
2030-01-01T12:00:00Z,-46.04472914,92.8125,0.67349243
2030-01-01T12:00:00Z,-46.04472914,95.625,0.66973877
2030-01-01T12:00:00Z,-46.04472914,98.4375,0.66619873
2030-01-01T12:00:00Z,-46.04472914,101.25,0.6758423
2030-01-01T12:00:00Z,-46.04472914,104.0625,0.7022095
2030-01-01T12:00:00Z,-46.04472914,106.875,0.7267151
2030-01-01T12:00:00Z,-46.04472914,109.6875,0.73464966
2030-01-01T12:00:00Z,-46.04472914,112.5,0.74594116
2030-01-01T12:00:00Z,-46.04472914,115.3125,0.7548523
2030-01-01T12:00:00Z,-46.04472914,118.125,0.74679565
2030-01-01T12:00:00Z,-46.04472914,120.9375,0.72750854
2030-01-01T12:00:00Z,-46.04472914,123.75,0.7288513
2030-01-01T12:00:00Z,-46.04472914,126.5625,0.7441406
2030-01-01T12:00:00Z,-46.04472914,129.375,0.72250366
2030-01-01T12:00:00Z,-46.04472914,132.1875,0.70373535
2030-01-01T12:00:00Z,-46.04472914,135.0,0.71466064
2030-01-01T12:00:00Z,-46.04472914,137.8125,0.7340088
2030-01-01T12:00:00Z,-46.04472914,140.625,0.7537842
2030-01-01T12:00:00Z,-46.04472914,143.4375,0.77163696
2030-01-01T12:00:00Z,-46.04472914,146.25,0.7713623
2030-01-01T12:00:00Z,-46.04472914,149.0625,0.7434387
2030-01-01T12:00:00Z,-46.04472914,151.875,0.7010803
2030-01-01T12:00:00Z,-46.04472914,154.6875,0.7033386
2030-01-01T12:00:00Z,-46.04472914,157.5,0.739563
2030-01-01T12:00:00Z,-46.04472914,160.3125,0.754303
2030-01-01T12:00:00Z,-46.04472914,163.125,0.7602234
2030-01-01T12:00:00Z,-46.04472914,165.9375,0.8583374
2030-01-01T12:00:00Z,-46.04472914,168.75,0.87127686
2030-01-01T12:00:00Z,-46.04472914,171.5625,0.9233093
2030-01-01T12:00:00Z,-46.04472914,174.375,0.88131714
2030-01-01T12:00:00Z,-46.04472914,177.1875,0.8552246
2030-01-01T12:00:00Z,-46.04472914,180.0,0.8791809
2030-01-01T12:00:00Z,-43.25419717,90.0,0.75427246
2030-01-01T12:00:00Z,-43.25419717,92.8125,0.70510864
2030-01-01T12:00:00Z,-43.25419717,95.625,0.69259644
2030-01-01T12:00:00Z,-43.25419717,98.4375,0.7213745
2030-01-01T12:00:00Z,-43.25419717,101.25,0.7500305
2030-01-01T12:00:00Z,-43.25419717,104.0625,0.7802124
2030-01-01T12:00:00Z,-43.25419717,106.875,0.7878418
2030-01-01T12:00:00Z,-43.25419717,109.6875,0.78530884
2030-01-01T12:00:00Z,-43.25419717,112.5,0.80184937
2030-01-01T12:00:00Z,-43.25419717,115.3125,0.80981445
2030-01-01T12:00:00Z,-43.25419717,118.125,0.8125
2030-01-01T12:00:00Z,-43.25419717,120.9375,0.8194275
2030-01-01T12:00:00Z,-43.25419717,123.75,0.8362732
2030-01-01T12:00:00Z,-43.25419717,126.5625,0.83065796
2030-01-01T12:00:00Z,-43.25419717,129.375,0.8142395
2030-01-01T12:00:00Z,-43.25419717,132.1875,0.81188965
2030-01-01T12:00:00Z,-43.25419717,135.0,0.8522644
2030-01-01T12:00:00Z,-43.25419717,137.8125,0.84729004
2030-01-01T12:00:00Z,-43.25419717,140.625,0.78045654
2030-01-01T12:00:00Z,-43.25419717,143.4375,0.88516235
2030-01-01T12:00:00Z,-43.25419717,146.25,0.97891235
2030-01-01T12:00:00Z,-43.25419717,149.0625,1.0141907
2030-01-01T12:00:00Z,-43.25419717,151.875,0.930542
2030-01-01T12:00:00Z,-43.25419717,154.6875,0.8531494
2030-01-01T12:00:00Z,-43.25419717,157.5,0.88235474
2030-01-01T12:00:00Z,-43.25419717,160.3125,0.90060425
2030-01-01T12:00:00Z,-43.25419717,163.125,0.9338379
2030-01-01T12:00:00Z,-43.25419717,165.9375,1.028717
2030-01-01T12:00:00Z,-43.25419717,168.75,1.1115112
2030-01-01T12:00:00Z,-43.25419717,171.5625,1.0870667
2030-01-01T12:00:00Z,-43.25419717,174.375,1.1573792
2030-01-01T12:00:00Z,-43.25419717,177.1875,1.1601257
2030-01-01T12:00:00Z,-43.25419717,180.0,1.166687
2030-01-01T12:00:00Z,-40.46365068,90.0,0.76068115
2030-01-01T12:00:00Z,-40.46365068,92.8125,0.7484436
2030-01-01T12:00:00Z,-40.46365068,95.625,0.7546997
2030-01-01T12:00:00Z,-40.46365068,98.4375,0.7745056
2030-01-01T12:00:00Z,-40.46365068,101.25,0.7776489
2030-01-01T12:00:00Z,-40.46365068,104.0625,0.7598877
2030-01-01T12:00:00Z,-40.46365068,106.875,0.7930298
2030-01-01T12:00:00Z,-40.46365068,109.6875,0.8940735
2030-01-01T12:00:00Z,-40.46365068,112.5,0.94262695
