time,latitude,longitude,tasmax_jja
UTC,degrees_north,degrees_east,K
2030-01-01T12:00:00Z,-48.83524347,90.0,1.1631775
2030-01-01T12:00:00Z,-48.83524347,92.8125,1.1430969
2030-01-01T12:00:00Z,-48.83524347,95.625,1.1321106
2030-01-01T12:00:00Z,-48.83524347,98.4375,1.1671753
2030-01-01T12:00:00Z,-48.83524347,101.25,1.173584
2030-01-01T12:00:00Z,-48.83524347,104.0625,1.1319885
2030-01-01T12:00:00Z,-48.83524347,106.875,1.0927429
2030-01-01T12:00:00Z,-48.83524347,109.6875,1.0650024
2030-01-01T12:00:00Z,-48.83524347,112.5,1.0195312
2030-01-01T12:00:00Z,-48.83524347,115.3125,0.9838257
2030-01-01T12:00:00Z,-48.83524347,118.125,0.92349243
2030-01-01T12:00:00Z,-48.83524347,120.9375,0.87231445
2030-01-01T12:00:00Z,-48.83524347,123.75,0.79504395
2030-01-01T12:00:00Z,-48.83524347,126.5625,0.77856445
2030-01-01T12:00:00Z,-48.83524347,129.375,0.77459717
2030-01-01T12:00:00Z,-48.83524347,132.1875,0.76760864
2030-01-01T12:00:00Z,-48.83524347,135.0,0.74487305
2030-01-01T12:00:00Z,-48.83524347,137.8125,0.72772217
2030-01-01T12:00:00Z,-48.83524347,140.625,0.73657227
2030-01-01T12:00:00Z,-48.83524347,143.4375,0.73779297
2030-01-01T12:00:00Z,-48.83524347,146.25,0.76846313
2030-01-01T12:00:00Z,-48.83524347,149.0625,0.8111572
2030-01-01T12:00:00Z,-48.83524347,151.875,0.82369995
2030-01-01T12:00:00Z,-48.83524347,154.6875,0.84317017
2030-01-01T12:00:00Z,-48.83524347,157.5,0.86013794
2030-01-01T12:00:00Z,-48.83524347,160.3125,0.85162354
2030-01-01T12:00:00Z,-48.83524347,163.125,0.8208313
2030-01-01T12:00:00Z,-48.83524347,165.9375,0.83880615
2030-01-01T12:00:00Z,-48.83524347,168.75,0.90234375
2030-01-01T12:00:00Z,-48.83524347,171.5625,0.93881226
2030-01-01T12:00:00Z,-48.83524347,174.375,0.9477844
2030-01-01T12:00:00Z,-48.83524347,177.1875,0.9517212
2030-01-01T12:00:00Z,-48.83524347,180.0,0.9616394
2030-01-01T12:00:00Z,-46.04472914,90.0,1.1078796
2030-01-01T12:00:00Z,-46.04472914,92.8125,1.0661316
2030-01-01T12:00:00Z,-46.04472914,95.625,1.0511475
2030-01-01T12:00:00Z,-46.04472914,98.4375,1.0299683
2030-01-01T12:00:00Z,-46.04472914,101.25,0.9758606
2030-01-01T12:00:00Z,-46.04472914,104.0625,0.90527344
2030-01-01T12:00:00Z,-46.04472914,106.875,0.87390137
2030-01-01T12:00:00Z,-46.04472914,109.6875,0.8273926
2030-01-01T12:00:00Z,-46.04472914,112.5,0.81777954
2030-01-01T12:00:00Z,-46.04472914,115.3125,0.81637573
2030-01-01T12:00:00Z,-46.04472914,118.125,0.80496216
2030-01-01T12:00:00Z,-46.04472914,120.9375,0.7796936
2030-01-01T12:00:00Z,-46.04472914,123.75,0.7437744
2030-01-01T12:00:00Z,-46.04472914,126.5625,0.7285156
2030-01-01T12:00:00Z,-46.04472914,129.375,0.72198486
2030-01-01T12:00:00Z,-46.04472914,132.1875,0.7184143
2030-01-01T12:00:00Z,-46.04472914,135.0,0.6885071
