time,latitude,longitude,tasmin_djf
UTC,degrees_north,degrees_east,K
2030-01-01T12:00:00Z,-48.83524347,90.0,0.9577637
2030-01-01T12:00:00Z,-48.83524347,92.8125,0.94177246
2030-01-01T12:00:00Z,-48.83524347,95.625,0.94488525
2030-01-01T12:00:00Z,-48.83524347,98.4375,0.93927
2030-01-01T12:00:00Z,-48.83524347,101.25,0.9355774
2030-01-01T12:00:00Z,-48.83524347,104.0625,0.91415405
2030-01-01T12:00:00Z,-48.83524347,106.875,0.8955078
2030-01-01T12:00:00Z,-48.83524347,109.6875,0.87368774
2030-01-01T12:00:00Z,-48.83524347,112.5,0.8713684
2030-01-01T12:00:00Z,-48.83524347,115.3125,0.8858948
2030-01-01T12:00:00Z,-48.83524347,118.125,0.9119873
2030-01-01T12:00:00Z,-48.83524347,120.9375,0.9621887
2030-01-01T12:00:00Z,-48.83524347,123.75,0.960083
2030-01-01T12:00:00Z,-48.83524347,126.5625,0.93829346
2030-01-01T12:00:00Z,-48.83524347,129.375,0.91659546
2030-01-01T12:00:00Z,-48.83524347,132.1875,0.893219
2030-01-01T12:00:00Z,-48.83524347,135.0,0.8405762
2030-01-01T12:00:00Z,-48.83524347,137.8125,0.8204956
2030-01-01T12:00:00Z,-48.83524347,140.625,0.79940796
2030-01-01T12:00:00Z,-48.83524347,143.4375,0.7631531
2030-01-01T12:00:00Z,-48.83524347,146.25,0.7210083
2030-01-01T12:00:00Z,-48.83524347,149.0625,0.68621826
2030-01-01T12:00:00Z,-48.83524347,151.875,0.6569824
2030-01-01T12:00:00Z,-48.83524347,154.6875,0.6435547
2030-01-01T12:00:00Z,-48.83524347,157.5,0.63482666
2030-01-01T12:00:00Z,-48.83524347,160.3125,0.6340637
2030-01-01T12:00:00Z,-48.83524347,163.125,0.6156006
2030-01-01T12:00:00Z,-48.83524347,165.9375,0.6057434
2030-01-01T12:00:00Z,-48.83524347,168.75,0.579834
2030-01-01T12:00:00Z,-48.83524347,171.5625,0.554718
2030-01-01T12:00:00Z,-48.83524347,174.375,0.5862427
2030-01-01T12:00:00Z,-48.83524347,177.1875,0.617218
2030-01-01T12:00:00Z,-48.83524347,180.0,0.63793945
2030-01-01T12:00:00Z,-46.04472914,90.0,1.0310059
2030-01-01T12:00:00Z,-46.04472914,92.8125,1.0102844
2030-01-01T12:00:00Z,-46.04472914,95.625,1.0158691
2030-01-01T12:00:00Z,-46.04472914,98.4375,1.0169983
2030-01-01T12:00:00Z,-46.04472914,101.25,1.0249023
2030-01-01T12:00:00Z,-46.04472914,104.0625,1.0185547
2030-01-01T12:00:00Z,-46.04472914,106.875,1.015564
2030-01-01T12:00:00Z,-46.04472914,109.6875,1.0431824
2030-01-01T12:00:00Z,-46.04472914,112.5,1.0482178
2030-01-01T12:00:00Z,-46.04472914,115.3125,1.0526733
2030-01-01T12:00:00Z,-46.04472914,118.125,1.0579529
2030-01-01T12:00:00Z,-46.04472914,120.9375,1.0513916
2030-01-01T12:00:00Z,-46.04472914,123.75,1.0533447
2030-01-01T12:00:00Z,-46.04472914,126.5625,1.0574951
2030-01-01T12:00:00Z,-46.04472914,129.375,1.0353088
2030-01-01T12:00:00Z,-46.04472914,132.1875,1.0100098
2030-01-01T12:00:00Z,-46.04472914,135.0,1.0058289
2030-01-01T12:00:00Z,-46.04472914,137.8125,1.0040894
2030-01-01T12:00:00Z,-46.04472914,140.625,0.972229
2030-01-01T12:00:00Z,-46.04472914,143.4375,0.9522095
2030-01-01T12:00:00Z,-46.04472914,146.25,0.9553528
2030-01-01T12:00:00Z,-46.04472914,149.0625,0.95098877
2030-01-01T12:00:00Z,-46.04472914,151.875,0.8953552
2030-01-01T12:00:00Z,-46.04472914,154.6875,0.83898926
2030-01-01T12:00:00Z,-46.04472914,157.5,0.8390808
2030-01-01T12:00:00Z,-46.04472914,160.3125,0.8604431
2030-01-01T12:00:00Z,-46.04472914,163.125,0.8803711
2030-01-01T12:00:00Z,-46.04472914,165.9375,0.9569397
2030-01-01T12:00:00Z,-46.04472914,168.75,0.98236084
2030-01-01T12:00:00Z,-46.04472914,171.5625,0.95391846
2030-01-01T12:00:00Z,-46.04472914,174.375,0.9009094
2030-01-01T12:00:00Z,-46.04472914,177.1875,0.88635254
2030-01-01T12:00:00Z,-46.04472914,180.0,0.9253235
2030-01-01T12:00:00Z,-43.25419717,90.0,1.0241394
2030-01-01T12:00:00Z,-43.25419717,92.8125,0.9904175
2030-01-01T12:00:00Z,-43.25419717,95.625,0.96157837
2030-01-01T12:00:00Z,-43.25419717,98.4375,0.9773865
2030-01-01T12:00:00Z,-43.25419717,101.25,0.98779297
2030-01-01T12:00:00Z,-43.25419717,104.0625,1.0015869
2030-01-01T12:00:00Z,-43.25419717,106.875,1.0096741
2030-01-01T12:00:00Z,-43.25419717,109.6875,1.0398254
2030-01-01T12:00:00Z,-43.25419717,112.5,1.0467224
2030-01-01T12:00:00Z,-43.25419717,115.3125,1.0528259
2030-01-01T12:00:00Z,-43.25419717,118.125,1.0527039
2030-01-01T12:00:00Z,-43.25419717,120.9375,1.0652161
2030-01-01T12:00:00Z,-43.25419717,123.75,1.1018982
2030-01-01T12:00:00Z,-43.25419717,126.5625,1.0983887
2030-01-01T12:00:00Z,-43.25419717,129.375,1.0491638
2030-01-01T12:00:00Z,-43.25419717,132.1875,1.0448608
2030-01-01T12:00:00Z,-43.25419717,135.0,1.1041565
2030-01-01T12:00:00Z,-43.25419717,137.8125,1.0802917
2030-01-01T12:00:00Z,-43.25419717,140.625,0.97680664
2030-01-01T12:00:00Z,-43.25419717,143.4375,1.0481262
2030-01-01T12:00:00Z,-43.25419717,146.25,1.1935425
2030-01-01T12:00:00Z,-43.25419717,149.0625,1.4231262
2030-01-01T12:00:00Z,-43.25419717,151.875,1.383606
2030-01-01T12:00:00Z,-43.25419717,154.6875,1.1786194
2030-01-01T12:00:00Z,-43.25419717,157.5,1.1248169
2030-01-01T12:00:00Z,-43.25419717,160.3125,1.1034546
2030-01-01T12:00:00Z,-43.25419717,163.125,1.146637
2030-01-01T12:00:00Z,-43.25419717,165.9375,1.2261353
2030-01-01T12:00:00Z,-43.25419717,168.75,1.2869263
2030-01-01T12:00:00Z,-43.25419717,171.5625,1.3060913
2030-01-01T12:00:00Z,-43.25419717,174.375,1.2988281
2030-01-01T12:00:00Z,-43.25419717,177.1875,1.2755737
2030-01-01T12:00:00Z,-43.25419717,180.0,1.2984619
2030-01-01T12:00:00Z,-40.46365068,90.0,0.9242859
2030-01-01T12:00:00Z,-40.46365068,92.8125,0.91238403
2030-01-01T12:00:00Z,-40.46365068,95.625,0.9099121
2030-01-01T12:00:00Z,-40.46365068,98.4375,0.9209595
2030-01-01T12:00:00Z,-40.46365068,101.25,0.93032837
