time,latitude,longitude,tasmin_mam
UTC,degrees_north,degrees_east,K
2030-01-01T12:00:00Z,-48.83524347,90.0,0.88952637
2030-01-01T12:00:00Z,-48.83524347,92.8125,0.8491211
2030-01-01T12:00:00Z,-48.83524347,95.625,0.81152344
2030-01-01T12:00:00Z,-48.83524347,98.4375,0.74539185
2030-01-01T12:00:00Z,-48.83524347,101.25,0.69729614
2030-01-01T12:00:00Z,-48.83524347,104.0625,0.6382446
2030-01-01T12:00:00Z,-48.83524347,106.875,0.5671387
2030-01-01T12:00:00Z,-48.83524347,109.6875,0.49902344
2030-01-01T12:00:00Z,-48.83524347,112.5,0.45281982
2030-01-01T12:00:00Z,-48.83524347,115.3125,0.43930054
2030-01-01T12:00:00Z,-48.83524347,118.125,0.41156006
2030-01-01T12:00:00Z,-48.83524347,120.9375,0.4180603
2030-01-01T12:00:00Z,-48.83524347,123.75,0.41732788
2030-01-01T12:00:00Z,-48.83524347,126.5625,0.4154663
2030-01-01T12:00:00Z,-48.83524347,129.375,0.43746948
2030-01-01T12:00:00Z,-48.83524347,132.1875,0.45324707
2030-01-01T12:00:00Z,-48.83524347,135.0,0.4809265
2030-01-01T12:00:00Z,-48.83524347,137.8125,0.5003967
2030-01-01T12:00:00Z,-48.83524347,140.625,0.50253296
2030-01-01T12:00:00Z,-48.83524347,143.4375,0.5071106
2030-01-01T12:00:00Z,-48.83524347,146.25,0.5011902
2030-01-01T12:00:00Z,-48.83524347,149.0625,0.4909973
2030-01-01T12:00:00Z,-48.83524347,151.875,0.50582886
2030-01-01T12:00:00Z,-48.83524347,154.6875,0.55978394
2030-01-01T12:00:00Z,-48.83524347,157.5,0.6008301
2030-01-01T12:00:00Z,-48.83524347,160.3125,0.63287354
2030-01-01T12:00:00Z,-48.83524347,163.125,0.6479187
2030-01-01T12:00:00Z,-48.83524347,165.9375,0.6741028
2030-01-01T12:00:00Z,-48.83524347,168.75,0.6895752
2030-01-01T12:00:00Z,-48.83524347,171.5625,0.686676
2030-01-01T12:00:00Z,-48.83524347,174.375,0.67211914
2030-01-01T12:00:00Z,-48.83524347,177.1875,0.69989014
2030-01-01T12:00:00Z,-48.83524347,180.0,0.77423096
2030-01-01T12:00:00Z,-46.04472914,90.0,1.0024109
2030-01-01T12:00:00Z,-46.04472914,92.8125,0.95269775
2030-01-01T12:00:00Z,-46.04472914,95.625,0.8876648
2030-01-01T12:00:00Z,-46.04472914,98.4375,0.81451416
2030-01-01T12:00:00Z,-46.04472914,101.25,0.7454529
2030-01-01T12:00:00Z,-46.04472914,104.0625,0.70144653
2030-01-01T12:00:00Z,-46.04472914,106.875,0.65841675
2030-01-01T12:00:00Z,-46.04472914,109.6875,0.636322
2030-01-01T12:00:00Z,-46.04472914,112.5,0.608551
2030-01-01T12:00:00Z,-46.04472914,115.3125,0.5743103
2030-01-01T12:00:00Z,-46.04472914,118.125,0.5467224
2030-01-01T12:00:00Z,-46.04472914,120.9375,0.54156494
2030-01-01T12:00:00Z,-46.04472914,123.75,0.5473938
2030-01-01T12:00:00Z,-46.04472914,126.5625,0.55252075
2030-01-01T12:00:00Z,-46.04472914,129.375,0.5853882
2030-01-01T12:00:00Z,-46.04472914,132.1875,0.5980835
2030-01-01T12:00:00Z,-46.04472914,135.0,0.619751
2030-01-01T12:00:00Z,-46.04472914,137.8125,0.62805176
2030-01-01T12:00:00Z,-46.04472914,140.625,0.651062
2030-01-01T12:00:00Z,-46.04472914,143.4375,0.67718506
2030-01-01T12:00:00Z,-46.04472914,146.25,0.6760559
2030-01-01T12:00:00Z,-46.04472914,149.0625,0.6760559
2030-01-01T12:00:00Z,-46.04472914,151.875,0.652771
2030-01-01T12:00:00Z,-46.04472914,154.6875,0.66708374
2030-01-01T12:00:00Z,-46.04472914,157.5,0.7114258
2030-01-01T12:00:00Z,-46.04472914,160.3125,0.79119873
2030-01-01T12:00:00Z,-46.04472914,163.125,0.8502197
2030-01-01T12:00:00Z,-46.04472914,165.9375,0.94296265
2030-01-01T12:00:00Z,-46.04472914,168.75,0.9324341
2030-01-01T12:00:00Z,-46.04472914,171.5625,0.92126465
2030-01-01T12:00:00Z,-46.04472914,174.375,0.87857056
2030-01-01T12:00:00Z,-46.04472914,177.1875,0.8890686
2030-01-01T12:00:00Z,-46.04472914,180.0,0.98498535
2030-01-01T12:00:00Z,-43.25419717,90.0,1.0290527
2030-01-01T12:00:00Z,-43.25419717,92.8125,0.9897156
2030-01-01T12:00:00Z,-43.25419717,95.625,0.94125366
2030-01-01T12:00:00Z,-43.25419717,98.4375,0.9001465
2030-01-01T12:00:00Z,-43.25419717,101.25,0.854187
2030-01-01T12:00:00Z,-43.25419717,104.0625,0.8424072
2030-01-01T12:00:00Z,-43.25419717,106.875,0.8258667
2030-01-01T12:00:00Z,-43.25419717,109.6875,0.8059082
2030-01-01T12:00:00Z,-43.25419717,112.5,0.773407
