time,latitude,longitude,tasmin_djf
UTC,degrees_north,degrees_east,K
2050-01-01T12:00:00Z,-48.83524347,90.0,1.1032715
2050-01-01T12:00:00Z,-48.83524347,92.8125,1.1003113
2050-01-01T12:00:00Z,-48.83524347,95.625,1.107544
2050-01-01T12:00:00Z,-48.83524347,98.4375,1.1115723
2050-01-01T12:00:00Z,-48.83524347,101.25,1.1099548
2050-01-01T12:00:00Z,-48.83524347,104.0625,1.0964355
2050-01-01T12:00:00Z,-48.83524347,106.875,1.0903015
2050-01-01T12:00:00Z,-48.83524347,109.6875,1.0904541
2050-01-01T12:00:00Z,-48.83524347,112.5,1.0973816
2050-01-01T12:00:00Z,-48.83524347,115.3125,1.094574
2050-01-01T12:00:00Z,-48.83524347,118.125,1.0818481
2050-01-01T12:00:00Z,-48.83524347,120.9375,1.1030884
2050-01-01T12:00:00Z,-48.83524347,123.75,1.1106567
2050-01-01T12:00:00Z,-48.83524347,126.5625,1.0992737
2050-01-01T12:00:00Z,-48.83524347,129.375,1.0908813
2050-01-01T12:00:00Z,-48.83524347,132.1875,1.0856934
2050-01-01T12:00:00Z,-48.83524347,135.0,1.058136
2050-01-01T12:00:00Z,-48.83524347,137.8125,1.0218811
2050-01-01T12:00:00Z,-48.83524347,140.625,0.981781
2050-01-01T12:00:00Z,-48.83524347,143.4375,0.94921875
2050-01-01T12:00:00Z,-48.83524347,146.25,0.9147339
2050-01-01T12:00:00Z,-48.83524347,149.0625,0.88671875
2050-01-01T12:00:00Z,-48.83524347,151.875,0.88861084
2050-01-01T12:00:00Z,-48.83524347,154.6875,0.94085693
2050-01-01T12:00:00Z,-48.83524347,157.5,0.9555359
2050-01-01T12:00:00Z,-48.83524347,160.3125,0.9449158
2050-01-01T12:00:00Z,-48.83524347,163.125,0.915802
2050-01-01T12:00:00Z,-48.83524347,165.9375,0.8959961
2050-01-01T12:00:00Z,-48.83524347,168.75,0.8942261
2050-01-01T12:00:00Z,-48.83524347,171.5625,0.85980225
2050-01-01T12:00:00Z,-48.83524347,174.375,0.8644104
2050-01-01T12:00:00Z,-48.83524347,177.1875,0.88809204
