time,latitude,longitude,tasmax_mam
UTC,degrees_north,degrees_east,K
2030-01-01T12:00:00Z,-48.83524347,90.0,1.0696106
2030-01-01T12:00:00Z,-48.83524347,92.8125,1.0311584
2030-01-01T12:00:00Z,-48.83524347,95.625,0.9992676
2030-01-01T12:00:00Z,-48.83524347,98.4375,0.95129395
2030-01-01T12:00:00Z,-48.83524347,101.25,0.90426636
2030-01-01T12:00:00Z,-48.83524347,104.0625,0.9082947
2030-01-01T12:00:00Z,-48.83524347,106.875,0.90008545
2030-01-01T12:00:00Z,-48.83524347,109.6875,0.86026
2030-01-01T12:00:00Z,-48.83524347,112.5,0.8000183
2030-01-01T12:00:00Z,-48.83524347,115.3125,0.7593689
2030-01-01T12:00:00Z,-48.83524347,118.125,0.7149353
2030-01-01T12:00:00Z,-48.83524347,120.9375,0.6638489
2030-01-01T12:00:00Z,-48.83524347,123.75,0.6765442
2030-01-01T12:00:00Z,-48.83524347,126.5625,0.7067871
2030-01-01T12:00:00Z,-48.83524347,129.375,0.6981201
2030-01-01T12:00:00Z,-48.83524347,132.1875,0.70718384
2030-01-01T12:00:00Z,-48.83524347,135.0,0.7232666
2030-01-01T12:00:00Z,-48.83524347,137.8125,0.7487793
2030-01-01T12:00:00Z,-48.83524347,140.625,0.7717285
2030-01-01T12:00:00Z,-48.83524347,143.4375,0.77401733
2030-01-01T12:00:00Z,-48.83524347,146.25,0.7633362
2030-01-01T12:00:00Z,-48.83524347,149.0625,0.7857971
2030-01-01T12:00:00Z,-48.83524347,151.875,0.8119812
2030-01-01T12:00:00Z,-48.83524347,154.6875,0.8459778
2030-01-01T12:00:00Z,-48.83524347,157.5,0.875885
2030-01-01T12:00:00Z,-48.83524347,160.3125,0.89398193
2030-01-01T12:00:00Z,-48.83524347,163.125,0.9419861
2030-01-01T12:00:00Z,-48.83524347,165.9375,0.9942322
2030-01-01T12:00:00Z,-48.83524347,168.75,1.0365906
2030-01-01T12:00:00Z,-48.83524347,171.5625,1.0180664
2030-01-01T12:00:00Z,-48.83524347,174.375,0.9678955
2030-01-01T12:00:00Z,-48.83524347,177.1875,0.9376221
2030-01-01T12:00:00Z,-48.83524347,180.0,0.9521179
2030-01-01T12:00:00Z,-46.04472914,90.0,1.0661316
2030-01-01T12:00:00Z,-46.04472914,92.8125,1.0279541
2030-01-01T12:00:00Z,-46.04472914,95.625,0.98010254
2030-01-01T12:00:00Z,-46.04472914,98.4375,0.9282837
2030-01-01T12:00:00Z,-46.04472914,101.25,0.9151306
2030-01-01T12:00:00Z,-46.04472914,104.0625,0.9447632
2030-01-01T12:00:00Z,-46.04472914,106.875,0.95977783
2030-01-01T12:00:00Z,-46.04472914,109.6875,0.93429565
2030-01-01T12:00:00Z,-46.04472914,112.5,0.8730774
2030-01-01T12:00:00Z,-46.04472914,115.3125,0.81307983
2030-01-01T12:00:00Z,-46.04472914,118.125,0.7752991
2030-01-01T12:00:00Z,-46.04472914,120.9375,0.7480469
2030-01-01T12:00:00Z,-46.04472914,123.75,0.7706299
2030-01-01T12:00:00Z,-46.04472914,126.5625,0.7751465
2030-01-01T12:00:00Z,-46.04472914,129.375,0.7952881
2030-01-01T12:00:00Z,-46.04472914,132.1875,0.79293823
2030-01-01T12:00:00Z,-46.04472914,135.0,0.7940979
2030-01-01T12:00:00Z,-46.04472914,137.8125,0.8130493
2030-01-01T12:00:00Z,-46.04472914,140.625,0.83999634
2030-01-01T12:00:00Z,-46.04472914,143.4375,0.8456726
2030-01-01T12:00:00Z,-46.04472914,146.25,0.88201904
2030-01-01T12:00:00Z,-46.04472914,149.0625,0.98321533
2030-01-01T12:00:00Z,-46.04472914,151.875,1.0382996
2030-01-01T12:00:00Z,-46.04472914,154.6875,1.0403442
2030-01-01T12:00:00Z,-46.04472914,157.5,1.0332947
2030-01-01T12:00:00Z,-46.04472914,160.3125,1.0857239
2030-01-01T12:00:00Z,-46.04472914,163.125,1.1623535
2030-01-01T12:00:00Z,-46.04472914,165.9375,1.2236938
2030-01-01T12:00:00Z,-46.04472914,168.75,1.2194824
2030-01-01T12:00:00Z,-46.04472914,171.5625,1.1669922
2030-01-01T12:00:00Z,-46.04472914,174.375,1.1477661
2030-01-01T12:00:00Z,-46.04472914,177.1875,1.1376343
2030-01-01T12:00:00Z,-46.04472914,180.0,1.1813049
2030-01-01T12:00:00Z,-43.25419717,90.0,1.0323181
2030-01-01T12:00:00Z,-43.25419717,92.8125,1.0128479
2030-01-01T12:00:00Z,-43.25419717,95.625,0.9763489
2030-01-01T12:00:00Z,-43.25419717,98.4375,0.9543152
2030-01-01T12:00:00Z,-43.25419717,101.25,0.97210693
2030-01-01T12:00:00Z,-43.25419717,104.0625,0.9970703
2030-01-01T12:00:00Z,-43.25419717,106.875,1.0198364
2030-01-01T12:00:00Z,-43.25419717,109.6875,0.99957275
2030-01-01T12:00:00Z,-43.25419717,112.5,0.941803
2030-01-01T12:00:00Z,-43.25419717,115.3125,0.89593506
2030-01-01T12:00:00Z,-43.25419717,118.125,0.8755493
2030-01-01T12:00:00Z,-43.25419717,120.9375,0.85913086
2030-01-01T12:00:00Z,-43.25419717,123.75,0.8403015
2030-01-01T12:00:00Z,-43.25419717,126.5625,0.8234558
2030-01-01T12:00:00Z,-43.25419717,129.375,0.84799194
2030-01-01T12:00:00Z,-43.25419717,132.1875,0.85687256
2030-01-01T12:00:00Z,-43.25419717,135.0,0.8545532
2030-01-01T12:00:00Z,-43.25419717,137.8125,0.8465271
2030-01-01T12:00:00Z,-43.25419717,140.625,0.81015015
2030-01-01T12:00:00Z,-43.25419717,143.4375,0.8396301
2030-01-01T12:00:00Z,-43.25419717,146.25,1.0415955
2030-01-01T12:00:00Z,-43.25419717,149.0625,1.4333801
2030-01-01T12:00:00Z,-43.25419717,151.875,1.5691833
2030-01-01T12:00:00Z,-43.25419717,154.6875,1.4146118
2030-01-01T12:00:00Z,-43.25419717,157.5,1.327179
2030-01-01T12:00:00Z,-43.25419717,160.3125,1.3452454
2030-01-01T12:00:00Z,-43.25419717,163.125,1.3884583
2030-01-01T12:00:00Z,-43.25419717,165.9375,1.4239197
2030-01-01T12:00:00Z,-43.25419717,168.75,1.4549866
2030-01-01T12:00:00Z,-43.25419717,171.5625,1.4402771
2030-01-01T12:00:00Z,-43.25419717,174.375,1.3398438
2030-01-01T12:00:00Z,-43.25419717,177.1875,1.3798218
2030-01-01T12:00:00Z,-43.25419717,180.0,1.4641418
2030-01-01T12:00:00Z,-40.46365068,90.0,0.981781
2030-01-01T12:00:00Z,-40.46365068,92.8125,0.98843384
2030-01-01T12:00:00Z,-40.46365068,95.625,0.99938965
2030-01-01T12:00:00Z,-40.46365068,98.4375,1.0295715
2030-01-01T12:00:00Z,-40.46365068,101.25,1.0487671
2030-01-01T12:00:00Z,-40.46365068,104.0625,1.0586853
2030-01-01T12:00:00Z,-40.46365068,106.875,1.0709839
2030-01-01T12:00:00Z,-40.46365068,109.6875,1.0796204
2030-01-01T12:00:00Z,-40.46365068,112.5,1.0525208
2030-01-01T12:00:00Z,-40.46365068,115.3125,1.0048828
2030-01-01T12:00:00Z,-40.46365068,118.125,0.95632935
2030-01-01T12:00:00Z,-40.46365068,120.9375,0.90789795
2030-01-01T12:00:00Z,-40.46365068,123.75,0.89630127
2030-01-01T12:00:00Z,-40.46365068,126.5625,0.89733887
2030-01-01T12:00:00Z,-40.46365068,129.375,0.88220215
2030-01-01T12:00:00Z,-40.46365068,132.1875,0.8432007
2030-01-01T12:00:00Z,-40.46365068,135.0,0.8168335
2030-01-01T12:00:00Z,-40.46365068,137.8125,0.79400635
2030-01-01T12:00:00Z,-40.46365068,140.625,0.8166504
2030-01-01T12:00:00Z,-40.46365068,143.4375,0.8948364
2030-01-01T12:00:00Z,-40.46365068,146.25,1.114624
2030-01-01T12:00:00Z,-40.46365068,149.0625,1.3514404
2030-01-01T12:00:00Z,-40.46365068,151.875,1.7874756
2030-01-01T12:00:00Z,-40.46365068,154.6875,1.8175964
2030-01-01T12:00:00Z,-40.46365068,157.5,1.5554504
2030-01-01T12:00:00Z,-40.46365068,160.3125,1.5274048
2030-01-01T12:00:00Z,-40.46365068,163.125,1.5216064
2030-01-01T12:00:00Z,-40.46365068,165.9375,1.5479736
2030-01-01T12:00:00Z,-40.46365068,168.75,1.585022
2030-01-01T12:00:00Z,-40.46365068,171.5625,1.6100769
2030-01-01T12:00:00Z,-40.46365068,174.375,1.7649536
2030-01-01T12:00:00Z,-40.46365068,177.1875,1.4811401
2030-01-01T12:00:00Z,-40.46365068,180.0,1.3460083
2030-01-01T12:00:00Z,-37.67309213,90.0,0.9769287
2030-01-01T12:00:00Z,-37.67309213,92.8125,1.0284729
2030-01-01T12:00:00Z,-37.67309213,95.625,1.0831299
2030-01-01T12:00:00Z,-37.67309213,98.4375,1.1006165
2030-01-01T12:00:00Z,-37.67309213,101.25,1.1102905
2030-01-01T12:00:00Z,-37.67309213,104.0625,1.1169434
2030-01-01T12:00:00Z,-37.67309213,106.875,1.1279297
2030-01-01T12:00:00Z,-37.67309213,109.6875,1.1148682
2030-01-01T12:00:00Z,-37.67309213,112.5,1.0243835
2030-01-01T12:00:00Z,-37.67309213,115.3125,0.8866577
2030-01-01T12:00:00Z,-37.67309213,118.125,0.8451538
2030-01-01T12:00:00Z,-37.67309213,120.9375,0.8677063
2030-01-01T12:00:00Z,-37.67309213,123.75,0.8735657
2030-01-01T12:00:00Z,-37.67309213,126.5625,0.9098511
2030-01-01T12:00:00Z,-37.67309213,129.375,0.86608887
2030-01-01T12:00:00Z,-37.67309213,132.1875,0.7357483
2030-01-01T12:00:00Z,-37.67309213,135.0,0.71990967
2030-01-01T12:00:00Z,-37.67309213,137.8125,0.75167847
2030-01-01T12:00:00Z,-37.67309213,140.625,1.3403625
2030-01-01T12:00:00Z,-37.67309213,143.4375,1.4298401
2030-01-01T12:00:00Z,-37.67309213,146.25,1.1393738
2030-01-01T12:00:00Z,-37.67309213,149.0625,1.0683899
2030-01-01T12:00:00Z,-37.67309213,151.875,1.6311646
2030-01-01T12:00:00Z,-37.67309213,154.6875,1.7941895
2030-01-01T12:00:00Z,-37.67309213,157.5,1.6729431
2030-01-01T12:00:00Z,-37.67309213,160.3125,1.5628967
2030-01-01T12:00:00Z,-37.67309213,163.125,1.5582275
2030-01-01T12:00:00Z,-37.67309213,165.9375,1.5797119
2030-01-01T12:00:00Z,-37.67309213,168.75,1.6042175
2030-01-01T12:00:00Z,-37.67309213,171.5625,1.6240234
2030-01-01T12:00:00Z,-37.67309213,174.375,1.5861511
2030-01-01T12:00:00Z,-37.67309213,177.1875,1.6585083
2030-01-01T12:00:00Z,-37.67309213,180.0,1.2692566
2030-01-01T12:00:00Z,-34.8825235,90.0,1.0697632
2030-01-01T12:00:00Z,-34.8825235,92.8125,1.1089478
2030-01-01T12:00:00Z,-34.8825235,95.625,1.1236877
2030-01-01T12:00:00Z,-34.8825235,98.4375,1.1470337
2030-01-01T12:00:00Z,-34.8825235,101.25,1.1205139
2030-01-01T12:00:00Z,-34.8825235,104.0625,1.0679016
2030-01-01T12:00:00Z,-34.8825235,106.875,1.052887
