time,latitude,longitude,tasmin_mam
UTC,degrees_north,degrees_east,K
2050-01-01T12:00:00Z,-48.83524347,90.0,1.2112427
2050-01-01T12:00:00Z,-48.83524347,92.8125,1.1948242
2050-01-01T12:00:00Z,-48.83524347,95.625,1.1940918
2050-01-01T12:00:00Z,-48.83524347,98.4375,1.162323
2050-01-01T12:00:00Z,-48.83524347,101.25,1.1002502
2050-01-01T12:00:00Z,-48.83524347,104.0625,1.0559692
2050-01-01T12:00:00Z,-48.83524347,106.875,1.0286865
2050-01-01T12:00:00Z,-48.83524347,109.6875,0.9889221
2050-01-01T12:00:00Z,-48.83524347,112.5,0.9298401
2050-01-01T12:00:00Z,-48.83524347,115.3125,0.88998413
2050-01-01T12:00:00Z,-48.83524347,118.125,0.87316895
2050-01-01T12:00:00Z,-48.83524347,120.9375,0.9010925
2050-01-01T12:00:00Z,-48.83524347,123.75,0.9015808
2050-01-01T12:00:00Z,-48.83524347,126.5625,0.9216919
2050-01-01T12:00:00Z,-48.83524347,129.375,0.9460449
2050-01-01T12:00:00Z,-48.83524347,132.1875,0.98983765
2050-01-01T12:00:00Z,-48.83524347,135.0,1.0015564
2050-01-01T12:00:00Z,-48.83524347,137.8125,1.0102844
2050-01-01T12:00:00Z,-48.83524347,140.625,1.0049133
2050-01-01T12:00:00Z,-48.83524347,143.4375,1.0258179
2050-01-01T12:00:00Z,-48.83524347,146.25,1.0417786
2050-01-01T12:00:00Z,-48.83524347,149.0625,1.0664368
2050-01-01T12:00:00Z,-48.83524347,151.875,1.0935364
2050-01-01T12:00:00Z,-48.83524347,154.6875,1.127533
2050-01-01T12:00:00Z,-48.83524347,157.5,1.155365
2050-01-01T12:00:00Z,-48.83524347,160.3125,1.1551514
2050-01-01T12:00:00Z,-48.83524347,163.125,1.1293945
2050-01-01T12:00:00Z,-48.83524347,165.9375,1.1333618
2050-01-01T12:00:00Z,-48.83524347,168.75,1.1429749
2050-01-01T12:00:00Z,-48.83524347,171.5625,1.1257935
2050-01-01T12:00:00Z,-48.83524347,174.375,1.0628662
2050-01-01T12:00:00Z,-48.83524347,177.1875,1.030426
2050-01-01T12:00:00Z,-48.83524347,180.0,1.0595093
2050-01-01T12:00:00Z,-46.04472914,90.0,1.236908
2050-01-01T12:00:00Z,-46.04472914,92.8125,1.1955566
2050-01-01T12:00:00Z,-46.04472914,95.625,1.162384
2050-01-01T12:00:00Z,-46.04472914,98.4375,1.0942688
2050-01-01T12:00:00Z,-46.04472914,101.25,1.0237427
2050-01-01T12:00:00Z,-46.04472914,104.0625,0.9985962
2050-01-01T12:00:00Z,-46.04472914,106.875,0.976532
2050-01-01T12:00:00Z,-46.04472914,109.6875,0.95202637
2050-01-01T12:00:00Z,-46.04472914,112.5,0.93270874
2050-01-01T12:00:00Z,-46.04472914,115.3125,0.91799927
2050-01-01T12:00:00Z,-46.04472914,118.125,0.93048096
2050-01-01T12:00:00Z,-46.04472914,120.9375,0.95547485
2050-01-01T12:00:00Z,-46.04472914,123.75,0.9619751
2050-01-01T12:00:00Z,-46.04472914,126.5625,0.99157715
2050-01-01T12:00:00Z,-46.04472914,129.375,1.0164795
2050-01-01T12:00:00Z,-46.04472914,132.1875,1.0088501
2050-01-01T12:00:00Z,-46.04472914,135.0,1.0291443
2050-01-01T12:00:00Z,-46.04472914,137.8125,1.0713806
2050-01-01T12:00:00Z,-46.04472914,140.625,1.1141663
2050-01-01T12:00:00Z,-46.04472914,143.4375,1.1612244
2050-01-01T12:00:00Z,-46.04472914,146.25,1.2149658
2050-01-01T12:00:00Z,-46.04472914,149.0625,1.2638855
2050-01-01T12:00:00Z,-46.04472914,151.875,1.2449036
2050-01-01T12:00:00Z,-46.04472914,154.6875,1.2296753
2050-01-01T12:00:00Z,-46.04472914,157.5,1.2477417
2050-01-01T12:00:00Z,-46.04472914,160.3125,1.2970276
2050-01-01T12:00:00Z,-46.04472914,163.125,1.335144
2050-01-01T12:00:00Z,-46.04472914,165.9375,1.3809509
2050-01-01T12:00:00Z,-46.04472914,168.75,1.3537903
2050-01-01T12:00:00Z,-46.04472914,171.5625,1.2958069
2050-01-01T12:00:00Z,-46.04472914,174.375,1.2073975
2050-01-01T12:00:00Z,-46.04472914,177.1875,1.1600647
2050-01-01T12:00:00Z,-46.04472914,180.0,1.2018433
2050-01-01T12:00:00Z,-43.25419717,90.0,1.1586304
2050-01-01T12:00:00Z,-43.25419717,92.8125,1.1278381
2050-01-01T12:00:00Z,-43.25419717,95.625,1.083435
2050-01-01T12:00:00Z,-43.25419717,98.4375,1.0476685
2050-01-01T12:00:00Z,-43.25419717,101.25,1.0207214
2050-01-01T12:00:00Z,-43.25419717,104.0625,1.01297
2050-01-01T12:00:00Z,-43.25419717,106.875,1.0052795
2050-01-01T12:00:00Z,-43.25419717,109.6875,0.99664307
2050-01-01T12:00:00Z,-43.25419717,112.5,0.9718323
2050-01-01T12:00:00Z,-43.25419717,115.3125,0.9725342
2050-01-01T12:00:00Z,-43.25419717,118.125,0.9888916
2050-01-01T12:00:00Z,-43.25419717,120.9375,1.0081787
2050-01-01T12:00:00Z,-43.25419717,123.75,1.0007019
2050-01-01T12:00:00Z,-43.25419717,126.5625,1.0158386
2050-01-01T12:00:00Z,-43.25419717,129.375,1.0266418
2050-01-01T12:00:00Z,-43.25419717,132.1875,1.0484619
2050-01-01T12:00:00Z,-43.25419717,135.0,1.0842896
2050-01-01T12:00:00Z,-43.25419717,137.8125,1.1379089
2050-01-01T12:00:00Z,-43.25419717,140.625,1.1445312
2050-01-01T12:00:00Z,-43.25419717,143.4375,1.1878052
2050-01-01T12:00:00Z,-43.25419717,146.25,1.3666382
2050-01-01T12:00:00Z,-43.25419717,149.0625,1.6838684
2050-01-01T12:00:00Z,-43.25419717,151.875,1.747345
2050-01-01T12:00:00Z,-43.25419717,154.6875,1.5090942
2050-01-01T12:00:00Z,-43.25419717,157.5,1.480835
2050-01-01T12:00:00Z,-43.25419717,160.3125,1.5439758
2050-01-01T12:00:00Z,-43.25419717,163.125,1.5314636
2050-01-01T12:00:00Z,-43.25419717,165.9375,1.5628357
2050-01-01T12:00:00Z,-43.25419717,168.75,1.6165466
2050-01-01T12:00:00Z,-43.25419717,171.5625,1.5787354
2050-01-01T12:00:00Z,-43.25419717,174.375,1.4703064
2050-01-01T12:00:00Z,-43.25419717,177.1875,1.4789429
2050-01-01T12:00:00Z,-43.25419717,180.0,1.6046753
2050-01-01T12:00:00Z,-40.46365068,90.0,1.0846558
2050-01-01T12:00:00Z,-40.46365068,92.8125,1.0689087
2050-01-01T12:00:00Z,-40.46365068,95.625,1.0627441
2050-01-01T12:00:00Z,-40.46365068,98.4375,1.0792236
2050-01-01T12:00:00Z,-40.46365068,101.25,1.0864258
2050-01-01T12:00:00Z,-40.46365068,104.0625,1.0756836
2050-01-01T12:00:00Z,-40.46365068,106.875,1.0875244
2050-01-01T12:00:00Z,-40.46365068,109.6875,1.1169128
2050-01-01T12:00:00Z,-40.46365068,112.5,1.1242065
2050-01-01T12:00:00Z,-40.46365068,115.3125,1.1358643
2050-01-01T12:00:00Z,-40.46365068,118.125,1.1236877
2050-01-01T12:00:00Z,-40.46365068,120.9375,1.0891113
2050-01-01T12:00:00Z,-40.46365068,123.75,1.0594177
2050-01-01T12:00:00Z,-40.46365068,126.5625,1.0930786
2050-01-01T12:00:00Z,-40.46365068,129.375,1.1389465
2050-01-01T12:00:00Z,-40.46365068,132.1875,1.1463623
2050-01-01T12:00:00Z,-40.46365068,135.0,1.1229248
2050-01-01T12:00:00Z,-40.46365068,137.8125,1.1070557
2050-01-01T12:00:00Z,-40.46365068,140.625,1.1090088
2050-01-01T12:00:00Z,-40.46365068,143.4375,1.1789246
2050-01-01T12:00:00Z,-40.46365068,146.25,1.3893738
2050-01-01T12:00:00Z,-40.46365068,149.0625,1.6141663
2050-01-01T12:00:00Z,-40.46365068,151.875,2.0595398
2050-01-01T12:00:00Z,-40.46365068,154.6875,2.0586853
2050-01-01T12:00:00Z,-40.46365068,157.5,1.7268066
2050-01-01T12:00:00Z,-40.46365068,160.3125,1.6864014
2050-01-01T12:00:00Z,-40.46365068,163.125,1.6776428
2050-01-01T12:00:00Z,-40.46365068,165.9375,1.6831665
2050-01-01T12:00:00Z,-40.46365068,168.75,1.7378845
2050-01-01T12:00:00Z,-40.46365068,171.5625,1.7954102
2050-01-01T12:00:00Z,-40.46365068,174.375,1.8602295
2050-01-01T12:00:00Z,-40.46365068,177.1875,1.6158752
2050-01-01T12:00:00Z,-40.46365068,180.0,1.5285645
2050-01-01T12:00:00Z,-37.67309213,90.0,0.99160767
2050-01-01T12:00:00Z,-37.67309213,92.8125,1.0421143
2050-01-01T12:00:00Z,-37.67309213,95.625,1.0959473
2050-01-01T12:00:00Z,-37.67309213,98.4375,1.1492004
2050-01-01T12:00:00Z,-37.67309213,101.25,1.1551514
2050-01-01T12:00:00Z,-37.67309213,104.0625,1.1573792
2050-01-01T12:00:00Z,-37.67309213,106.875,1.1820068
2050-01-01T12:00:00Z,-37.67309213,109.6875,1.2052307
2050-01-01T12:00:00Z,-37.67309213,112.5,1.2214661
2050-01-01T12:00:00Z,-37.67309213,115.3125,1.1394653
2050-01-01T12:00:00Z,-37.67309213,118.125,1.1090698
2050-01-01T12:00:00Z,-37.67309213,120.9375,1.1199036
2050-01-01T12:00:00Z,-37.67309213,123.75,1.1114502
2050-01-01T12:00:00Z,-37.67309213,126.5625,1.1147156
2050-01-01T12:00:00Z,-37.67309213,129.375,1.1026917
2050-01-01T12:00:00Z,-37.67309213,132.1875,1.0401306
2050-01-01T12:00:00Z,-37.67309213,135.0,1.0220032
2050-01-01T12:00:00Z,-37.67309213,137.8125,1.0615234
2050-01-01T12:00:00Z,-37.67309213,140.625,1.3561401
2050-01-01T12:00:00Z,-37.67309213,143.4375,1.495758
2050-01-01T12:00:00Z,-37.67309213,146.25,1.3574524
2050-01-01T12:00:00Z,-37.67309213,149.0625,1.7356567
2050-01-01T12:00:00Z,-37.67309213,151.875,1.8820801
2050-01-01T12:00:00Z,-37.67309213,154.6875,2.0203857
2050-01-01T12:00:00Z,-37.67309213,157.5,1.9115295
2050-01-01T12:00:00Z,-37.67309213,160.3125,1.6899414
2050-01-01T12:00:00Z,-37.67309213,163.125,1.685791
2050-01-01T12:00:00Z,-37.67309213,165.9375,1.6935425
2050-01-01T12:00:00Z,-37.67309213,168.75,1.7167664
2050-01-01T12:00:00Z,-37.67309213,171.5625,1.7944946
2050-01-01T12:00:00Z,-37.67309213,174.375,1.7888794
2050-01-01T12:00:00Z,-37.67309213,177.1875,1.7268372
2050-01-01T12:00:00Z,-37.67309213,180.0,1.4177246
2050-01-01T12:00:00Z,-34.8825235,90.0,1.088501
2050-01-01T12:00:00Z,-34.8825235,92.8125,1.1174316
2050-01-01T12:00:00Z,-34.8825235,95.625,1.1555786
2050-01-01T12:00:00Z,-34.8825235,98.4375,1.1960449
2050-01-01T12:00:00Z,-34.8825235,101.25,1.1921997
2050-01-01T12:00:00Z,-34.8825235,104.0625,1.2071838
2050-01-01T12:00:00Z,-34.8825235,106.875,1.2086792
